ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
014,0,0,270,271.3517,PB,4B,1,0.7508000000000266,89.19992808621075,0.012724964204272032,0.01694854049583322
014,0,0,270,272.5035,4B,5A,1,0.10000000000002274,2.3860551094089075,0.0636750392088611,0.6367503920884662
014,0,0,270,273.0362,5A,2B,1,0.03440000000000509,0.41525721763254264,0.024848912853483084,0.7223521178337036
014,0,0,270,274.7026,2B,9A,1,0.19959999999997535,14.387797000750915,0.02463453202315784,0.12341949911403248
014,0,0,270,275.0358,9A,6A,1,0.03280000000000882,0.41365329236191073,0.007379067488511053,0.22497156977161795
014,0,0,270,275.4688,6A,9B,1,0.03350000000000364,0.03418556768699865,0.20829966463477553,6.2179004368582955
014,0,0,270,275.5687,9B,6A,1,0.7992000000000417,10.465639606905428,0.05662349454069436,0.07085021839425852
014,0,0,270,276.4682,6A,3A,1,0.033299999999997,0.2765216573632614,0.02487906409011394,0.7471190417452307
014,0,0,270,277.7675,3A,PB,1,0.8321000000000254,147.59742346165453,0.01433314759569573,0.01722527051519684
014,0,0,270,279.0024,PB,4B,1,0.5493999999999915,70.97006320942663,0.032763450140820015,0.05963496567313528
014,0,0,270,279.924,4B,7A,1,0.03300000000001546,0.0021624372997379737,0.03695689555901575,1.1199059260302555
014,0,0,270,280.0241,7A,4B,1,0.16650000000004184,1.1784564505133517,0.017511342818013635,0.1051732301381936
014,0,0,270,280.9238,4B,7A,1,0.08639999999996917,3.6250748166507485,0.004671268912190761,0.05406561240963459
014,0,0,270,281.3119,7A,2B,1,0.13230000000004338,3.9403899368729753,0.135601697737313,1.02495614313884
014,0,0,270,281.9117,2B,5B,1,0.03300000000001546,1.0686788818322905,0.033163044579364476,1.0049407448287557
014,0,0,270,282.2448,5B,8A,1,0.23270000000002256,2.123989749747722,0.009981883453943009,0.042895932333227506
014,0,0,270,282.5446,8A,3A,1,0.598700000000008,9.353574206908966,0.05479643712051459,0.09152570088610966
014,0,0,270,284.1094,3A,6B,1,0.03350000000000364,0.7492548835649018,0.032500266576752916,0.9701572112462503
014,0,0,270,284.1761,6B,3A,1,0.033599999999978536,1.1875777403409167,0.007833869848931595,0.2331508883612083
014,0,0,270,285.2973,3A,6A,1,0.257000000000005,0.938416897873708,0.04904304726462271,0.19082897768335313
014,0,0,270,285.9315,6A,9A,1,0.04969999999997299,0.038228389047567646,0.013777474442000705,0.2772127654327604
014,0,0,270,286.1092,9A,3A,1,0.7818000000000325,13.155596850478876,0.011891170632027317,0.015209990575629091
014,0,0,270,287.0908,3A,6B,1,0.024299999999982447,0.6933418094773955,0.1375959759658694,5.662385842220938
014,0,0,270,287.8755,6B,5B,1,0.10009999999999764,5.496271150119867,0.10173382327574229,1.0163219108466004
014,0,0,270,288.3755,5B,2A,1,0.3673000000000002,7.786152495573966,0.04530792797855508,0.12335401028738105
014,0,0,270,288.9757,2A,4A,1,0.5661999999999807,25.5866495681763,0.007864359149987466,0.013889719445403981
014,0,0,270,289.5753,4A,1B,1,0.03299999999995862,1.445465169080407,0.0135794227476724,0.4114976590208918
014,0,0,270,289.8749,1B,1A,1,0.060899999999946886,2.0851225198869443,0.01405874273503833,0.23084963440148754
014,0,0,270,290.3939,1A,1B,1,0.02800000000002001,0.27686282046252586,0.012299083431296801,0.43925297968885757
014,0,0,270,290.8082,1B,4B,1,0.03269999999997708,1.721456024451136,0.055970687275483634,1.7116418127071211
014,0,0,270,291.2416,4B,7A,1,0.0333999999999719,0.35088906739910897,0.016703927232839453,0.5001175818219613
014,0,0,270,291.3415,7A,5A,1,0.6329000000000065,13.171275762320935,0.031044228143087042,0.04905076337981786
014,0,0,270,292.574,5A,7A,1,0.19999999999998863,10.648087136281212,0.17856341974220957,0.8928170987110986
014,0,0,270,293.1406,7A,4B,1,0.033599999999978536,1.0232147654051431,3.903883198116886,116.18699994402917
014,0,0,270,293.2068,4B,4A,1,0.10050000000001091,2.3560865814409624,0.1953354334033895,1.943636153267346
014,0,0,270,293.4741,4A,1B,1,0.032399999999995543,0.3471261421545364,0.023535616478010328,0.726407915988073
014,0,0,270,295.3063,1B,PB,1,0.5969000000000051,89.15524529897539,0.008894668797094352,0.014901438762094616
014,0,0,270,297.558,PB,4B,1,0.4782000000000153,88.36182918911928,0.041501686736805855,0.08678729974237669
014,0,0,270,298.1663,4B,8A,1,0.2703999999999951,7.795409388003146,0.012639353860067287,0.04674317255942129
014,0,0,270,298.4701,8A,5B,1,0.099899999999991,0.8692593131125363,0.026984010024456904,0.2701102104550484
014,0,0,270,298.6043,5B,2B,1,0.0322999999999638,0.934543659037713,0.0053280307806924014,0.16495451333431493
014,0,0,270,298.8053,2B,5A,1,0.030900000000031014,0.4363129437859521,0.09064698170926573,2.9335592786140694
