ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
004,0,480,487.5835,PB,4B,1,0.5671999999999571,,,,
004,0,480,488.3087,4B,7B,1,0.03350000000000364,,,,
004,0,480,488.3422,7B,5B,1,0.0332000000000221,,,,
004,0,480,488.7414,5B,8B,1,0.0332000000000221,,,,
004,0,480,488.7746,8B,6A,1,0.06629999999995562,,,,
004,0,480,489.0078,6A,3B,1,0.19990000000001373,,,,
004,0,480,489.4412,3B,8B,1,0.46630000000004657,,,,
004,0,480,489.9075,8B,5A,1,0.06689999999997553,,,,
004,0,480,490.1743,5A,7B,1,0.033299999999997,,,,
004,0,480,490.2407,7B,7A,1,0.033999999999991815,,,,
004,0,480,490.4407,7A,4A,1,0.0665000000000191,,,,
004,0,480,490.6405,4A,PB,1,0.29980000000000473,,,,
004,0,480,502.9321,PB,4B,1,0.45530000000002246,,,,
004,0,480,503.3874,4B,7B,1,0.10480000000001155,,,,
004,0,480,503.6581,7B,8B,1,0.09899999999998954,,,,
004,0,480,503.7571,8B,5B,1,0.13370000000003301,,,,
004,0,480,503.8908,5B,8B,1,0.06649999999996226,,,,
004,0,480,503.9573,8B,6A,1,0.1331000000000131,,,,
004,0,480,504.2573,6A,9A,1,0.4327999999999861,,,,
004,0,480,504.6901,9A,6A,1,0.03390000000001692,,,,
004,0,480,504.8238,6A,9A,1,0.0332000000000221,,,,
004,0,480,504.8901,9A,6A,1,0.03350000000000364,,,,
004,0,480,504.9236,6A,9B,1,0.06699999999995043,,,,
004,0,480,505.29,9B,5B,1,0.10069999999996071,,,,
004,0,480,505.6901,5B,7A,1,0.0664000000000442,,,,
004,0,480,506.123,7A,4B,1,0.03350000000000364,,,,
004,0,480,506.1565,4B,2A,1,0.03300000000001546,,,,
004,0,480,506.2561,2A,4A,1,0.0332000000000221,,,,
004,0,480,506.4891,4A,1A,1,0.033999999999991815,,,,
004,0,480,506.5562,1A,PB,1,0.36520000000001573,,,,
