ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
009,0,0,240,240.029,8A,0.299900000000008,0,0.040736234211254385,,,,,
009,0,0,240,240.1621,5B,0.533299999999997,0,0.051611921711254394,,,,,
009,0,0,240,241.296,8B,0.7668000000000177,1,0.29944765812429786,,,,,
009,0,0,240,242.129,9A,0.2664000000000044,0,0.6235056092112543,,,,,
009,0,0,240,242.4285,8B,0.2000999999999919,0,0.4904825675445877,,,,,
009,0,0,240,242.7957,5B,0.066299999999984,0,0.4131422342112543,,,,,
009,0,0,240,242.995,7B,0.2997000000000014,0,0.42468677587792114,,,,,
009,0,0,240,243.4949,2A,0.3000000000000113,0,0.24859481754458773,,,,,
009,0,0,240,243.8614,5B,0.2875999999999976,0,0.33247006529233536,,,,,
009,0,0,240,245.183,2B,0.2659000000000162,0,0.40317717171125433,,,,,
009,0,0,240,245.4489,2A,0.3661999999999921,0,0.4315284387567088,,,,,
009,0,0,240,245.8479,4B,0.099899999999991,0,0.40383931754458774,,,,,
009,0,0,240,246.0478,4A,0.0999999999999943,0,0.3139374842112545,,,,,
009,0,0,240,246.2478,1B,0.2128999999999905,0,0.2208623592112543,,,,,
009,0,0,240,246.4607,1A,0.3089999999999975,0,0.19624463421125443,,,,,
009,0,0,240,246.7697,1B,0.0997000000000127,0,0.339394412782683,,,,,
009,0,0,240,247.403,1A,0.1666000000000167,0,0.35011418421125445,,,,,
009,0,0,240,247.9019,PB,3.5105999999999824,0,-0.34235926912207904,,,,,
009,0,0,240,251.7795,1A,0.132899999999978,0,-0.4480830157887457,,,,,
009,0,0,240,252.16,4A,0.1183000000000049,0,-0.19628771578874565,,,,,
009,0,0,240,252.4658,2A,0.3017999999999858,0,-0.05124510669783659,,,,,
009,0,0,240,253.1002,2B,0.5451999999999941,0,-0.07010732828874561,,,,,
009,0,0,240,253.7453,4A,0.0676000000000272,0,-0.027375265788745606,,,,,
009,0,0,240,254.0131,4B,0.1322999999999865,0,-0.24161439078874558,,,,,
009,0,0,240,254.3455,2A,0.200000000000017,0,-0.037644265788745544,,,,,
009,0,0,240,254.7784,8A,0.0670000000000072,0,0.1286954842112542,,,,,
009,0,0,240,255.212,3A,0.3662000000000205,0,-0.0012442430614729313,,,,,
009,0,0,240,255.5782,6A,0.2666999999999859,0,-0.050784890788745596,,,,,
009,0,0,240,255.8449,9A,0.0668000000000006,0,0.040324150877920927,,,,,
009,0,0,240,256.1779,3A,0.8605999999999767,0,0.10479639492554013,,,,,
009,0,0,240,257.1319,3B,0.3666000000000053,0,0.286273847847618,,,,,
009,0,0,240,257.532,3A,0.0998000000000161,0,0.15705898421125442,,,,,
009,0,0,240,257.7651,2B,0.3666000000000053,0,0.25677507512034525,,,,,
009,0,0,240,258.265,7B,0.0669000000000323,0,0.19359523421125413,,,,,
009,0,0,240,258.4651,2A,0.1659999999999968,0,-0.09896091578874575,,,,,
009,0,0,240,259.1979,4B,0.299699999999973,0,-0.02212229356652336,,,,,
009,0,0,240,259.4976,4A,0.1003000000000042,0,0.016083150877921188,,,,,
009,0,0,240,259.7654,7A,0.0652000000000043,0,0.009619734211254505,,,,,
009,0,0,240,259.8306,4B,0.1666999999999916,0,0.06728188421125428,,,,,
009,0,0,240,260.3387,7A,0.054899999999975,0,0.19032198421125424,,,,,
009,0,0,240,260.4191,1B,0.2665000000000077,0,0.21996421498048505,,,,,
009,0,0,240,261.4186,4A,0.2665999999999826,0,0.1814518592112544,,,,,
009,0,0,240,261.7184,1A,0.2999000000000364,0,0.2709948175445876,,,,,
009,0,0,240,262.6785,PB,0.2164999999999963,0,-0.30836069554081175,,,,,
009,0,0,240,268.9486,1A,0.2799999999999727,0,-0.18522351578874566,,,,,
009,0,0,240,269.2522,1B,0.0508999999999559,0,-0.06470576578874576,,,,,
009,0,0,240,269.3791,4A,0.0771000000000299,0,0.0202029842112544,,,,,
009,0,0,240,269.8485,2A,0.1326999999999998,0,0.08684798421125428,,,,,
