ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,controller_direction(pointing)_angle,duration_time_until_first fixation
038,1,1,320,320.0278,8A,0.2992999999999597,0,0.010878865933527049,0.0,7.25848916661045,3.0,0.0,,
038,1,1,320,320.7267,5B,0.0661999999999807,0,0.058356365933527,0.0,4.501633934264952,2.0,0.0,,
038,1,1,320,320.9599,8A,0.1329999999999813,0,0.11097036593352688,0.0,6.2869112398172335,3.0,0.0,,
038,1,1,320,321.6918,PB,1.3736999999999853,1,-0.31032220406647293,0.0,3.1804467365150146,0.0,0.0,,
038,1,1,320,328.5013,7A,0.051400000000001,0,-0.164893134066473,0.0,7.921815977228803,3.0,-1.0,,
038,1,1,320,328.7345,8B,0.0564999999999713,0,0.009152615933526898,0.0,6.199685946665618,3.0,0.0,,
038,1,1,320,328.8466,9A,0.1977999999999724,0,0.01921953260019371,0.0,5.971014143131704,3.0,1.0,,
038,1,1,320,333.7533,PB,0.831799999999987,0,-0.16871563406647294,0.0,3.293942528610737,0.0,0.0,,
038,1,1,320,335.0507,8B,0.0774999999999863,0,-0.008055634066473027,0.0,6.16561494790141,3.0,0.0,,
038,1,1,320,335.2355,6A,0.166499999999985,0,0.07716776593352712,0.0,4.1905713740780834,2.0,1.0,,
038,1,1,320,335.8655,7B,0.0998000000000161,0,0.11450536593352696,0.0,7.255463739499979,3.0,-1.0,,
038,1,1,320,335.9985,5B,0.066599999999994,0,0.26420648358058585,0.0,4.473248532287208,2.0,0.0,,
038,1,1,320,337.1979,8B,0.3659999999999854,1,0.37423897307638415,1.0002999999999802,5.961506961934143,3.0,0.0,,
038,1,1,320,340.9281,5B,0.3338000000000534,0,0.258458265933527,0.0,3.6679727939525266,2.0,0.0,,
038,1,1,320,341.8275,PB,1.3605000000000018,0,-0.13854358689666163,0.0,3.618663241957318,0.0,0.0,,
038,1,1,320,343.7017,9A,0.1286000000000058,0,0.08341626593352695,0.0,5.306750252030607,3.0,1.0,,
038,1,1,320,343.9939,5B,0.2001000000000203,0,0.15472519926686046,0.0,4.029866883874948,2.0,0.0,,
038,1,1,320,344.2272,5A,0.2332000000000107,0,0.11542508021924126,0.0,4.349383227041375,2.0,0.0,,
038,1,1,320,344.4942,5B,0.2997000000000298,1,0.20836755911534527,0.7339999999999798,4.049465716085157,2.0,0.0,,
038,1,1,320,346.5937,7B,0.3654999999999972,0,0.11178213866079978,0.0,6.914052303338256,3.0,-1.0,,
038,1,1,320,347.3582,PB,1.882200000000012,0,-0.2695796205529595,0.0,3.219111701859793,0.0,0.0,,
