ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
005,E,30,34.37403,PB,5B,1,0.2899400000000014,,,,
005,E,30,34.66397,5B,8B,1,0.09922000000000253,,,,
005,E,30,34.79733,8B,9A,1,0.09978999999999871,,,,
005,E,30,34.92964,9A,6A,1,0.03311000000000064,,,,
005,E,30,35.09641,6A,9A,1,0.032809999999997785,,,,
005,E,30,35.16277,9A,6A,1,0.0339699999999965,,,,
005,E,30,35.22962,6A,9A,1,0.033240000000006376,,,,
005,E,30,35.3647,9A,8B,1,0.29852000000000345,,,,
005,E,30,36.02939,8B,5B,1,0.033720000000002415,,,,
005,E,30,36.69594,5B,5A,1,0.032910000000001105,,,,
005,E,30,37.02902,5A,2B,1,0.033389999999997144,,,,
005,E,30,37.06241,2B,5A,1,0.03323999999999927,,,,
005,E,30,37.42884,5A,PB,1,0.532199999999996,,,,
005,E,30,38.97203,PB,1B,1,0.33341000000000065,,,,
005,E,30,39.30544,1B,4A,1,0.06687000000000154,,,,
005,E,30,39.92834,4A,4B,1,0.06596000000000402,,,,
005,E,30,44.59286,4B,2A,1,0.033200000000000784,,,,
005,E,30,44.62606,2A,8A,1,0.032869999999995514,,,,
005,E,30,44.7931,8A,5B,1,0.03325999999999851,,,,
005,E,30,44.85978,5B,8A,1,0.032759999999996126,,,,
005,E,30,44.92686,8A,5B,1,0.03240000000000265,,,,
005,E,30,45.05901,5B,6A,1,0.1666099999999986,,,,
005,E,30,45.459,6A,9A,1,0.0328400000000002,,,,
005,E,30,45.49184,9A,6A,1,0.033519999999995775,,,,
005,E,30,45.59159,6A,PB,1,0.5993000000000066,,,,
005,E,30,48.80219,PB,2B,1,0.3099799999999959,,,,
005,E,30,49.11217,2B,8A,1,0.024790000000002976,,,,
005,E,30,49.13696,8A,5B,1,0.03224999999999767,,,,
005,E,30,49.20317,5B,9A,1,0.06575999999999738,,,,
005,E,30,49.26893,9A,6A,1,0.03337000000000501,,,,
005,E,30,49.40194,6A,3A,1,0.03352999999999895,,,,
005,E,30,49.63561,3A,6A,1,0.033099999999997465,,,,
005,E,30,49.70203,6A,9A,1,0.03322000000000003,,,,
005,E,30,49.93509,9A,9B,1,0.03340000000000032,,,,
005,E,30,50.23529,9B,6A,1,0.0326999999999984,,,,
005,E,30,50.6017,6A,9A,1,0.03320999999999685,,,,
005,E,30,50.76844,9A,6A,1,0.03334000000000259,,,,
005,E,30,50.80178,6A,7B,1,0.33315999999999946,,,,
005,E,30,51.13494,7B,7A,1,0.2334600000000009,,,,
005,E,30,51.3684,7A,1A,1,0.532829999999997,,,,
005,E,30,52.0019,1A,1B,1,0.03258999999999901,,,,
005,E,30,52.03449,1B,1A,1,0.033149999999999125,,,,
005,E,30,52.66777,1A,1B,1,0.06665000000000276,,,,
005,E,30,52.82159,1B,1A,1,0.04630000000000223,,,,
005,E,30,56.05317,1A,PB,1,0.36833999999999634,,,,
