ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
005,E,600,600.7252,5B,0.1000999999999976,,,,
005,E,600,601.525,8B,0.3664999999999736,,,,
005,E,600,602.0248,5B,0.2000000000000454,,,,
005,E,600,602.2249,5A,0.0327999999999519,,,,
005,E,600,604.6578,PB,1.99249999999995,,,,
005,E,600,605.1234,2A,0.0278000000000702,,,,
005,E,600,605.1782,4B,0.0270000000000436,,,,
005,E,600,605.2366,2A,0.0625,,,,
005,E,600,605.2955,7B,0.0281000000001085,,,,
005,E,600,605.5236,2B,0.0334000000000287,,,,
005,E,600,605.6896,5A,0.1661000000000285,,,,
005,E,600,605.79,2B,0.1002999999999474,,,,
005,E,600,605.8234,8A,0.0335999999999785,,,,
005,E,600,606.3564,5B,0.5328000000000657,,,,
005,E,600,606.8562,8B,0.2667000000000143,,,,
005,E,600,607.2555,9A,0.0331999999999652,,,,
005,E,600,607.7555,6A,0.4062000000000125,,,,
005,E,600,607.7949,3A,0.0535999999999603,,,,
005,E,600,607.975,6A,0.1539000000000214,,,,
005,E,600,608.0583,9A,0.086999999999989,,,,
005,E,600,608.0894,8B,0.0332000000000789,,,,
005,E,600,608.1226,2B,0.0331999999999652,,,,
005,E,600,608.5215,4A,0.0661999999999807,,,,
005,E,600,613.5013,PB,1.1511999999999034,,,,
005,E,600,614.1088,2A,0.1446000000000822,,,,
005,E,600,614.6102,5A,0.1660999999999148,,,,
005,E,600,614.8419,5B,0.1995999999999185,,,,
005,E,600,614.8752,8A,0.0342000000000553,,,,
005,E,600,615.2422,5B,0.3663000000000238,,,,
005,E,600,615.5087,2B,0.0999000000000478,,,,
005,E,600,615.7078,5A,0.1666000000000167,,,,
005,E,600,615.7414,2B,0.0327999999999519,,,,
005,E,600,615.7742,5A,0.0334000000000287,,,,
005,E,600,615.9746,2B,0.0660000000000309,,,,
005,E,600,616.0743,5A,0.1007999999999356,,,,
005,E,600,616.2747,8A,0.1990000000000691,,,,
005,E,600,616.5411,5B,0.2668999999999641,,,,
005,E,600,616.8082,9A,0.1666999999999916,,,,
005,E,600,617.4066,6A,0.1336000000000012,,,,
005,E,600,617.6064,6B,0.2001999999999952,,,,
005,E,600,618.2061,3B,0.3662000000000489,,,,
005,E,600,618.4727,3A,0.1664999999999281,,,,
005,E,600,618.639,6A,0.0339000000000169,,,,
005,E,600,618.8729,5B,0.2332000000000107,,,,
005,E,600,619.073,2B,0.1998999999999569,,,,
005,E,600,619.106,8A,0.0331999999999652,,,,
005,E,600,619.1392,5A,0.0335000000000036,,,,
005,E,600,619.1727,8A,0.0334000000000287,,,,
005,E,600,619.2061,5A,0.0331999999999652,,,,
005,E,600,619.3063,8A,0.0999000000000478,,,,
005,E,600,620.572,4A,0.232900000000086,,,,
005,E,600,620.7385,4B,0.1669999999999163,,,,
005,E,600,620.9717,7A,0.1669000000000551,,,,
005,E,600,621.338,7B,0.033800000000042,,,,
005,E,600,622.6046,5B,0.4664999999999963,,,,
005,E,600,622.6377,2B,0.0335000000000036,,,,
005,E,600,622.6712,5B,0.0333000000000538,,,,
005,E,600,622.7045,2B,0.033399999999915,,,,
005,E,600,623.2707,8A,0.3328000000000202,,,,
005,E,600,624.7034,5B,0.2013000000000602,,,,
005,E,600,625.1372,2B,0.0330999999999903,,,,
005,E,600,625.2708,5B,0.1336999999999761,,,,
005,E,600,626.5367,8B,0.1333000000000765,,,,
005,E,600,626.7705,5B,0.0339000000000169,,,,
005,E,600,629.9371,8B,0.9995999999999868,,,,
005,E,600,629.9688,5B,0.0,,,,
