ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
003,C,360,360.9056,PB,1.6362000000000307,,,,
003,C,360,361.3691,2A,0.1598999999999932,,,,
003,C,360,363.9904,PB,1.8725000000000025,,,,
003,C,360,364.74,2B,0.2332999999999856,,,,
003,C,360,364.7732,5A,0.0336000000000353,,,,
003,C,360,365.0071,8A,0.0328000000000088,,,,
003,C,360,369.7977,PB,4.386700000000019,,,,
003,C,360,370.3593,2A,0.0329999999999586,,,,
003,C,360,370.8268,2B,0.0332000000000221,,,,
003,C,360,371.0928,5B,0.0335000000000036,,,,
003,C,360,375.4612,PB,3.9954999999999927,,,,
003,C,360,376.1024,2B,0.0991000000000212,,,,
003,C,360,376.536,5B,0.0330000000000154,,,,
003,C,360,376.9024,8B,0.1994000000000255,,,,
003,C,360,376.9354,5B,0.0330999999999903,,,,
003,C,360,376.9685,7B,0.033299999999997,,,,
003,C,360,377.3022,4B,0.3333999999999832,,,,
003,C,360,377.4357,7B,0.0328000000000088,,,,
003,C,360,379.0013,7A,0.5993000000000279,,,,
003,C,360,379.3679,7B,0.3673000000000002,,,,
003,C,360,380.501,7A,0.9325000000000044,,,,
003,C,360,381.0339,7B,0.5335999999999785,,,,
003,C,360,381.9431,7A,0.3978999999999928,,,,
003,C,360,382.5765,7B,0.5654999999999859,,,,
003,C,360,384.3786,PB,0.9961000000000126,,,,
003,C,360,384.8865,2A,0.0330000000000154,,,,
003,C,360,385.1196,7B,0.0334000000000287,,,,
003,C,360,386.153,7A,0.4996999999999616,,,,
003,C,360,388.7667,PB,2.1527999999999565,,,,
003,C,360,389.3956,2B,0.2447999999999979,,,,
003,C,360,389.429,5B,0.0333000000000538,,,,
003,C,360,389.7615,8B,0.098700000000008,,,,
003,C,360,389.9284,7A,0.0331999999999652,,,,
