ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
020,E,540,540.1512,4B,0.4003999999999905,,,,
020,E,540,540.451,7A,0.3000000000000682,,,,
020,E,540,540.651,5B,0.1689000000000078,,,,
020,E,540,540.6865,8B,0.0318999999999505,,,,
020,E,540,540.8185,5B,0.1343000000000529,,,,
020,E,540,540.9179,6A,0.0653999999999541,,,,
020,E,540,540.9516,9B,0.0333000000000538,,,,
020,E,540,541.018,6A,0.0668999999999186,,,,
020,E,540,541.0845,9B,0.0658000000000811,,,,
020,E,540,541.1176,6A,0.0341999999999416,,,,
020,E,540,541.2522,9B,0.1327999999999747,,,,
020,E,540,541.3179,5B,0.033800000000042,,,,
020,E,540,543.0283,PB,0.7305999999999813,,,,
020,E,540,544.0507,8B,0.0327999999999519,,,,
020,E,540,544.1506,5B,0.1002000000000862,,,,
020,E,540,544.25,8B,0.1000999999999976,,,,
020,E,540,544.7164,5B,0.466199999999958,,,,
020,E,540,544.9498,8A,0.2332999999999856,,,,
020,E,540,545.0171,5B,0.0332999999999401,,,,
020,E,540,545.0836,8A,0.0335000000000036,,,,
020,E,540,545.1171,5B,0.033399999999915,,,,
020,E,540,545.2171,8A,0.0327000000000907,,,,
020,E,540,545.2498,5B,0.0339999999999918,,,,
020,E,540,545.3836,8A,0.1331000000000131,,,,
020,E,540,545.5165,5B,0.1330999999998994,,,,
020,E,540,545.5827,8A,0.0656999999999925,,,,
020,E,540,545.6157,5B,0.0335000000000036,,,,
020,E,540,545.8491,8A,0.2327999999999974,,,,
020,E,540,545.882,5B,0.033800000000042,,,,
020,E,540,546.0834,8A,0.0343000000000301,,,,
020,E,540,546.1177,5B,0.0325000000000272,,,,
020,E,540,546.183,8A,0.0663999999999305,,,,
020,E,540,546.5162,5B,0.3333999999999832,,,,
020,E,540,546.616,8A,0.0991999999999961,,,,
020,E,540,546.6492,5B,0.0330000000000154,,,,
020,E,540,546.7151,8A,0.0661999999999807,,,,
020,E,540,547.4813,7A,0.0331999999999652,,,,
020,E,540,548.114,1A,0.099700000000098,,,,
020,E,540,550.1308,PB,0.9728000000000064,,,,
020,E,540,550.5255,1A,0.0235000000000127,,,,
020,E,540,550.79,1B,0.2617000000000189,,,,
020,E,540,550.9121,7B,0.032100000000014,,,,
020,E,540,551.8352,5A,0.29950000000008,,,,
020,E,540,551.8685,8A,0.0331999999999652,,,,
020,E,540,551.9348,6A,0.0335000000000036,,,,
020,E,540,552.035,9A,0.0997999999999592,,,,
020,E,540,552.1351,6A,0.0335000000000036,,,,
020,E,540,552.3022,9A,0.1665000000000418,,,,
020,E,540,552.4677,3B,0.0331999999999652,,,,
020,E,540,557.277,1B,0.2176999999999225,,,,
020,E,540,557.7435,2B,0.033399999999915,,,,
020,E,540,558.0438,5A,0.0332999999999401,,,,
020,E,540,558.1106,7B,0.0667000000000825,,,,
020,E,540,558.2115,2B,0.0321999999999889,,,,
020,E,540,559.4763,7B,0.0335000000000036,,,,
020,E,540,563.5006,PB,1.245999999999981,,,,
020,E,540,564.0328,4A,0.2364000000000032,,,,
020,E,540,564.0614,4B,0.0241999999999507,,,,
020,E,540,564.8091,5A,0.7269999999999754,,,,
020,E,540,564.8419,8B,0.0331999999999652,,,,
020,E,540,565.0084,6A,0.033399999999915,,,,
020,E,540,565.4753,9B,0.0330000000000154,,,,
020,E,540,565.5083,6A,0.0337000000000671,,,,
020,E,540,565.6412,6B,0.0337999999999283,,,,
020,E,540,568.1116,3B,0.2232999999999947,,,,
020,E,540,568.3851,6A,0.1844999999999572,,,,
020,E,540,568.7498,5B,0.2988000000000284,,,,
020,E,540,568.7834,5A,0.033399999999915,,,,
020,E,540,569.1167,7B,0.066599999999994,,,,
020,E,540,569.5174,5B,0.365699999999947,,,,
