ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
003,1,1,360,360.9056,PB,2A,1,0.329400000000021,51.21961950111663,,
003,1,1,360,361.3691,2A,PB,1,0.77049999999997,69.87985310503936,,
003,1,1,360,363.9904,PB,2B,1,0.5494999999999663,61.53620548884872,,
003,1,1,360,364.74,2B,PB,1,0.6986999999999739,81.41337817783025,,
003,1,1,360,369.7977,PB,2B,1,0.5945999999999572,59.30351261900134,,
003,1,1,360,370.7266,2B,PB,1,0.7644999999999982,87.87219737344695,,
003,1,1,360,375.4612,PB,2B,1,0.5754999999999768,75.10991286705756,,
003,1,1,360,376.1024,2B,5B,1,0.03340000000002874,0.9613425300003939,,
003,1,1,360,376.4686,5B,8B,1,0.10040000000003602,0.7633351796362184,,
003,1,1,360,376.9024,8B,4B,1,0.09940000000000282,4.475212656156881,,
003,1,1,360,377.3022,4B,7A,1,0.2995999999999981,1.1695752548272402,,
003,1,1,360,379.0013,7A,7B,1,0.03309999999999036,0.39695191910488603,,
003,1,1,360,379.3679,7B,7A,1,0.033799999999985175,0.40997269527478863,,
003,1,1,360,380.501,7A,7B,1,0.03290000000004056,0.12007728998451483,,
003,1,1,360,381.0339,7B,7A,1,0.033599999999978536,0.14482595524027175,,
003,1,1,360,381.9431,7A,7B,1,0.10050000000001091,0.41747934533309206,,
003,1,1,360,382.5765,7B,PB,1,0.831799999999987,67.84826838686841,,
003,1,1,360,386.153,7A,PB,1,0.4870999999999981,65.1618110382338,,
003,1,1,360,388.7667,PB,2B,1,0.41749999999996135,66.68539364893304,,
003,1,1,360,389.3956,2B,8B,1,0.3007000000000062,2.742401116841908,,
003,1,1,360,389.7615,8B,7A,1,0.06720000000001392,6.389595177106202,,
