ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
003,C,150,151.9218,PB,2B,1,0.5229000000000212,,,,
003,C,150,152.6453,2B,5A,1,0.06680000000000064,,,,
003,C,150,153.1117,5A,2A,1,0.03340000000000032,,,,
003,C,150,153.6108,2A,PB,1,0.3318999999999903,,,,
003,C,150,154.8668,PB,2A,1,0.3762999999999863,,,,
003,C,150,155.4106,2A,2B,1,0.03350000000000364,,,,
003,C,150,155.4441,2B,5B,1,0.0327000000000055,,,,
003,C,150,155.8771,5B,9A,1,0.36659999999997694,,,,
003,C,150,156.2437,9A,5B,1,0.13330000000001974,,,,
003,C,150,156.377,5B,8A,1,0.0327999999999804,,,,
003,C,150,156.6438,8A,PB,1,0.5977000000000032,,,,
003,C,150,158.6196,PB,2B,1,0.6442000000000121,,,,
003,C,150,159.4315,2B,5B,1,0.03260000000000218,,,,
003,C,150,159.4641,5B,8B,1,0.033299999999997,,,,
003,C,150,159.5308,8B,2B,1,0.2663000000000011,,,,
003,C,150,160.2967,2B,5A,1,0.03350000000000364,,,,
003,C,150,160.3302,5A,2A,1,0.06660000000002242,,,,
003,C,150,161.4961,2A,5B,1,0.2669999999999959,,,,
003,C,150,161.7631,5B,4B,1,0.26619999999999777,,,,
003,C,150,162.3626,4B,7A,1,0.0332000000000221,,,,
003,C,150,163.1951,7A,4B,1,0.1676999999999964,,,,
003,C,150,163.3628,4B,7A,1,0.06560000000001764,,,,
003,C,150,163.4284,7A,4B,1,0.033899999999988495,,,,
003,C,150,163.4623,4B,PB,1,0.43209999999999127,,,,
003,C,150,165.4937,PB,1B,1,0.2668000000000177,,,,
003,C,150,166.0273,1B,2A,1,0.07150000000001455,,,,
003,C,150,166.5942,2A,2B,1,0.099899999999991,,,,
003,C,150,167.0943,2B,2A,1,0.03289999999998372,,,,
003,C,150,167.3934,2A,PB,1,0.4654999999999916,,,,
003,C,150,169.416,PB,2A,1,0.37630000000001473,,,,
003,C,150,171.4915,2A,7B,1,0.10030000000000427,,,,
003,C,150,175.7462,7B,4B,1,0.03300000000001546,,,,
003,C,150,175.7792,4B,1B,1,0.03319999999999368,,,,
003,C,150,176.6461,1B,4B,1,0.03300000000001546,,,,
003,C,150,176.6791,4B,2A,1,0.03299999999998704,,,,
003,C,150,176.7121,2A,5B,1,0.13390000000001123,,,,
003,C,150,176.846,5B,2B,1,0.03340000000000032,,,,
003,C,150,177.0793,2B,5A,1,0.06690000000000396,,,,
003,C,150,177.7116,5A,6A,1,0.5662000000000091,,,,
003,C,150,178.5778,6A,9B,1,0.03290000000001214,,,,
003,C,150,178.7773,9B,6A,1,0.034300000000001774,,,,
003,C,150,178.8116,6A,9A,1,0.0327000000000055,,,,
003,C,150,179.0451,9A,2B,1,0.1664000000000101,,,,
003,C,150,179.2115,2B,1B,1,0.2324999999999875,,,,
