ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
038,E,600,600.4766,8A,5B,1,0.026900000000068758,,,,
038,E,600,601.0159,5B,7B,1,0.10030000000006112,,,,
038,E,600,601.5157,7B,7A,1,0.03300000000001546,,,,
038,E,600,602.7147,7A,5A,1,0.03350000000000364,,,,
038,E,600,603.0147,5A,8B,1,0.03260000000000218,,,,
038,E,600,603.0473,8B,9A,1,0.06850000000008549,,,,
038,E,600,603.6137,9A,5B,1,0.10030000000006112,,,,
038,E,600,603.8141,5B,8B,1,0.033599999999978536,,,,
038,E,600,603.9138,8B,5B,1,0.26699999999993906,,,,
038,E,600,604.2143,5B,8A,1,0.03340000000002874,,,,
038,E,600,604.2477,8A,7B,1,0.03309999999999036,,,,
038,E,600,604.7131,7B,9A,1,2.3986999999999625,,,,
038,E,600,607.3117,9A,8B,1,0.066599999999994,,,,
038,E,600,607.4788,8B,5B,1,0.03290000000004056,,,,
038,E,600,607.5786,5B,8B,1,0.035799999999994725,,,,
038,E,600,610.8778,8B,6A,1,0.36580000000003565,,,,
038,E,600,611.3434,6A,9B,1,0.03480000000001837,,,,
038,E,600,611.3782,9B,6B,1,0.0988999999999578,,,,
038,E,600,611.5101,6B,8B,1,0.2014000000000351,,,,
038,E,600,612.4763,8B,6A,1,0.09969999999998436,,,,
038,E,600,612.7092,6A,7A,1,0.16669999999999163,,,,
038,E,600,614.0418,7A,PB,1,0.499300000000062,,,,
038,E,600,614.7747,PB,4B,1,0.34359999999992397,,,,
038,E,600,615.1183,4B,5A,1,0.08080000000006748,,,,
038,E,600,615.1991,5A,5B,1,0.026099999999928514,,,,
038,E,600,615.4733,5B,5A,1,0.026799999999980173,,,,
038,E,600,615.532,5A,5B,1,0.0990999999999076,,,,
038,E,600,615.6311,5B,9A,1,0.06680000000005748,,,,
038,E,600,615.6979,9A,6A,1,0.03309999999999036,,,,
038,E,600,615.731,6A,9A,1,0.034300000000030195,,,,
038,E,600,615.9633,9A,6A,1,0.033699999999953434,,,,
038,E,600,616.0643,6A,7B,1,1.6656000000000404,,,,
038,E,600,617.9298,7B,7A,1,0.03350000000000364,,,,
038,E,600,617.9633,7A,4B,1,0.032199999999988904,,,,
038,E,600,618.1953,4B,7A,1,0.06780000000003383,,,,
038,E,600,618.2631,7A,7B,1,0.6657999999999902,,,,
038,E,600,619.0949,7B,9A,1,0.8662999999999101,,,,
038,E,600,620.228,9A,7A,1,0.9333000000000311,,,,
038,E,600,621.2276,7A,4A,1,0.3328999999999951,,,,
038,E,600,621.8604,4A,4B,1,0.03319999999996526,,,,
038,E,600,621.8936,4B,4A,1,0.33320000000003347,,,,
038,E,600,624.4597,4A,2B,1,0.06690000000003238,,,,
038,E,600,624.8929,2B,5B,1,0.033299999999940155,,,,
038,E,600,625.1597,5B,4A,1,0.1333999999999378,,,,
038,E,600,626.0255,4A,9A,1,0.33379999999999654,,,,
038,E,600,626.4254,9A,6B,1,0.13330000000007658,,,,
038,E,600,626.5587,6B,9A,1,0.266399999999976,,,,
038,E,600,627.0256,9A,5B,1,0.06639999999993051,,,,
038,E,600,627.2925,5B,7B,1,0.29970000000002983,,,,
