ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
026,C,480,480.0022,7A,4A,1,0.033799999999985175,,,,
026,C,480,480.036,4A,1A,1,1.054899999999975,,,,
026,C,480,481.1166,1A,4A,1,0.05360000000001719,,,,
026,C,480,481.4185,4A,4B,1,0.024999999999977263,,,,
026,C,480,481.6781,4B,4A,1,0.6331000000000131,,,,
026,C,480,482.4791,4A,4B,1,0.032199999999988904,,,,
026,C,480,482.5779,4B,7A,1,0.033599999999978536,,,,
026,C,480,482.6444,7A,4B,1,0.03350000000000364,,,,
026,C,480,482.6779,4B,7A,1,0.033599999999978536,,,,
026,C,480,482.9109,7A,7B,1,0.03319999999996526,,,,
026,C,480,482.9441,7B,5A,1,0.033799999999985175,,,,
026,C,480,482.9779,5A,8A,1,0.03290000000004056,,,,
026,C,480,483.0444,8A,5A,1,0.03370000000001028,,,,
026,C,480,483.1129,5A,8A,1,0.031199999999955708,,,,
026,C,480,483.1441,8A,5B,1,0.06670000000002574,,,,
026,C,480,483.2108,5B,9A,1,0.033299999999997,,,,
026,C,480,483.2441,9A,6A,1,0.2336999999999989,,,,
026,C,480,484.7435,6A,4A,1,0.2995000000000232,,,,
026,C,480,485.21,4A,6A,1,0.4666000000000281,,,,
026,C,480,485.6766,6A,9B,1,0.0666999999999689,,,,
026,C,480,485.8429,9B,6A,1,0.0332000000000221,,,,
026,C,480,486.8764,6A,PB,1,0.46460000000001855,,,,
026,C,480,497.952,PB,5A,1,0.6283999999999992,,,,
026,C,480,498.5804,5A,2B,1,0.028500000000008185,,,,
026,C,480,498.8267,2B,6A,1,0.3324000000000069,,,,
026,C,480,499.3598,6A,6B,1,0.03269999999997708,,,,
026,C,480,499.4591,6B,6A,1,0.16650000000004184,,,,
026,C,480,499.759,6A,9A,1,0.03319999999996526,,,,
026,C,480,499.8593,9A,5B,1,0.0666999999999689,,,,
026,C,480,499.926,5B,8A,1,0.10040000000003602,,,,
026,C,480,500.0925,8A,5A,1,0.03400000000004866,,,,
026,C,480,500.1265,5A,7A,1,0.06619999999998072,,,,
026,C,480,500.3925,7A,4B,1,0.03300000000001546,,,,
026,C,480,500.7587,4B,9A,1,0.30000000000001137,,,,
026,C,480,501.1249,9A,6A,1,0.033499999999946795,,,,
026,C,480,505.1241,6A,7A,1,0.2662000000000262,,,,
026,C,480,505.5233,7A,4B,1,0.0332000000000221,,,,
026,C,480,505.5565,4B,1B,1,0.199799999999982,,,,
026,C,480,505.9229,1B,1A,1,0.06709999999998217,,,,
026,C,480,506.4559,1A,4A,1,0.16700000000003,,,,
026,C,480,506.6229,4A,6A,1,0.39999999999997726,,,,
026,C,480,508.0224,6A,5B,1,0.2669999999999959,,,,
026,C,480,508.389,5B,PB,1,0.43189999999998463,,,,
