ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption
004,0,360,361.4871,7A,3.097899999999981,1,0.21191216363837853,,
004,0,360,361.752,4A,0.1336000000000012,0,0.32237886840028324,,
004,0,360,365.148,PB,2.8520000000000323,0,-0.09209574599703808,,
004,0,360,365.5609,1A,0.066599999999994,0,-0.12589460302828806,,
004,0,360,365.861,5A,0.0334000000000287,0,-0.029582203028287957,,
004,0,360,365.9283,8B,0.0329000000000405,0,0.10509879697171165,,
004,0,360,366.1368,5B,0.0284000000000332,0,-0.12425570302828781,,
004,0,360,366.646,6A,0.4560000000000173,0,0.05497916539276454,,
004,0,360,367.4937,3A,0.0332000000000221,0,0.12266004697171198,,
004,0,360,367.76,6A,0.2665999999999826,0,0.017155984471711877,,
004,0,360,369.4602,3A,1.7001999999999953,0,0.3492292675599472,,
004,0,360,369.7268,6A,0.2674999999999841,0,0.46245323447171194,,
004,0,360,370.2263,5A,0.3001999999999611,0,0.48199207474948963,,
004,0,360,370.4926,7B,0.2661000000000513,0,0.402442421971712,,
004,0,360,370.5264,7A,0.0336999999999534,0,0.26814679697171173,,
004,0,360,371.3254,1A,0.3994999999999891,0,0.32451342197171185,,
004,0,360,371.4256,1B,0.0333000000000538,0,0.26491179697171163,,
004,0,360,382.5465,PB,2.5354000000000383,1,-0.2988858764460096,,
004,0,360,383.0564,5A,0.0325000000000272,0,-0.17346520302828816,,
004,0,360,383.3554,5B,0.2669999999999959,0,-0.218090703028288,,
004,0,360,383.3891,8B,0.0332000000000221,0,-0.14445820302828816,,
004,0,360,384.1546,6A,0.7327999999999975,0,-0.1170889303010154,,
004,0,360,384.1884,6B,0.032100000000014,0,0.07418479697171176,,
004,0,360,384.254,9B,0.0661999999999807,0,0.04794729697171185,,
004,0,360,384.4193,6B,0.1666000000000167,0,0.09715079697171203,,
004,0,360,384.4533,9B,0.0342999999999733,0,0.09994929697171173,,
004,0,360,384.52,6B,0.0658999999999991,0,0.026234046971712055,,
004,0,360,384.6194,6A,0.0658999999999991,0,0.040539046971711956,,
004,0,360,384.7199,9A,0.0993000000000279,0,0.0821219636383786,,
004,0,360,384.7529,6A,0.0337999999999851,0,0.11019529697171171,,
004,0,360,384.7867,9A,0.0334000000000287,0,0.11265179697171179,,
004,0,360,384.8201,6A,0.032699999999977,0,0.1817592969717119,,
004,0,360,385.2196,8B,0.1666999999999916,0,0.2353786969717119,,
004,0,360,385.5202,2B,0.0664000000000442,0,0.341569096971712,,
004,0,360,385.5547,7B,0.0317999999999756,0,0.29735229697171195,,
004,0,360,389.2312,PB,3.338700000000017,0,-0.04749132716621909,,
004,0,360,389.7516,4B,0.1628000000000042,0,-0.16598080302828802,,
004,0,360,389.7855,2A,0.034400000000005,0,-0.09297520302828821,,
004,0,360,389.8199,4B,0.0313999999999623,0,-0.1272617030282881,,
004,0,360,389.8513,2A,0.0334000000000287,0,-0.1821707030282882,,
004,0,360,389.9856,8B,0.0996000000000094,0,0.1386072969717118,,
