ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,controller_direction(pointing)_angle,duration_time_until_first fixation
016,0,1,200,200.0045,PB,5.086800000000011,0,-0.11119514178019009,0.0,2.580282103088675,0.0,0.0,,
016,0,1,200,201.5137,2A,0.2338000000000022,0,0.028385590362667017,0.0,3.0918103719997525,1.0,0.0,,
016,0,1,200,201.7802,2B,0.2666999999999859,0,0.09203622429123842,0.0,2.8828440739495926,1.0,0.0,,
016,0,1,200,202.0469,5A,0.200000000000017,0,0.15443741179123846,0.0,4.832515092416404,2.0,0.0,,
016,0,1,200,202.2469,2A,3.099099999999993,1,0.24136759727510948,2.2674000000000065,3.265254526204628,1.0,0.0,,
016,0,1,200,205.3793,4B,0.5331999999999937,0,0.2993422867912385,0.0,5.6035865895734975,2.0,-1.0,,
016,0,1,200,205.9125,2A,1.397099999999995,0,0.3403223403626671,0.8000000000000103,3.174214773300215,1.0,0.0,,
016,0,1,200,207.6423,PB,1.8067000000000064,1,-0.03746488514362743,0.0,2.0020178718633646,0.0,0.0,,
016,0,1,200,221.6711,4A,0.0880999999999971,0,0.10877616179123845,0.0,6.016897410643362,2.0,-1.0,,
016,0,1,200,221.8295,4B,0.1956000000000131,0,0.16301541179123843,0.0,5.541168199560898,2.0,-1.0,,
016,0,1,200,222.0922,7B,0.3331000000000017,0,0.1821293117912385,0.0,7.110585880955414,3.0,-1.0,,
016,0,1,200,222.6911,PB,12.5959,0,-0.10886374875189253,0.0,1.848166795403007,0.0,0.0,,
