ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
024,E,210,211.3622,PB,4B,1,0.24660000000000082,,,,
024,E,210,211.885,4B,2A,1,0.033299999999997,,,,
024,E,210,211.9183,2A,5B,1,0.03370000000001028,,,,
024,E,210,211.952,5B,8A,1,0.03290000000001214,,,,
024,E,210,212.0181,8A,5B,1,0.03309999999999036,,,,
024,E,210,212.2524,5B,8A,1,0.03260000000000218,,,,
024,E,210,212.285,8A,5B,1,0.03300000000001546,,,,
024,E,210,212.3846,5B,2B,1,0.03340000000000032,,,,
024,E,210,212.418,2B,2A,1,0.033899999999988495,,,,
024,E,210,212.4519,2A,1B,1,0.0327000000000055,,,,
024,E,210,212.4846,1B,PB,1,0.3324000000000069,,,,
024,E,210,213.1953,PB,7B,1,0.33549999999999613,,,,
024,E,210,213.5308,7B,5A,1,0.04419999999998936,,,,
024,E,210,213.851,5A,2B,1,0.09999999999999432,,,,
024,E,210,213.9842,2B,8A,1,0.03350000000000364,,,,
024,E,210,214.0177,8A,2B,1,0.0332000000000221,,,,
024,E,210,214.2173,2B,8A,1,0.03360000000000696,,,,
024,E,210,214.2841,8A,5B,1,0.03310000000001878,,,,
024,E,210,214.3508,5B,2B,1,0.0665000000000191,,,,
024,E,210,214.4173,2B,6A,1,0.39999999999997726,,,,
024,E,210,215.2837,6A,PB,1,0.7656999999999812,,,,
024,E,210,219.2366,PB,4B,1,0.20069999999998345,,,,
024,E,210,219.5371,4B,7A,1,0.033699999999981856,,,,
024,E,210,219.604,7A,2A,1,0.07859999999999445,,,,
024,E,210,219.6826,2A,2B,1,0.022499999999979536,,,,
024,E,210,219.796,2B,5B,1,0.021000000000015007,,,,
024,E,210,219.817,5B,2B,1,0.0257000000000005,,,,
024,E,210,220.0361,2B,8B,1,0.049000000000006594,,,,
024,E,210,220.1578,8B,9A,1,0.22369999999997958,,,,
024,E,210,220.5145,9A,8B,1,0.1331000000000131,,,,
024,E,210,223.5802,8B,PB,1,0.598700000000008,,,,
024,E,210,224.9127,PB,7B,1,0.20019999999999527,,,,
024,E,210,225.6684,7B,5B,1,0.0332000000000221,,,,
024,E,210,225.7016,5B,9B,1,0.09949999999997772,,,,
024,E,210,226.434,9B,6A,1,0.2004000000000019,,,,
024,E,210,227.0014,6A,7B,1,0.4660000000000082,,,,
024,E,210,227.6023,7B,2A,1,0.032199999999988904,,,,
024,E,210,227.6345,2A,4A,1,0.36580000000000723,,,,
024,E,210,228.2004,4A,1B,1,0.06639999999998736,,,,
024,E,210,228.2668,1B,1A,1,0.2331000000000074,,,,
024,E,210,228.4999,1A,PB,1,0.26609999999999445,,,,
024,E,210,230.3791,PB,4A,1,0.21999999999999886,,,,
024,E,210,230.7108,4A,8A,1,0.15500000000000114,,,,
024,E,210,230.9324,8A,5B,1,0.03340000000000032,,,,
024,E,210,231.2655,5B,8A,1,0.03299999999998704,,,,
024,E,210,231.2985,8A,2B,1,0.03350000000000364,,,,
024,E,210,231.332,2B,8A,1,0.033299999999997,,,,
024,E,210,231.3653,8A,2B,1,0.03370000000001028,,,,
024,E,210,231.4657,2B,8A,1,0.033299999999997,,,,
024,E,210,231.5324,8A,2B,1,0.03300000000001546,,,,
024,E,210,231.5654,2B,8A,1,0.033299999999997,,,,
024,E,210,231.5987,8A,2B,1,0.03319999999999368,,,,
024,E,210,231.6319,2B,8A,1,0.034199999999998454,,,,
024,E,210,231.6991,8A,5B,1,0.03310000000001878,,,,
024,E,210,232.132,5B,8B,1,0.066599999999994,,,,
024,E,210,232.1986,8B,8A,1,0.03309999999999036,,,,
024,E,210,232.3984,8A,2B,1,0.03350000000000364,,,,
024,E,210,232.4319,2B,8A,1,0.03299999999998704,,,,
024,E,210,232.4649,8A,2B,1,0.03319999999999368,,,,
024,E,210,232.5316,2B,PB,1,0.3994000000000142,,,,
024,E,210,234.1308,PB,2A,1,2.944999999999993,,,,
024,E,210,237.2859,2A,5A,1,0.6991999999999905,,,,
024,E,210,238.0848,5A,2A,1,0.034199999999998454,,,,
024,E,210,238.7177,2A,5A,1,0.033699999999981856,,,,
024,E,210,238.7514,5A,2A,1,0.03360000000000696,,,,
024,E,210,238.785,2A,5A,1,0.03309999999999036,,,,
