ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,active_disruption,passive_disruption,duration_time_until_first_fixation
005,1,0,90,90.02802,2B,0.8004900000000106,0,-0.1832001654179811,0.0,3.3973416889923747,1.0,0.0,0,0,0.028019999999997935
005,1,0,90,90.36252,5B,0.3990000000000009,0,-0.08626189875131446,0.0,5.057435647278877,2.0,0.0,1,0,0.3625200000000035
005,1,0,90,91.12737,5A,0.0667700000000053,0,-0.046940065417981125,0.0,5.407271728011859,2.0,0.0,1,0,1.127369999999999
005,1,0,90,91.26096,5B,0.1330499999999972,0,-0.05803694041798113,0.0,5.078358370755379,2.0,0.0,1,0,1.2609599999999972
005,1,0,90,91.56102,6A,0.2659600000000068,0,-0.020823565417981083,0.0,4.646293693540841,2.0,1.0,0,0,1.5610199999999992
005,1,0,90,91.82698,3A,0.4000699999999995,0,-0.03280077375131444,0.0,3.1441869133091203,1.0,1.0,0,1,1.826980000000006
005,1,0,90,92.25981,5B,0.533299999999997,0,-0.0211472529179811,0.0,5.1024467569195195,2.0,0.0,1,0,2.2598100000000017
005,1,0,90,92.82635,2A,0.5001400000000018,0,0.1270752845820189,0.0,3.812973174079438,1.0,0.0,0,0,2.826350000000005
005,1,0,90,93.32649,2B,0.4997899999999902,0,0.18652008458201888,0.0,3.3977422866001303,1.0,0.0,0,0,3.326490000000007
005,1,0,90,94.19208,PB,1.6779599999999988,0,-0.270561279186097,0.0,2.4159494321904043,0.0,0.0,0,0,4.192080000000004
005,1,0,90,96.12518,2A,0.0998299999999972,0,-0.17205681541798104,0.0,3.8056862898021975,1.0,0.0,0,0,6.12518
005,1,0,90,96.25938,2B,0.132630000000006,0,-0.11944394041798106,0.0,3.3084223088023195,1.0,0.0,0,0,6.259379999999993
005,1,0,90,96.39201,5A,0.0664100000000047,0,-0.05995931541798116,0.0,5.291573009827303,2.0,0.0,1,0,6.392009999999999
005,1,0,90,96.45842,2B,0.383039999999994,0,-0.03969972450889023,0.0,3.334548076423708,1.0,0.0,0,0,6.458420000000004
005,1,0,90,96.84146,5A,0.2164599999999978,0,-0.13345174398940968,0.0,6.1865180279244125,2.0,0.0,1,0,6.841459999999998
005,1,0,90,97.12447,5B,0.5331800000000015,0,-0.15304719041798107,0.0,4.934580431695279,2.0,0.0,1,0,7.124470000000002
005,1,0,90,98.25774,5A,0.1337500000000062,0,0.061791834582018826,0.0,5.286583825868624,2.0,0.0,1,0,8.257739999999998
005,1,0,90,98.82425,5B,0.566119999999998,0,0.18383441987613652,0.0,4.889723584508753,2.0,0.0,1,0,8.824250000000006
005,1,0,90,99.39037,5A,0.966629999999995,1,0.14467309837512235,0.0,6.156922001278885,2.0,0.0,1,0,9.390370000000004
005,1,0,90,100.4571,5B,1.965800000000001,0,-0.03381706965526924,1.3329000000000075,4.891463598573459,2.0,0.0,1,0,10.457099999999997
005,1,0,90,102.4229,5A,0.4324000000000012,0,-0.06735035387951957,0.0,6.209769514733262,2.0,0.0,1,0,12.422899999999998
005,1,0,90,103.1881,PB,1.6451999999999884,0,-0.17015536614261878,0.0,2.389607174706901,0.0,0.0,0,0,13.188100000000006
005,1,0,90,105.4109,9A,0.0990000000000037,0,0.17916201791535205,0.0,6.660710978310008,3.0,1.0,0,0,15.410899999999998
005,1,0,90,105.5442,6A,0.1332000000000022,0,0.15730280958201887,0.0,4.839732878785155,2.0,1.0,0,0,15.544200000000004
005,1,0,90,105.6774,3A,0.599899999999991,0,0.017619962359796643,0.0,3.0853331447222154,1.0,1.0,0,1,15.677400000000006
005,1,0,90,106.2773,6A,0.0660000000000025,0,-0.1246415654179811,0.0,4.922753757784603,2.0,1.0,0,0,16.277299999999997
005,1,0,90,106.3433,3A,0.1002000000000009,0,-0.10375901541798109,0.0,3.1590334033750884,1.0,1.0,0,1,16.3433
005,1,0,90,106.6101,6A,0.2000999999999919,0,0.061568629026463303,0.0,5.0965500273045565,2.0,1.0,0,0,16.610100000000003
005,1,0,90,107.0102,9A,0.5332000000000079,0,0.08037746583201885,0.0,6.6632140078097235,3.0,1.0,0,0,17.010199999999998
005,1,0,90,107.5434,6A,0.0666999999999973,0,0.09064468458201891,0.0,5.0224774816018245,2.0,1.0,0,0,17.543400000000005
005,1,0,90,107.6101,9A,0.4318999999999988,0,0.09760126150509578,0.0,6.632333703802645,3.0,1.0,0,0,17.610100000000003
005,1,0,90,108.042,6A,0.0671999999999997,0,0.07267768458201884,0.0,4.961656334336778,2.0,1.0,0,0,18.042
005,1,0,90,108.1092,9A,0.0668000000000006,0,0.0975644345820188,0.0,6.60044033942902,3.0,1.0,0,0,18.1092
005,1,0,90,108.176,6A,0.1337000000000046,0,0.08849905958201887,0.0,4.950070210425718,2.0,1.0,0,0,18.176000000000002
005,1,0,90,108.3097,9A,0.0663999999999873,0,0.03629268458201895,0.0,6.566998179215743,3.0,1.0,0,0,18.309700000000007
005,1,0,90,108.4429,6A,0.0668000000000006,0,0.04563518458201887,0.0,4.877681333761008,2.0,1.0,0,0,18.442899999999995
005,1,0,90,108.543,8B,0.1993999999999971,0,-0.026972565417981136,0.0,6.744074971029019,3.0,0.0,0,1,18.543000000000006
005,1,0,90,108.7424,5B,0.099899999999991,0,0.03257709367292802,0.0,5.129321046917444,2.0,0.0,1,0,18.742400000000004
005,1,0,90,109.9403,PB,6.710000000000008,0,-0.23861260623430766,0.0,3.0184560728007828,0.0,0.0,0,0,19.940299999999993
005,1,0,90,117.128,2B,0.3324000000000069,0,-0.1186470154179811,0.0,3.255465074949182,1.0,0.0,0,0,27.128
005,1,0,90,117.4604,5B,0.2672999999999916,0,-0.12529394041798106,0.0,4.902382918577531,2.0,0.0,1,0,27.460400000000007
005,1,0,90,117.7608,6A,0.2664999999999935,0,-0.1130428779179811,0.0,4.608627259027648,2.0,1.0,0,0,27.760800000000003
005,1,0,90,118.06,3B,0.8333999999999975,0,0.028446964582018924,0.0,2.9973384570864248,1.0,1.0,0,1,28.060000000000002
005,1,0,90,119.625,PB,1.2580999999999989,0,0.015148684582018842,0.0,3.288458117251611,0.0,0.0,0,0,29.625
