ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
012,0,1,150,151.2015,PB,4A,1,0.26720000000000255,60.553804318272164,0.03361665114195623,0.12581082014205056
012,0,1,150,151.5572,4A,2B,1,0.2884999999999991,16.104765062372483,0.031209783225777357,0.10817949125052843
012,0,1,150,152.079,2B,2A,1,0.03319999999999368,0.23522633798110348,0.06413795641427913,1.9318661570569682
012,0,1,150,152.2792,2A,1B,1,0.36599999999998545,35.81341686024358,2.4669761376673756,6.740371960840092
012,0,1,150,152.6784,1B,PB,1,0.3323000000000036,61.17732676041055,0.05100866876806335,0.15350186207662594
012,0,1,150,156.5226,PB,4A,1,0.22739999999998872,50.97125817492357,0.0937936487615238,0.4124610763479703
012,0,1,150,156.9215,4A,5A,1,0.16639999999998167,8.9504173670488,0.15918104491289145,0.9566168564477703
012,0,1,150,157.5212,5A,4B,1,0.3002999999999929,6.386427228961574,0.07601526456322384,0.2531310841266255
012,0,1,150,157.9212,4B,1A,1,1.232200000000006,16.28605263412725,0.059124673414087475,0.047983016891809116
012,0,1,150,159.2536,1A,1B,1,0.9116999999999962,2.4070748528448433,0.21888551861646768,0.24008502645219765
012,0,1,150,160.6988,1B,6A,1,0.30060000000000286,39.09777520570187,0.030541695794437693,0.10160244775261944
012,0,1,150,161.1904,6A,6B,1,0.13819999999998345,0.6909209796293307,0.025452038032345897,0.1841681478462297
012,0,1,150,161.3974,6B,3A,1,0.024399999999985766,0.6063987795735652,0.18650676872245145,7.6437200296131245
012,0,1,150,161.4527,3A,6B,1,0.03340000000000032,0.3503745082792218,0.12332716004530392,3.69242994147613
012,0,1,150,161.6188,6B,3A,1,0.13390000000001123,1.1119325618909492,0.5907603150226072,4.411951568503044
012,0,1,150,162.0855,3A,5B,1,0.06749999999999545,3.0168655311640187,1.871116104376219,27.72023858335326
012,0,1,150,162.3191,5B,2B,1,0.03370000000001028,0.8225479370770188,0.013606872290133434,0.4037647563836583
012,0,1,150,162.5187,2B,4B,1,0.2336999999999989,17.174126001123177,0.029373458017230403,0.1256887377716326
012,0,1,150,162.8195,4B,4A,1,0.0992999999999995,8.790523453518023,0.12198872353496461,1.22848664184255
012,0,1,150,163.0849,4A,PB,1,0.33279999999999177,77.7197951461532,0.02740845568066107,0.0823571384635269
012,0,1,150,165.8402,PB,2B,1,0.6545999999999879,87.67487948779761,0.03388111875075142,0.05175850710472357
012,0,1,150,166.7954,2B,5B,1,0.03319999999999368,0.15116351240066273,0.265345091558144,7.992322034885377
012,0,1,150,166.8615,5B,8A,1,0.2998999999999796,8.341274122480732,0.05475501874714307,0.18257758835327373
012,0,1,150,167.1953,8A,PB,1,0.4643999999999835,93.5203956148367,0.01893447044413966,0.04077190018118074
012,0,1,150,174.8721,PB,4B,1,0.26600000000001955,58.619887237398956,0.10237957737283376,0.38488562922115127
012,0,1,150,175.181,4B,7A,1,0.024199999999979127,2.362849749920212,0.057885069516153985,2.39194502133074
012,0,1,150,175.294,7A,5B,1,0.1967999999999961,5.4072034733478525,0.01095339984890524,0.05565751955744643
012,0,1,150,175.6576,5B,6A,1,0.06669999999999732,3.500435946056296,0.17269328123077157,2.5891046661286135
012,0,1,150,175.924,6A,9A,1,0.06629999999998404,2.086086650942505,0.04941794327974465,0.7453686769194049
012,0,1,150,176.1901,9A,6A,1,0.10030000000000427,1.128869909236501,0.018580394236937022,0.1852481977760342
012,0,1,150,176.4571,6A,9B,1,0.033299999999997,0.4280998106370859,0.4596049902100718,13.801951657961357
012,0,1,150,176.6238,9B,5B,1,0.13330000000001974,3.9099221169582417,0.06926252504962575,0.5195988375815116
012,0,1,150,176.9572,5B,8A,1,0.0257000000000005,0.11281966666019021,0.14300500667196944,5.564397146769131
012,0,1,150,177.0237,8A,5A,1,0.1553000000000111,2.332541424921007,0.019196064395859986,0.12360633867262469
012,0,1,150,177.4124,5A,4B,1,0.06640000000001578,4.39893472465792,0.022149917832804948,0.3335830998915615
012,0,1,150,177.6801,4B,1B,1,0.5313999999999908,21.21144926510845,1.2441792271276837,2.3413233480009508
012,0,1,150,178.4445,1B,1A,1,0.166499999999985,3.9410441240023957,0.07817787052894176,0.4695367599336265
012,0,1,150,178.6783,1A,PB,1,0.33199999999999363,68.51255343267687,0.18049890718228753,0.5436714071755753
