ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
008,0,1,150,150.0227,3B,2.6651999999999987,1,0.7357239370216889,,,,,
008,0,1,150,151.7222,9B,0.0997000000000127,0,0.6679809603550223,,,,,
008,0,1,150,151.8219,6A,0.1005000000000109,0,0.598533127021689,,,,,
008,0,1,150,152.1222,5B,0.5329000000000121,0,0.5156769082716889,,,,,
008,0,1,150,152.6551,5A,0.2332999999999856,0,0.44629284130740327,,,,,
008,0,1,150,153.354,PB,3.6103999999999994,0,-0.3056370616575564,,,,,
008,0,1,150,157.1662,4B,0.1536999999999864,0,-0.28237958726402546,,,,,
008,0,1,150,157.3199,7A,0.0442000000000177,0,-0.20488787297831124,,,,,
008,0,1,150,158.5525,4B,0.1576000000000021,0,0.06735705559311743,,,,,
008,0,1,150,158.7761,2B,0.0724999999999909,0,0.24454696035502232,,,,,
008,0,1,150,158.8486,8A,0.1589999999999918,0,0.20629212702168892,,,,,
008,0,1,150,159.0076,5B,0.0997000000000127,0,0.22605079368835565,,,,,
008,0,1,150,159.1408,6A,0.4329999999999927,0,0.24687620394476578,,,,,
008,0,1,150,159.6407,2B,0.4668999999999812,0,0.35684416273597463,,,,,
008,0,1,150,160.1076,5B,0.7992000000000132,0,0.3586970645216889,,,,,
008,0,1,150,160.9397,3A,0.067700000000002,0,0.4799223770216887,,,,,
008,0,1,150,161.0396,9B,0.2006999999999834,0,0.36503171035502224,,,,,
008,0,1,150,161.4065,6A,0.066599999999994,0,0.2571863770216889,,,,,
008,0,1,150,161.4731,9A,0.2001000000000203,0,0.32632912702168887,,,,,
008,0,1,150,161.8072,8B,0.1662000000000034,0,0.1729593270216891,,,,,
008,0,1,150,161.9734,5B,0.0666999999999973,0,0.15941162702168898,,,,,
008,0,1,150,162.0728,7B,0.4329999999999927,0,0.15725066548322733,,,,,
008,0,1,150,162.5395,4B,0.4327999999999861,1,0.19088806035502226,,,,,
008,0,1,150,164.1737,5A,0.5647999999999911,0,0.37981045055110063,,,,,
008,0,1,150,164.7385,7B,0.2670999999999992,0,0.31112125202168894,,,,,
008,0,1,150,165.0056,4B,0.3325000000000102,0,0.3505916270216889,,,,,
008,0,1,150,165.5382,7B,0.3666000000000053,0,0.3504695815671435,,,,,
008,0,1,150,165.938,4B,0.2660000000000195,0,0.5018391270216889,,,,,
008,0,1,150,166.2375,7B,0.5686999999999784,0,0.41490083754800466,,,,,
008,0,1,150,167.1368,2A,0.0673000000000172,0,0.47979287702168905,,,,,
008,0,1,150,167.2041,7B,0.1338999999999828,1,0.3897981654832274,,,,,
008,0,1,150,168.5245,PB,1.335000000000008,1,-0.22792747642658695,,,,,
008,0,1,150,170.4157,7B,0.098700000000008,0,-0.21725503964497786,,,,,
008,0,1,150,170.5144,2A,0.0674999999999954,0,-0.07000037297831119,,,,,
008,0,1,150,170.6144,5A,0.2673000000000058,0,-0.026909497978311103,,,,,
008,0,1,150,170.9156,5B,0.3640999999999792,0,-0.1405167366146748,,,,,
008,0,1,150,171.3143,5A,0.2005000000000052,0,0.07152629368835561,,,,,
008,0,1,150,171.5148,2B,0.0661999999999807,0,0.12028837702168871,,,,,
008,0,1,150,171.581,5A,0.1323000000000149,0,0.15770462702168875,,,,,
008,0,1,150,171.7133,2B,0.0673999999999921,0,0.13888112702168876,,,,,
008,0,1,150,171.8132,5B,0.3673000000000002,0,0.12135044520350706,,,,,
008,0,1,150,172.1805,2B,0.167900000000003,0,0.20581762702168893,,,,,
008,0,1,150,172.3484,5A,0.8651000000000124,0,0.14896926163707344,,,,,
008,0,1,150,173.2471,5B,0.3991000000000042,0,0.12852108535502216,,,,,
008,0,1,150,173.6817,9A,0.4643999999999835,0,0.18281291273597464,,,,,
008,0,1,150,174.1788,6B,0.299900000000008,0,0.19352584924391106,,,,,
008,0,1,150,175.1771,PB,0.857200000000006,0,-0.22925525533125218,,,,,
008,0,1,150,176.6106,4B,0.1003000000000042,0,0.02698462702168891,,,,,
008,0,1,150,176.7775,7A,0.0997999999999876,0,-0.051298039644977735,,,,,
008,0,1,150,176.9448,5A,0.0665000000000191,0,-0.09073337297831086,,,,,
008,0,1,150,177.0113,2B,0.1336000000000012,0,-0.08376162297831102,,,,,
008,0,1,150,177.4113,9A,0.2338000000000022,0,0.06274019845026027,,,,,
008,0,1,150,177.8443,8B,0.0671999999999855,0,0.1650728770216887,,,,,
008,0,1,150,177.9445,8A,0.1663999999999816,0,0.2161448270216888,,,,,
008,0,1,150,178.5103,3B,0.1339999999999861,0,0.34134425202168894,,,,,
008,0,1,150,178.6771,9B,0.3001000000000147,0,0.2784901825772445,,,,,
008,0,1,150,179.0116,9A,0.2317000000000177,0,0.27366255559311753,,,,,
008,0,1,150,179.4109,5B,0.0656999999999925,0,0.4758563770216888,,,,,
008,0,1,150,179.4766,8A,0.133400000000023,0,0.38907000202168884,,,,,
008,0,1,150,179.7438,5B,0.6998000000000104,0,0.40211431452168894,,,,,
