ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
008,C,120,121.1572,2A,0.0335999999999927,,,,
008,C,120,121.5239,4B,0.1652999999999878,,,,
008,C,120,124.1119,7A,1.4957999999999885,,,,
008,C,120,124.4779,2A,0.366500000000002,,,,
008,C,120,127.7758,PB,0.46520000000001,,,,
008,C,120,128.1339,4B,0.0450999999999908,,,,
008,C,120,128.5432,2A,0.233300000000014,,,,
008,C,120,128.71,5A,0.033299999999997,,,,
008,C,120,128.7433,2B,0.0335000000000036,,,,
008,C,120,128.8098,5A,0.0666999999999973,,,,
008,C,120,129.0767,2B,0.2323999999999841,,,,
008,C,120,129.2097,5A,0.1331000000000131,,,,
008,C,120,129.2425,5B,0.033299999999997,,,,
008,C,120,129.9758,8B,0.7331999999999823,,,,
008,C,120,130.009,5B,0.0338000000000136,,,,
008,C,120,130.0428,8B,0.032999999999987,,,,
008,C,120,130.0758,5B,0.0332000000000221,,,,
008,C,120,132.4415,7B,1.832400000000007,,,,
008,C,120,132.4744,2A,0.0330999999999903,,,,
008,C,120,132.5416,7B,0.0671000000000106,,,,
008,C,120,133.0408,2A,0.5,,,,
008,C,120,133.275,7B,0.0664999999999906,,,,
008,C,120,133.3422,2A,0.0323999999999955,,,,
008,C,120,134.5409,7B,0.0339000000000169,,,,
008,C,120,134.5748,2A,0.032699999999977,,,,
008,C,120,134.6075,5B,0.0332000000000221,,,,
008,C,120,135.0733,9A,0.2666999999999859,,,,
008,C,120,135.3067,8B,0.0334000000000003,,,,
008,C,120,135.3734,5B,0.0664999999999906,,,,
008,C,120,135.4066,8B,0.0337000000000102,,,,
008,C,120,135.4403,5B,0.0328999999999837,,,,
008,C,120,135.6731,6A,0.1665000000000134,,,,
008,C,120,135.9395,9B,0.1000999999999976,,,,
008,C,120,136.006,6A,0.0670000000000072,,,,
008,C,120,136.173,9B,0.166199999999975,,,,
008,C,120,136.2727,6A,0.0997000000000127,,,,
008,C,120,136.3727,9B,0.0996999999999843,,,,
008,C,120,136.6727,6A,0.3004000000000246,,,,
008,C,120,136.7058,9B,0.0330999999999903,,,,
008,C,120,138.2721,6A,1.5663999999999874,,,,
008,C,120,141.7589,PB,2.6450000000000102,,,,
008,C,120,142.1371,4A,0.0340999999999951,,,,
008,C,120,142.3036,7A,0.066599999999994,,,,
008,C,120,142.4369,2A,0.0997999999999876,,,,
008,C,120,142.67,4A,0.1998999999999853,,,,
008,C,120,143.2916,PB,0.3456999999999937,,,,
008,C,120,143.559,1A,0.067700000000002,,,,
008,C,120,144.4916,1B,0.3653999999999939,,,,
008,C,120,144.7585,4A,0.2676999999999907,,,,
008,C,120,145.0587,4B,0.0337000000000102,,,,
008,C,120,145.0924,4A,0.0330000000000154,,,,
008,C,120,146.8245,1B,0.9327000000000112,,,,
008,C,120,146.857,2A,0.0340999999999951,,,,
008,C,120,147.0572,2B,0.2007000000000118,,,,
008,C,120,147.1263,5A,0.0654999999999859,,,,
008,C,120,147.1573,2B,0.0335000000000036,,,,
008,C,120,147.1908,5A,0.0331999999999936,,,,
008,C,120,147.7571,7B,0.1665000000000134,,,,
008,C,120,148.1566,5B,0.3673000000000002,,,,
008,C,120,148.1906,2B,0.0331000000000187,,,,
008,C,120,148.9241,5B,0.6332999999999913,,,,
008,C,120,149.9886,3B,2.6651999999999987,,,,
