ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
013,0,1,360,360.0099,7B,0.2316999999999893,0,0.2533208537378265,,,,,
013,0,1,360,360.2095,6A,0.1346000000000344,0,0.43705747873782635,,,,,
013,0,1,360,360.5091,9B,0.2331000000000358,0,0.2241510858806835,,,,,
013,0,1,360,360.8427,8B,0.1011000000000308,0,0.33643989540449315,,,,,
013,0,1,360,361.0423,7B,0.133199999999988,0,0.4223996037378264,,,,,
013,0,1,360,361.2097,7A,0.2658999999999878,0,0.35708804123782634,,,,,
013,0,1,360,361.5752,7B,0.5670999999999822,0,0.37573005226723816,,,,,
013,0,1,360,362.3751,7A,0.1673000000000115,0,0.35875172873782646,,,,,
013,0,1,360,362.7753,7B,0.1992999999999938,0,0.2962137287378265,,,,,
013,0,1,360,363.4744,4B,0.4669000000000096,0,0.42687069302354086,,,,,
013,0,1,360,364.3741,7B,0.633199999999988,0,0.23573638663256327,,,,,
013,0,1,360,365.4736,7A,0.1331000000000131,0,0.18587485373782636,,,,,
013,0,1,360,366.0721,PB,0.7341000000000122,0,-0.23558920369460598,,,,,
013,0,1,360,375.1583,5B,0.7339999999999804,0,0.027743569646917324,,,,,
013,0,1,360,375.9245,5A,0.2998999999999796,0,0.21087428429338195,,,,,
013,0,1,360,376.2244,2B,0.1678999999999746,0,0.24044402873782644,,,,,
013,0,1,360,376.4923,8A,0.0996000000000094,0,0.27783339540449314,,,,,
013,0,1,360,376.5919,5B,0.0658999999999991,0,0.3069002287378264,,,,,
013,0,1,360,376.6578,8B,0.2667999999999892,0,0.26658916623782647,,,,,
013,0,1,360,376.9579,5B,0.3675999999999817,0,0.3751424105560082,,,,,
013,0,1,360,377.3578,2B,0.0667000000000257,0,0.5647889787378262,,,,,
013,0,1,360,377.4911,5A,0.366299999999967,0,0.4839370469196446,,,,,
013,0,1,360,377.8574,2B,0.4668000000000347,0,0.3912968715949693,,,,,
013,0,1,360,378.39,5A,0.3339000000000283,0,0.5167732287378264,,,,,
013,0,1,360,378.7572,5B,0.2668999999999641,0,0.41919035373782637,,,,,
013,0,1,360,379.2913,5A,1.3984000000000378,1,0.46232721947856725,,,,,
013,0,1,360,381.5894,5B,0.333500000000015,0,0.41772532873782636,,,,,
013,0,1,360,381.9554,8B,0.1005000000000109,1,0.4689993120711598,,,,,
013,0,1,360,382.4236,7B,0.1321999999999548,1,0.7270559671993649,,,,,
013,0,1,360,384.6882,7A,0.133700000000033,0,0.7943857287378264,,,,,
013,0,1,360,384.8543,5B,0.2336999999999989,0,0.7056899595070572,,,,,
013,0,1,360,385.5542,8B,0.3328999999999951,0,0.6844543287378263,,,,,
013,0,1,360,385.8871,5B,0.2341000000000122,0,0.6985522287378264,,,,,
013,0,1,360,386.1212,8B,0.9657000000000266,1,0.6646369356343781,,,,,
013,0,1,360,387.32,4B,0.1659000000000219,0,0.7690269287378262,,,,,
013,0,1,360,387.4859,7A,0.0668999999999755,0,0.5612067287378264,,,,,
013,0,1,360,387.8186,PB,4.25830000000002,0,-0.14972700810427886,,,,,
