ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
031,C,300,300.5352,1B,0.0663000000000124,,,,
031,C,300,300.6669,4A,0.1336000000000012,,,,
031,C,300,300.8667,4B,0.1014000000000123,,,,
031,C,300,301.1689,7B,0.099899999999991,,,,
031,C,300,301.401,5B,0.0324999999999704,,,,
031,C,300,301.6342,3B,0.0995999999999526,,,,
031,C,300,306.0164,PB,3.824799999999982,,,,
031,C,300,307.1474,3B,0.0258000000000038,,,,
031,C,300,307.3233,3A,0.1737999999999715,,,,
031,C,300,307.5086,6B,0.171100000000024,,,,
031,C,300,307.7747,6A,0.2667999999999892,,,,
031,C,300,307.9417,9A,0.1329999999999813,,,,
031,C,300,309.0206,6A,0.0676000000000272,,,,
031,C,300,309.2874,8B,0.0663000000000124,,,,
031,C,300,309.5875,8A,0.2993999999999914,,,,
031,C,300,309.8542,7B,0.1662000000000034,,,,
031,C,300,310.7535,2B,0.5321999999999889,,,,
031,C,300,311.4868,6A,0.6333999999999946,,,,
031,C,300,314.8054,PB,2.678800000000024,,,,
031,C,300,315.5641,1B,0.1976000000000226,,,,
031,C,300,315.8184,2A,0.2293999999999982,,,,
031,C,300,316.1161,2B,0.1655999999999835,,,,
031,C,300,316.1829,7A,0.0330999999999903,,,,
031,C,300,316.2496,4B,0.0665000000000191,,,,
031,C,300,316.749,8A,0.099899999999991,,,,
031,C,300,317.0828,5B,0.2316000000000144,,,,
031,C,300,317.1154,8A,0.0337999999999851,,,,
031,C,300,318.8823,5B,1.500599999999963,,,,
031,C,300,329.9872,PB,2.860900000000015,,,,
