ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
032,E,540,545.9144,PB,5.6626999999999725,,,,
032,E,540,546.6769,4B,0.2582999999999629,,,,
032,E,540,546.7042,2A,0.0194000000000187,,,,
032,E,540,546.7236,7B,0.0289000000000214,,,,
032,E,540,546.8055,2A,0.0620000000000118,,,,
032,E,540,547.1717,2B,0.2996000000000549,,,,
032,E,540,547.4386,5B,0.2329999999999472,,,,
032,E,540,547.5718,8A,0.0329999999999017,,,,
032,E,540,547.8378,5B,0.2667999999999892,,,,
032,E,540,548.073,8B,0.0330000000000154,,,,
032,E,540,548.1389,3A,0.0335999999999785,,,,
032,E,540,548.738,6A,0.598700000000008,,,,
032,E,540,549.4705,7B,0.0996000000000094,,,,
032,E,540,549.5378,2A,0.033100000000104,,,,
032,E,540,549.738,7B,0.0338999999999032,,,,
032,E,540,549.8042,2B,0.0330000000000154,,,,
032,E,540,550.6047,8A,0.5671999999999571,,,,
032,E,540,550.6711,5B,0.0666999999999689,,,,
032,E,540,552.3033,8A,0.3324999999999818,,,,
032,E,540,552.6363,5B,0.2316999999999325,,,,
032,E,540,552.969,6A,0.1001999999999725,,,,
032,E,540,553.07,8B,0.066599999999994,,,,
032,E,540,553.2354,9A,0.0337999999999283,,,,
032,E,540,553.5023,6A,0.2663000000000011,,,,
032,E,540,553.8019,9B,0.2998000000000047,,,,
032,E,540,554.0353,6B,0.2335000000000491,,,,
032,E,540,554.4686,2B,0.1662999999999783,,,,
032,E,540,554.5023,2A,0.0330000000000154,,,,
032,E,540,554.9348,1B,0.034400000000005,,,,
032,E,540,555.8793,1A,0.2241999999999961,,,,
032,E,540,555.9126,4A,0.0330999999999903,,,,
032,E,540,556.1788,4B,0.1665000000000418,,,,
032,E,540,556.2123,7B,0.0332999999999401,,,,
032,E,540,556.5453,2A,0.3000999999999294,,,,
032,E,540,556.8788,2B,0.3333000000000083,,,,
032,E,540,557.3455,5B,0.4662000000000716,,,,
032,E,540,557.745,3A,0.3670999999999367,,,,
032,E,540,557.8117,9B,0.0330000000000154,,,,
032,E,540,558.1779,3A,0.3663000000000238,,,,
032,E,540,558.8445,6B,0.4665999999999712,,,,
032,E,540,559.1108,9B,0.1331000000000131,,,,
032,E,540,559.1444,6B,0.0330999999999903,,,,
032,E,540,559.3447,9B,0.2010000000000218,,,,
032,E,540,559.3785,6A,0.0323999999999387,,,,
032,E,540,559.511,8B,0.0664000000000442,,,,
032,E,540,559.8776,5B,0.0330999999999903,,,,
032,E,540,560.3441,8B,0.3996999999999389,,,,
032,E,540,560.5768,5B,0.1340999999999894,,,,
032,E,540,560.6444,8A,0.0666999999999689,,,,
032,E,540,561.2774,5B,0.6326999999999998,,,,
032,E,540,561.5439,8A,0.2671000000000276,,,,
032,E,540,561.6436,5B,0.099299999999971,,,,
032,E,540,562.1107,8B,0.3992000000000644,,,,
032,E,540,562.7095,5A,0.1996000000000322,,,,
032,E,540,562.8427,5B,0.0336999999999534,,,,
032,E,540,562.8764,8A,0.0335000000000036,,,,
032,E,540,563.3101,5B,0.4332000000000562,,,,
032,E,540,563.3431,2B,0.0330999999999903,,,,
032,E,540,563.5421,2A,0.1991999999999052,,,,
032,E,540,563.5754,4A,0.0332000000000789,,,,
032,E,540,564.957,PB,1.1064999999999827,,,,
032,E,540,565.2527,1A,0.0191999999999552,,,,
032,E,540,565.4824,1B,0.0235999999999876,,,,
032,E,540,565.7085,4B,0.0326000000000021,,,,
032,E,540,565.8412,2B,0.0337000000000671,,,,
032,E,540,565.8749,5A,0.0335000000000036,,,,
032,E,540,566.0746,2B,0.1997000000000071,,,,
032,E,540,566.1411,5A,0.0668999999999186,,,,
032,E,540,566.2081,2B,0.0661000000000058,,,,
032,E,540,566.5076,5B,0.3013000000000829,,,,
032,E,540,567.2416,8B,0.0335000000000036,,,,
032,E,540,567.4744,9A,0.1988999999999805,,,,
032,E,540,567.8737,6A,0.4003000000000156,,,,
032,E,540,568.1072,3A,0.2326000000000476,,,,
032,E,540,568.4069,6B,0.3002999999999929,,,,
032,E,540,568.4731,8B,0.033399999999915,,,,
032,E,540,568.5065,8A,0.0334000000000287,,,,
032,E,540,568.7067,5B,0.2009000000000469,,,,
032,E,540,568.7408,8A,0.0324999999999136,,,,
032,E,540,569.9741,PB,1.5564999999999145,,,,
