ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,controller_direction(pointing)_angle,duration_time_until_first fixation
004,0,1,320,320.0223,PB,2.407699999999977,0,-0.29642124848283347,0.0,2.9560097982263063,0.0,0.0,,
004,0,1,320,322.0027,5A,0.1673000000000115,0,-0.024606703028288157,0.0,5.2771993045811225,2.0,0.0,,
004,0,1,320,322.7695,3A,0.5002999999999815,0,0.21368929697171185,0.0,2.66919906467102,1.0,1.0,,
004,0,1,320,323.4022,6A,0.233600000000024,0,0.16293208268599754,0.0,4.2981555844686685,2.0,1.0,,
004,0,1,320,323.7023,6B,0.2334000000000173,0,0.2834535112574263,0.0,4.3269248271924585,2.0,1.0,,
004,0,1,320,324.0353,5A,0.23599999999999,0,0.30563772554314045,0.0,5.84458337525746,2.0,0.0,,
004,0,1,320,324.402,2B,0.2338000000000306,0,0.16387908268599763,0.0,4.176953001771393,1.0,0.0,,
004,0,1,320,324.6358,4B,0.2987999999999715,0,0.2343660886383786,0.0,6.190433770638813,2.0,-1.0,,
004,0,1,320,326.3341,1B,0.3999000000000023,0,0.24504067197171195,0.33360000000004636,5.236827411068867,1.0,-1.0,,
004,0,1,320,326.734,1A,0.3669000000000437,0,0.23635025151716652,0.3660999999999599,6.197090657489309,1.0,-1.0,,
004,0,1,320,327.2672,PB,2.6549999999999727,0,-0.018923385198830727,0.0,2.9039074527806763,0.0,0.0,,
004,0,1,320,330.8098,1A,0.4001999999999839,0,-0.13368757802828812,0.0,6.095923625221611,1.0,-1.0,,
004,0,1,320,331.5775,5B,0.2991000000000099,0,-0.041623591917177016,0.0,6.3176544876228204,2.0,0.0,,
004,0,1,320,332.1424,PB,3.5743999999999687,0,-0.03199794328802834,0.0,2.7940635263587774,0.0,0.0,,
004,0,1,320,335.9916,4B,0.0767999999999915,0,0.056288796971712,0.0,6.465114559719734,2.0,-1.0,,
004,0,1,320,336.162,5B,0.2800000000000295,0,-0.03230648080606577,0.0,4.8670359301255015,2.0,0.0,,
004,0,1,320,336.8418,6A,0.1006000000000426,0,0.018106130305045303,0.0,4.393605190787575,2.0,1.0,,
004,0,1,320,336.9752,5B,0.6330000000000382,0,0.2211361653927646,0.0666999999999688,5.1305772947419435,2.0,0.0,,
004,0,1,320,337.6082,8B,0.1666000000000167,0,0.365059996971712,0.0,6.453903194956787,3.0,0.0,,
004,0,1,320,337.7748,6A,0.3673999999999751,0,0.33696534242625736,0.0,4.257948560313113,2.0,1.0,,
004,0,1,320,338.1422,9A,0.1990999999999871,0,0.22056754697171196,0.0,5.926236233514221,3.0,1.0,,
004,0,1,320,338.5412,7B,0.2006999999999834,0,0.3034163803050453,0.0,8.06714212501665,3.0,-1.0,,
004,0,1,320,339.0083,5B,0.1336000000000012,0,-0.010331703028288064,0.1334999999999694,4.6242943841117325,2.0,0.0,,
004,0,1,320,339.2413,4A,0.5330999999999904,0,0.19696842197171185,0.0,6.831309815454252,2.0,-1.0,,
004,0,1,320,339.8077,1B,0.0664999999999622,0,0.25241129697171183,0.0,5.219223232730302,1.0,-1.0,,
004,0,1,320,340.2063,PB,4.386199999999974,0,-0.04330835829144599,0.0,3.0442596631101124,0.0,0.0,,
004,0,1,320,345.0486,2B,0.1329000000000064,0,-0.1765839530282881,0.0,3.3020421945802125,1.0,0.0,,
004,0,1,320,345.2149,5B,0.2337999999999738,0,-0.17931056017114527,0.0,4.858441825926173,2.0,0.0,,
004,0,1,320,345.5157,6A,0.2988000000000284,0,-0.021571036361621474,0.0,4.6490662093718695,2.0,1.0,,
004,0,1,320,345.8145,9A,0.1336999999999761,0,-0.09098595302828816,0.0,6.103721394202216,3.0,1.0,,
004,0,1,320,346.2824,8B,0.2329000000000292,0,0.18118379697171183,0.0,6.500106728742956,3.0,0.0,,
004,0,1,320,346.6482,2A,0.0997000000000412,0,0.4146647969717119,0.0,3.813344359140996,1.0,0.0,,
004,0,1,320,346.9473,1B,0.0667000000000257,0,0.1815472969717119,0.0,5.413450091812935,1.0,-1.0,,
004,0,1,320,347.9021,PB,6.597899999999981,0,-0.06182712934407754,0.0,3.070914665685005,0.0,0.0,,
