ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
038,C,480,480.0011,9A,6A,1,0.0333999999999719,,,,
038,C,480,480.0345,6A,9A,1,0.03350000000000364,,,,
038,C,480,480.068,9A,6A,1,0.0332000000000221,,,,
038,C,480,480.1343,6A,8B,1,0.16700000000003,,,,
038,C,480,480.9016,8B,6A,1,0.06670000000002574,,,,
038,C,480,481.9348,6A,9A,1,0.03289999999998372,,,,
038,C,480,481.9677,9A,6A,1,0.0331000000000472,,,,
038,C,480,483.6454,6A,7B,1,0.19780000000002929,,,,
038,C,480,483.9104,7B,4B,1,0.1331000000000131,,,,
038,C,480,484.643,4B,4A,1,0.10030000000000427,,,,
038,C,480,485.7099,4A,4B,1,0.033799999999985175,,,,
038,C,480,487.01,4B,PB,1,0.26429999999999154,,,,
038,C,480,490.688,PB,9A,1,0.8744000000000369,,,,
038,C,480,491.6967,9A,5B,1,0.8667999999999552,,,,
038,C,480,492.7614,5B,PB,1,1.6655000000000086,,,,
038,C,480,495.916,PB,4B,1,0.2411999999999921,,,,
038,C,480,496.1572,4B,4A,1,0.07820000000003802,,,,
038,C,480,496.2354,4A,7B,1,0.1057999999999879,,,,
038,C,480,496.3412,7B,5B,1,0.08310000000000173,,,,
038,C,480,496.5613,5B,8A,1,0.028199999999969805,,,,
038,C,480,496.5895,8A,7B,1,0.028600000000039927,,,,
038,C,480,496.6181,7B,4B,1,0.032399999999995543,,,,
038,C,480,497.1834,4B,4A,1,0.066599999999994,,,,
038,C,480,497.5167,4A,4B,1,0.03319999999996526,,,,
038,C,480,499.2922,4B,PB,1,0.3990000000000009,,,,
038,C,480,501.5182,PB,7A,1,0.26789999999999736,,,,
038,C,480,501.9238,7A,5A,1,0.027599999999949887,,,,
038,C,480,501.9514,5A,5B,1,0.026600000000030377,,,,
038,C,480,502.0056,5B,8A,1,0.028300000000001546,,,,
038,C,480,502.0904,8A,5B,1,0.02980000000002292,,,,
038,C,480,502.3021,5B,6A,1,0.06729999999998881,,,,
038,C,480,502.3694,6A,9A,1,0.032399999999995543,,,,
038,C,480,502.6689,9A,9B,1,0.03289999999998372,,,,
038,C,480,502.7018,9B,6B,1,0.03340000000002874,,,,
038,C,480,503.1682,6B,6A,1,0.03370000000001028,,,,
038,C,480,503.3348,6A,7B,1,0.40390000000002146,,,,
038,C,480,503.7387,7B,4B,1,0.11820000000000164,,,,
038,C,480,504.59,4B,7A,1,0.1331000000000131,,,,
038,C,480,504.7901,7A,4B,1,0.43250000000000455,,,,
038,C,480,507.6446,4B,PB,1,0.29909999999995307,,,,
