ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
010,0,0,90,90.69369,PB,1.6438599999999894,0,-0.5213296639773857,,,,,
010,0,0,90,93.51616,7B,0.1319600000000065,0,-0.012254949271503168,,,,,
010,0,0,90,94.18109,4B,0.2664699999999982,0,-0.22940744927150325,,,,,
010,0,0,90,94.54762,5A,0.0668600000000054,0,-0.09233294927150348,,,,,
010,0,0,90,94.71478,9A,0.1323999999999898,0,-0.02514669927150337,,,,,
010,0,0,90,94.91393,6A,0.1336200000000076,0,-0.0954991992715033,,,,,
010,0,0,90,95.04755,6B,0.3333700000000021,0,-0.04816799927150321,,,,,
010,0,0,90,95.44705,3A,0.166569999999993,0,-0.0453710992715032,,,,,
010,0,0,90,95.78077,5B,0.3335999999999899,0,0.029772450728496703,,,,,
010,0,0,90,96.11437,5A,0.3002299999999991,0,-0.07612903260483665,,,,,
010,0,0,90,96.74641,1A,0.066590000000005,0,-0.1708434492715034,,,,,
010,0,0,90,97.27899,PB,0.9787500000000052,1,-0.2773935010733051,,,,,
010,0,0,90,100.4558,4A,0.0568000000000097,0,-0.3735104492715031,,,,,
010,0,0,90,100.6448,7B,0.0666999999999973,0,-0.11546919927150312,,,,,
010,0,0,90,100.8785,2B,0.2667000000000001,0,-0.06291782427150339,,,,,
010,0,0,90,101.1452,5A,0.2334000000000031,0,-0.13958627070007484,,,,,
010,0,0,90,101.3786,5B,0.3656000000000006,0,-0.07594237318454672,,,,,
010,0,0,90,103.1437,2B,0.2334000000000031,0,0.15079944358563946,,,,,
010,0,0,90,103.4102,2A,0.1330999999999988,0,0.11412980072849677,,,,,
010,0,0,90,104.0101,4A,0.0670000000000072,0,-0.39065744927150337,,,,,
010,0,0,90,104.7882,5A,0.5437000000000012,0,-0.14273619927150324,,,,,
010,0,0,90,105.8649,9A,0.1332999999999913,0,-0.08702694927150334,,,,,
010,0,0,90,106.0316,5B,0.1668000000000091,0,-0.12208449927150325,,,,,
010,0,0,90,106.233,2B,0.299199999999999,0,-0.14608214371594783,,,,,
010,0,0,90,106.9299,PB,1.044799999999995,0,-0.5464747468905509,,,,,
010,0,0,90,108.6967,7A,0.0666999999999973,0,-0.0068839492715029316,,,,,
010,0,0,90,109.2635,2A,0.2332999999999998,0,0.02248370395430319,,,,,
010,0,0,90,110.9972,2B,0.2323999999999983,0,0.33561172929992533,,,,,
010,0,0,90,111.6627,7B,0.0670999999999963,0,0.03193830072849679,,,,,
010,0,0,90,111.7298,2A,0.0656000000000034,0,-0.00829894927150332,,,,,
010,0,0,90,111.8956,5A,0.2674999999999983,0,0.043869863228496786,,,,,
010,0,0,90,112.1631,5B,0.6330999999999989,0,-0.02898927821887172,,,,,
010,0,0,90,112.8952,9A,0.2997999999999905,0,0.2911204673951634,,,,,
010,0,0,90,113.2282,6A,0.7668999999999926,0,0.0002633224676271502,,,,,
010,0,0,90,114.2612,8A,0.1332999999999913,0,0.08670042572849668,,,,,
010,0,0,90,114.3945,2B,0.3001000000000005,0,0.058544189617385674,,,,,
010,0,0,90,114.6946,5A,0.366500000000002,0,-0.1269891992715032,,,,,
010,0,0,90,115.0611,2B,0.5996999999999986,0,0.017060700728496747,,,,,
010,0,0,90,116.1939,2A,0.2660999999999944,0,0.3644082382284968,,,,,
010,0,0,90,116.46,7A,0.0668000000000006,0,0.3516558007284969,,,,,
010,0,0,90,116.5604,2A,0.4994999999999976,0,-0.09395199927150324,,,,,
010,0,0,90,117.7484,4A,0.1336000000000012,0,-0.20051394927150318,,,,,
010,0,0,90,118.0481,7A,0.133899999999997,0,-0.0040438242715031825,,,,,
010,0,0,90,118.5487,2A,0.8996000000000066,0,0.061839300728496784,,,,,
