ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
012,0,1,330,340.0529,PB,9A,1,0.79849999999999,117.13257782771629,0.0133326890761018,0.01669716853613271
012,0,1,330,340.885,9A,6A,1,0.09950000000003456,1.8628451090494647,0.141013147394135,1.4172175617496083
012,0,1,330,341.0514,6A,9B,1,0.03309999999999036,0.30670996521729954,0.08235776715040272,2.488150064967574
012,0,1,330,341.2183,9B,6B,1,0.06619999999998072,0.8882560133941393,0.03862386200058191,0.5834420241781444
012,0,1,330,341.4516,6B,5B,1,0.466700000000003,16.74044822162004,0.09748046315693211,0.20887178735147094
012,0,1,330,343.118,5B,7A,1,0.06690000000003238,5.5086926799323255,0.014993412786954222,0.2241167830634823
012,0,1,330,343.2179,7A,4A,1,0.300200000000018,22.83670535213552,0.026585184689973354,0.08855824347092525
012,0,1,330,343.6173,4A,PB,1,0.2989000000000033,80.28263733941046,3.8582411687847884,12.908133719587642
012,0,1,330,348.8222,PB,4B,1,0.300200000000018,79.46910761228514,0.04453704332227296,0.14835790580369848
012,0,1,330,349.1996,4B,7A,1,0.025500000000022283,1.6204532026149785,0.37747358996358915,14.802885880912129
012,0,1,330,349.3027,7A,8A,1,0.1653999999999769,2.6162613889214725,3.699941688002934,22.369659540528723
012,0,1,330,349.559,8A,9A,1,0.16609999999997171,11.997635677855886,0.017982638344803587,0.10826392742207495
012,0,1,330,349.9245,9A,9B,1,0.10059999999998581,2.388351774566731,0.017600068643048108,0.17495098054722255
012,0,1,330,350.1576,9B,6A,1,0.033299999999997,0.5846831964909462,6.001477577728106,180.22455188374315
012,0,1,330,350.2908,6A,6B,1,0.033299999999997,0.517267909598214,0.0919938273951573,2.762577399254222
012,0,1,330,350.6577,6B,3A,1,0.0332000000000221,0.11987960728106728,0.12354109229661234,3.721117237847292
012,0,1,330,350.924,3A,5B,1,0.16689999999999827,11.793881388168309,0.09233601424146497,0.5532415472825999
012,0,1,330,351.5571,5B,5A,1,0.03350000000000364,0.7556506602360518,0.19844003753214723,5.9235832099142
012,0,1,330,351.8905,5A,4A,1,0.06660000000005084,4.962459938557799,0.11144286991858193,1.6733163651425955
012,0,1,330,352.2904,4A,7A,1,0.7999000000000365,10.704394480803039,0.12213185154168467,0.1526838999145882
012,0,1,330,353.2234,7A,7B,1,0.03319999999996526,0.2327562735091817,0.22993906822941143,6.925875549085905
012,0,1,330,353.6234,7B,4B,1,0.03280000000000882,0.11677979793335425,2.3602403337893367,71.95854676185067
012,0,1,330,353.8568,4B,2A,1,0.06629999999995562,1.5297730414662105,1.985887932576518,29.953060823195283
012,0,1,330,354.2569,2A,5A,1,0.03280000000000882,0.758600548287923,0.054466209141540316,1.6605551567538313
012,0,1,330,354.4899,5A,7B,1,0.3001000000000431,3.4187907848140124,0.007781596247306735,0.025930010820745142
012,0,1,330,354.9226,7B,7A,1,0.06670000000002574,0.5327806794038494,0.04593711652901195,0.6887123917390439
012,0,1,330,355.123,7A,7B,1,0.03350000000000364,0.36708126706474076,0.014583915695039331,0.4353407670160522
012,0,1,330,355.5558,7B,4B,1,0.09950000000003456,0.12558229466868198,0.057314231557267066,0.5760224277110267
012,0,1,330,355.922,4B,4A,1,0.10019999999997253,0.3514954391762366,0.11644353253830796,1.1621111031770446
012,0,1,330,356.2222,4A,1B,1,0.36630000000002383,5.768551467345869,0.057885069516153985,0.1580263978054879
012,0,1,330,356.9885,1B,4B,1,0.0665000000000191,0.9726103076099442,0.06474700817026206,0.973639220605165
012,0,1,330,357.4218,4B,7B,1,0.06629999999995562,1.0513490827972802,0.018580394236937022,0.2802472735588154
012,0,1,330,357.7214,7B,2A,1,0.0999999999999659,2.5521689046502374,0.06833756888417984,0.6833756888420315
012,0,1,330,358.0211,2A,5A,1,0.30009999999998627,6.502862648645118,0.02384439238143842,0.07945482299713266
012,0,1,330,358.5544,5A,5B,1,0.06700000000000728,0.5456931900270252,0.024730177071747964,0.3691071204738101
012,0,1,330,358.788,5B,9A,1,0.06619999999998072,2.4748715360837577,0.022996903117593587,0.34738524346828226
012,0,1,330,359.1206,9A,6A,1,0.49979999999999336,10.299024825632747,0.21659029724574444,0.433353936065921
012,0,1,330,359.7535,6A,3A,1,0.03380000000004202,0.13854420733605366,6.0523200816711515,179.06272430957478
