ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
013,C,390,392.0524,PB,4.25830000000002,,,,
013,C,390,392.3877,5A,0.0253999999999905,,,,
013,C,390,392.439,2B,0.0527999999999906,,,,
013,C,390,392.4659,5A,0.0223000000000297,,,,
013,C,390,392.5872,2B,0.1256999999999948,,,,
013,C,390,392.6139,8B,0.0210999999999899,,,,
013,C,390,392.635,9A,0.0284000000000332,,,,
013,C,390,393.0633,6A,0.0994000000000028,,,,
013,C,390,393.4295,4B,0.0988000000000397,,,,
013,C,390,395.2124,PB,1.5033999999999992,,,,
013,C,390,395.5699,4B,0.0217999999999847,,,,
013,C,390,395.7368,4A,0.0286999999999579,,,,
013,C,390,395.8173,4B,0.0486999999999966,,,,
013,C,390,395.8629,5A,0.0226999999999861,,,,
013,C,390,396.0158,2B,0.1637999999999806,,,,
013,C,390,396.1158,8A,0.1005000000000109,,,,
013,C,390,396.5164,5B,0.3994999999999891,,,,
013,C,390,396.5494,8A,0.0326000000000021,,,,
013,C,390,396.9487,7A,0.1330999999999562,,,,
013,C,390,397.2823,1B,0.1329000000000064,,,,
013,C,390,397.3155,7A,0.0334000000000287,,,,
013,C,390,397.3489,8A,0.0335000000000036,,,,
013,C,390,398.415,5B,1.065999999999974,,,,
013,C,390,398.8825,8B,0.1011000000000308,,,,
013,C,390,399.049,5B,0.1653999999999769,,,,
013,C,390,399.1153,8B,0.0668000000000006,,,,
013,C,390,399.2152,5B,0.1003000000000042,,,,
013,C,390,399.2821,8B,0.0669000000000323,,,,
013,C,390,399.6483,5B,0.3667999999999551,,,,
013,C,390,399.6826,8A,0.0331000000000472,,,,
013,C,390,399.9152,2B,0.2320999999999458,,,,
013,C,390,408.3534,PB,2.783800000000042,,,,
013,C,390,408.9265,2A,0.3016000000000076,,,,
013,C,390,408.9538,2B,0.0208999999999832,,,,
013,C,390,409.1664,5B,0.0328999999999837,,,,
013,C,390,409.1993,2B,0.0332000000000221,,,,
013,C,390,409.3662,5A,0.166499999999985,,,,
013,C,390,409.6336,7B,0.134399999999971,,,,
013,C,390,409.9991,7A,0.33299999999997,,,,
013,C,390,410.032,5A,0.0335000000000036,,,,
013,C,390,410.4651,6A,0.3992999999999824,,,,
013,C,390,410.532,9B,0.067100000000039,,,,
013,C,390,410.8656,6B,0.1000000000000227,,,,
013,C,390,411.2319,4B,0.065999999999974,,,,
013,C,390,419.9798,PB,7.486199999999997,,,,
