ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
015,1,0,240,240.7391,5A,6A,1,0.13329999999999131,10.370223815682419,0.3747037139943505,2.810980600107839
015,1,0,240,241.3056,6A,3A,1,0.06649999999999068,1.916132470915123,0.02499978509937435,0.3759366180357572
015,1,0,240,241.7623,3A,2B,1,0.09859999999997626,8.496300570220097,0.41652987382659645,4.224440911021265
015,1,0,240,241.8939,2B,5B,1,0.099899999999991,6.132991726001746,0.26040546748484295,2.606661336184849
015,1,0,240,242.0269,5B,2B,1,0.033499999999975216,1.0757190253766982,0.4926096603234656,14.704765979815821
015,1,0,240,242.1269,2B,8A,1,0.03360000000000696,1.8141711941498189,0.43977179646493936,13.08844632335858
015,1,0,240,242.2937,8A,4A,1,0.7995999999999981,28.007388948283168,0.13803832157777793,0.1726342190817637
015,1,0,240,243.1271,4A,PB,1,0.6319999999999766,68.80054555071217,0.06051985000528005,0.09575925633747198
015,1,0,240,244.1377,PB,4A,1,0.3575999999999908,54.559687973835125,0.04250217432085143,0.11885395503594107
015,1,0,240,244.5163,4A,5A,1,0.466700000000003,35.511660616963326,0.024027941526481616,0.05148476864469994
015,1,0,240,245.2164,5A,8A,1,0.10009999999999764,0.45089785695251905,0.16170040794630075,1.6153886907722734
015,1,0,240,245.4831,8A,5B,1,0.2664000000000044,0.05673531880055194,0.020066695268529194,0.0753254326896729
015,1,0,240,245.7828,5B,8A,1,0.06669999999999732,0.14385166965151974,0.01425130678218684,0.21366277034763737
015,1,0,240,245.8829,8A,5B,1,0.03340000000000032,0.31041135306108103,0.008662914578823948,0.2593686999647864
015,1,0,240,246.1829,5B,9A,1,0.23270000000002256,7.510808647287094,0.09609133656141962,0.41294085329355523
015,1,0,240,246.6158,9A,6A,1,0.06629999999998404,1.647417270010854,0.06957969983271033,1.049467569121072
015,1,0,240,246.9165,6A,2B,1,0.09889999999998622,4.503173632492365,0.04447459598467397,0.4496925782070796
015,1,0,240,247.2154,2B,7A,1,0.30060000000000286,17.724587514278774,0.10812620898801531,0.359701294038637
015,1,0,240,247.6156,7A,7B,1,0.09940000000000282,0.5875674181427399,1.7566234281665727,17.672267888999222
015,1,0,240,248.0158,7B,5B,1,0.09919999999999618,7.982715442672667,0.0427873027721646,0.4313236166549017
015,1,0,240,248.2484,5B,3A,1,0.09940000000000282,11.464357401443781,0.012725449660522331,0.1280226323996174
015,1,0,240,248.6814,3A,3B,1,0.03290000000001214,0.630178995279568,0.07174983133778083,2.1808459373177613
015,1,0,240,248.7819,3B,5A,1,0.1325999999999965,21.167520041556912,0.03057812986433314,0.23060429761941137
015,1,0,240,249.047,5A,4A,1,0.10050000000001091,13.760658612792316,1.9057960468817223,18.963144745089703
015,1,0,240,249.2484,4A,PB,1,0.6299999999999955,64.06310891204171,0.09254111117227848,0.14689065265441134
015,1,0,240,252.9666,PB,2B,1,0.634600000000006,91.04472799859464,1.8781629570254244,2.9596012559492695
015,1,0,240,253.8075,2B,8A,1,0.026399999999995316,0.9843482846502667,0.061688939705590626,2.3367022615758173
015,1,0,240,253.9603,8A,5B,1,0.05510000000001014,0.13336471118755,0.2015515451739332,3.657922779925519
015,1,0,240,254.1443,5B,5A,1,0.10260000000002378,1.9653980481853157,0.14398002977496563,1.4033141303599634
015,1,0,240,254.2739,5A,4B,1,0.2939000000000078,13.35412363881741,0.0743822300082486,0.25308686630910726
015,1,0,240,254.6342,4B,4A,1,0.20000000000001705,6.1166067422140316,0.4062727632102478,2.0313638160510656
015,1,0,240,254.8677,4A,1A,1,0.5346999999999866,6.737692284733342,0.19553501545914995,0.3656910706174581
015,1,0,240,255.4273,1A,4A,1,0.048900000000003274,2.5529461197373706,0.20203245097976213,4.131542964821035
015,1,0,240,255.5025,4A,4B,1,0.15409999999999968,4.593546036928657,0.12135000162542255,0.7874756757003426
015,1,0,240,255.8675,4B,3A,1,0.43259999999997945,51.135522249708984,0.23232826734224568,0.5370510109622209
015,1,0,240,256.6006,3A,9B,1,0.032700000000033924,0.7302063866775264,0.0513302081739397,1.5697311368160993
015,1,0,240,256.6996,9B,6A,1,0.10009999999999764,1.9445688252963116,0.03488317145802542,0.3484832313489135
015,1,0,240,256.9334,6A,6B,1,0.03309999999999036,0.142492206350596,0.052598998436852375,1.589093608364583
015,1,0,240,257.2999,6B,6A,1,0.05760000000003629,0.8829481760523343,0.004437840314939208,0.07704583880097937
015,1,0,240,257.5898,6A,5B,1,0.09749999999996817,6.5816923955750335,0.039557275441187784,0.4057156455507764
015,1,0,240,258.2874,5B,PB,1,0.7318000000000211,110.8620444095382,0.05566708060074649,0.07606870811798973
015,1,0,240,261.3605,PB,7B,1,0.461400000000026,72.60813914471316,0.0747215151746807,0.16194519977173058
015,1,0,240,262.0061,7B,5B,1,0.1915000000000191,21.268395409062194,3.182946881547664,16.621132540717216
015,1,0,240,262.3312,5B,9B,1,0.13189999999997326,9.39951060558294,0.08214100211398695,0.6227521009401334
015,1,0,240,262.6312,9B,6B,1,0.16490000000004557,1.9111934601829326,283.1320051519158,1716.9921476763952
015,1,0,240,263.0293,6B,6A,1,0.03350000000000364,0.12125935399613397,2.0918071863183276,62.44200556173434
015,1,0,240,263.2953,6A,6B,1,0.03440000000000509,0.35668557252640554,0.04044268440756644,1.1756594304523387
015,1,0,240,265.6616,6B,9A,1,0.09979999999995925,4.580094394915092,1.8398006763526609,18.434876516567254
015,1,0,240,265.8947,9A,5B,1,0.06610000000000582,3.007696221196407,1.8783588653437246,28.416926858450214
015,1,0,240,266.0611,5B,8B,1,0.033299999999997,1.6004168376481,1.7917876329884213,53.80743642608357
015,1,0,240,266.2274,8B,8A,1,0.03370000000001028,3.9284377758450013,0.06089577926293395,1.8069964172971922
015,1,0,240,266.3949,8A,8B,1,0.06790000000000873,2.5353627868302517,0.15673726873338056,2.308354473245367
015,1,0,240,266.6945,8B,PB,1,0.5317000000000007,101.67287591585807,0.049332505977296645,0.09278259540586153
