ID,ExpertLevel,Complexity,30sTnterval,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
040,0,1,420,420.1371,3B,6B,1,0.03340000000002874,0.26244944276563587,0.3109282841434983,9.309230064168586
040,0,1,420,420.4043,6B,8B,1,0.066599999999994,2.761536082565746,0.040262249401766044,0.6045382793058509
040,0,1,420,421.5383,8B,5B,1,0.13269999999999982,4.911889712269819,0.016165209598393626,0.12181770609188883
040,0,1,420,421.8714,5B,8B,1,0.06589999999999918,0.5649399589425812,0.02615800365930084,0.3969348051487278
040,0,1,420,422.1371,8B,7A,1,0.16689999999999827,5.847329647957402,0.08578315959202329,0.5139793864111695
040,0,1,420,422.5368,7A,4B,1,0.13379999999995107,1.8903812472652106,1.7989942630351663,13.445398079490465
040,0,1,420,423.0031,4B,PB,1,0.3661999999999921,52.689432928287815,0.06238941048767808,0.1703697719488788
040,0,1,420,423.7774,PB,2A,1,0.4812000000000012,56.265972761651945,1.969583866148177,4.093067053508255
040,0,1,420,424.5582,2A,7B,1,0.03309999999999036,0.5720432363405763,0.1802946807034905,5.446969205545106
040,0,1,420,424.8581,7B,2B,1,0.0331000000000472,0.4177130606724866,0.009791312029038159,0.2958100310883443
040,0,1,420,425.4586,2B,7B,1,0.03300000000001546,0.3571841459806038,0.0865512305463651,2.6227645620098348
040,0,1,420,425.7245,7B,2A,1,0.03350000000000364,0.05895912428984218,0.24402087539134845,7.284205235561849
040,0,1,420,425.8242,2A,PB,1,0.8322000000000003,78.63879089879504,0.07990214813013502,0.09601315564784306
040,0,1,420,427.6467,PB,4B,1,0.6700000000000159,70.93675130190755,0.07952974458930454,0.11870111132731738
040,0,1,420,428.5311,4B,8A,1,0.3247000000000071,18.288548267617198,0.544365219764367,1.6765174615471363
040,0,1,420,428.9559,8A,5B,1,0.03360000000003538,0.0014505585580195657,0.04857604233940808,1.4457155458141944
040,0,1,420,429.1222,5B,8B,1,0.06689999999997553,0.28658311624339206,0.045710978121672276,0.683273215570837
040,0,1,420,429.2892,8B,9A,1,0.09969999999998436,10.158651132893816,0.0688320591553094,0.6903917668537634
040,0,1,420,429.4887,9A,6A,1,0.03370000000001028,0.9980783351277474,1.7528852699617854,52.01439970211427
040,0,1,420,429.6563,6A,8B,1,0.06600000000003092,3.857783727128961,0.04448048760569063,0.6739467819040877
040,0,1,420,430.0779,8B,4B,1,0.2998999999999796,25.715209175576625,0.046109471922371865,0.15374948957110704
040,0,1,420,430.6775,4B,7A,1,0.1331000000000131,2.509998297529755,0.25820464935589355,1.9399297472266577
040,0,1,420,431.0437,7A,4A,1,0.199799999999982,4.56409794394164,0.11102406096229761,0.5556759807923304
040,0,1,420,431.7442,4A,4B,1,0.06620000000003756,0.5813228294734998,0.04179652252580348,0.6313674097549813
040,0,1,420,432.0775,4B,PB,1,0.46530000000001337,63.05625830210315,0.15582395058658347,0.33488921252219855
040,0,1,420,433.2294,PB,4A,1,0.369700000000023,67.01789121052244,1.7189185958540991,4.649495796196895
040,0,1,420,433.6518,4A,4B,1,0.026400000000023738,0.8659243826482452,0.10818017981515837,4.09773408390383
040,0,1,420,433.7326,4B,5A,1,0.2544000000000324,2.6151294936368785,0.04317770609423336,0.1697236874773108
040,0,1,420,434.187,5A,8B,1,0.266399999999976,7.790526682566323,0.07946302774342857,0.2982846386765606
040,0,1,420,434.4866,8B,3A,1,0.066599999999994,3.6710732436335203,0.12519396526590243,1.8797892682569626
040,0,1,420,435.3416,3A,3B,1,0.10029999999994743,2.0419505730474174,0.01611879831252944,0.1607058655287925
040,0,1,420,435.7413,3B,5B,1,0.36749999999995,15.097615082073027,3.0652572529410462,8.340836062425751
040,0,1,420,436.2748,5B,8B,1,0.03449999999997999,0.6285781275477067,0.11059004747335978,3.2055086224180847
040,0,1,420,436.3416,8B,5B,1,0.03309999999999036,0.21995518580934004,0.06856174917546969,2.0713519388365453
040,0,1,420,436.4755,5B,6A,1,0.06630000000001246,2.786634774754992,0.11166254312883973,1.684201253828337
040,0,1,420,436.7083,6A,9B,1,0.03309999999999036,1.3420657641089684,0.06356089914412794,1.9202688563186239
040,0,1,420,437.2415,9B,6A,1,0.03280000000000882,0.5572989894665445,0.04676555710135388,1.4257791799189423
040,0,1,420,437.6409,6A,9A,1,0.033299999999997,0.44106148994530736,0.12642240876937277,3.7964687318133383
040,0,1,420,437.7739,9A,8B,1,0.20079999999995835,7.370170428874577,1.9295364887569946,9.609245461939217
040,0,1,420,438.4076,8B,5B,1,0.099899999999991,0.5957469985400579,0.023563630641308207,0.235872178591695
040,0,1,420,438.7074,5B,8A,1,0.03309999999999036,1.2722457050939617,0.06130689720577918,1.8521721210210584
040,0,1,420,438.7737,8A,7B,1,0.13459999999997763,8.454055337859554,0.030816959843566798,0.22895215336977653
040,0,1,420,439.0073,7B,1B,1,1.1657000000000153,23.00182311298184,0.012855371305800592,0.011028027198936625
040,0,1,420,440.5064,1B,2B,1,0.300200000000018,24.101525571606736,0.031940187156777856,0.10639635961617569
040,0,1,420,440.9061,2B,5A,1,0.03340000000002874,0.6579701577579762,0.028621564271716513,0.8569330620267032
040,0,1,420,441.1062,5A,8B,1,0.13350000000002638,2.967173575285999,0.08506426746695701,0.6371855240969304
040,0,1,420,441.9741,8B,6A,1,0.06610000000000582,2.452454124321102,0.04004630959788932,0.6058443206941875
040,0,1,420,442.1058,6A,9A,1,0.03289999999998372,1.3700564022091504,0.020351701007286702,0.6185927357840965
040,0,1,420,442.2721,9A,6A,1,0.03429999999997335,0.5657215916369327,0.015465088646759155,0.4508772200224831
040,0,1,420,442.4063,6A,9A,1,0.03309999999999036,0.025153860570148456,0.010577077608531597,0.31954917246328335
040,0,1,420,442.6057,9A,6A,1,0.033999999999991815,0.1822664275955289,286.4907536121507,8426.19863565352
040,0,1,420,443.1057,6A,8B,1,0.06630000000001246,2.3352610232748248,0.07423769877708766,1.1197239634551088
040,0,1,420,443.8058,8B,2B,1,0.20050000000003365,6.072536178357039,0.029924047444488535,0.1492471194238579
040,0,1,420,445.4053,2B,2A,1,0.06709999999998217,1.162524877713981,0.04061692805961578,0.6053193451509176
040,0,1,420,445.9711,2A,PB,1,0.23220000000003438,64.79468433133879,0.09009183579126377,0.38799240220176756
040,0,1,420,449.4944,PB,4A,1,0.31639999999998736,69.69913687493951,0.04394967485158408,0.13890541988491098
040,0,1,420,449.8897,4A,4B,1,0.052500000000009095,1.025392219279567,0.02442367096814049,0.46521278034545255
