ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
031,E,240,240.8602,8B,2.498500000000007,,,,
031,E,240,240.9938,6A,0.0998000000000161,,,,
031,E,240,241.1266,9A,0.1330999999999846,,,,
031,E,240,241.1935,6A,0.066599999999994,,,,
031,E,240,241.2265,9A,0.0336000000000069,,,,
031,E,240,241.2934,6A,0.0663000000000124,,,,
031,E,240,249.5768,PB,7.309400000000011,,,,
031,E,240,249.8168,1A,0.0255999999999971,,,,
031,E,240,249.9668,1B,0.1484000000000094,,,,
031,E,240,250.0199,2A,0.0240000000000009,,,,
031,E,240,250.3012,2B,0.0341999999999984,,,,
031,E,240,250.3681,5B,0.0343000000000017,,,,
031,E,240,250.5682,6A,0.0334000000000003,,,,
031,E,240,250.8008,3A,0.2338000000000022,,,,
031,E,240,250.8354,9B,0.0323999999999955,,,,
031,E,240,251.0334,6A,0.2009000000000185,,,,
031,E,240,251.5002,6B,0.4642999999999802,,,,
031,E,240,251.533,6A,0.0335000000000036,,,,
031,E,240,251.8667,5B,0.3000999999999862,,,,
031,E,240,251.8997,8B,0.0335000000000036,,,,
031,E,240,251.9662,5B,0.0669000000000039,,,,
031,E,240,252.1003,8B,0.1334999999999979,,,,
031,E,240,252.1336,5B,0.0328000000000088,,,,
031,E,240,252.3662,9A,0.0336000000000069,,,,
031,E,240,252.4991,9B,0.1338000000000079,,,,
031,E,240,252.6659,6B,0.1656999999999868,,,,
031,E,240,256.7287,PB,0.8072999999999695,,,,
031,E,240,257.2367,4A,0.0232000000000311,,,,
031,E,240,257.2599,4B,0.0240999999999758,,,,
031,E,240,257.3903,2A,0.0769000000000232,,,,
031,E,240,257.6543,2B,0.1664000000000101,,,,
031,E,240,257.6883,5B,0.0327999999999519,,,,
031,E,240,257.9544,9A,0.0658999999999991,,,,
031,E,240,258.0214,6B,0.0330999999999903,,,,
031,E,240,258.6871,3B,0.1345000000000027,,,,
031,E,240,259.1298,6B,0.0900000000000318,,,,
031,E,240,259.5294,6A,0.3996999999999957,,,,
031,E,240,259.896,9B,0.0997999999999592,,,,
031,E,240,260.0627,9A,0.1329000000000064,,,,
031,E,240,260.3299,8B,0.2335000000000491,,,,
031,E,240,260.5629,8A,0.2335999999999671,,,,
031,E,240,260.7299,5A,0.1333999999999946,,,,
031,E,240,261.1628,4B,0.2331000000000358,,,,
031,E,240,261.3289,4A,0.0334000000000287,,,,
031,E,240,261.6621,1A,0.1000999999999976,,,,
031,E,240,264.1825,PB,2.243999999999972,,,,
031,E,240,264.7375,4A,0.0509999999999877,,,,
031,E,240,264.8641,2A,0.1286000000000058,,,,
031,E,240,265.3392,2B,0.4064999999999941,,,,
031,E,240,265.406,5B,0.0662000000000375,,,,
031,E,240,265.4392,8B,0.0331999999999652,,,,
031,E,240,265.7389,5B,0.2998999999999796,,,,
031,E,240,266.1384,9B,0.1333000000000197,,,,
031,E,240,266.2722,6B,0.0663000000000124,,,,
031,E,240,266.5058,3A,0.234199999999987,,,,
031,E,240,266.7387,6B,0.2327999999999974,,,,
031,E,240,267.3817,6A,0.6426999999999907,,,,
031,E,240,267.515,9B,0.1338000000000079,,,,
031,E,240,267.5487,9A,0.0326000000000021,,,,
031,E,240,267.7483,8B,0.0336000000000353,,,,
031,E,240,267.9494,5B,0.2004000000000019,,,,
031,E,240,268.3148,8A,0.3661999999999921,,,,
031,E,240,268.5483,5B,0.2327999999999974,,,,
031,E,240,268.7481,2B,0.1999000000000137,,,,
031,E,240,269.2144,1B,0.0330999999999903,,,,
031,E,240,269.2475,4A,0.0333999999999719,,,,
031,E,240,269.7473,7B,0.2651000000000181,,,,
