ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
024,1,120,122.0029,8B,9A,1,0.8327000000000027,,,,
024,1,120,123.8349,9A,2A,1,0.2669999999999959,,,,
024,1,120,124.1019,2A,7A,1,0.03289999999999793,,,,
024,1,120,124.4345,7A,1A,1,0.06640000000000157,,,,
024,1,120,124.5009,1A,PB,1,0.5327999999999946,,,,
024,1,120,125.2004,PB,5B,1,0.267399999999995,,,,
024,1,120,125.4678,5B,2B,1,0.03350000000000364,,,,
024,1,120,125.5013,2B,5A,1,0.03300000000000125,,,,
024,1,120,125.5343,5A,5B,1,0.033900000000002706,,,,
024,1,120,125.7679,5B,9A,1,0.06629999999999825,,,,
024,1,120,125.8342,9A,6A,1,0.03370000000001028,,,,
024,1,120,126.4669,6A,5B,1,0.06690000000000396,,,,
024,1,120,126.5668,5B,8A,1,0.033699999999996066,,,,
024,1,120,126.6005,8A,2B,1,0.03310000000000457,,,,
024,1,120,126.6336,2B,5B,1,0.03289999999999793,,,,
024,1,120,126.6665,5B,2B,1,0.03459999999999752,,,,
024,1,120,126.7011,2B,2A,1,0.03249999999999886,,,,
024,1,120,126.7336,2A,4B,1,0.06650000000000489,,,,
024,1,120,126.9003,4B,4A,1,0.10020000000000095,,,,
024,1,120,127.0005,4A,1B,1,0.09969999999999857,,,,
024,1,120,127.9328,1B,1A,1,0.10060000000000002,,,,
024,1,120,128.2332,1A,PB,1,0.29899999999997817,,,,
024,1,120,133.6771,PB,1A,1,0.44310000000001537,,,,
024,1,120,134.1202,1A,1B,1,0.022799999999989495,,,,
024,1,120,134.143,1B,4B,1,0.1348000000000127,,,,
024,1,120,134.3193,4B,7A,1,0.04570000000001073,,,,
024,1,120,134.365,7A,2A,1,0.020999999999986585,,,,
024,1,120,134.386,2A,5A,1,0.022999999999996135,,,,
024,1,120,134.4578,5A,2B,1,0.028199999999998226,,,,
024,1,120,134.5197,2B,5A,1,0.0327000000000055,,,,
024,1,120,134.5524,5A,2B,1,0.03360000000000696,,,,
024,1,120,135.0187,2B,5A,1,0.16679999999999495,,,,
024,1,120,135.352,5A,2B,1,0.03289999999998372,,,,
024,1,120,135.3849,2B,5A,1,0.03450000000000841,,,,
024,1,120,135.4194,5A,PB,1,0.46510000000000673,,,,
024,1,120,137.2953,PB,2A,1,0.2920000000000016,,,,
024,1,120,137.6355,2A,5A,1,0.1507000000000005,,,,
024,1,120,137.7862,5A,5B,1,0.03159999999999741,,,,
024,1,120,138.2516,5B,PB,1,0.6315999999999917,,,,
024,1,120,142.749,PB,7B,1,0.2670999999999992,,,,
024,1,120,143.0161,7B,7A,1,0.06579999999999586,,,,
024,1,120,143.0819,7A,2A,1,0.0332000000000221,,,,
024,1,120,143.2671,2A,5A,1,0.020700000000005048,,,,
024,1,120,143.2878,5A,8A,1,0.021399999999999864,,,,
024,1,120,143.3092,8A,5B,1,0.02389999999999759,,,,
024,1,120,143.8824,5B,9A,1,0.8654999999999973,,,,
024,1,120,144.7479,9A,6A,1,0.09950000000000614,,,,
024,1,120,145.1698,6A,9A,1,0.033799999999985175,,,,
024,1,120,145.3365,9A,6A,1,0.09970000000001278,,,,
024,1,120,145.9509,6A,9B,1,0.019900000000006912,,,,
024,1,120,146.0152,9B,6A,1,0.021100000000018326,,,,
024,1,120,146.0585,6A,9B,1,0.02209999999999468,,,,
024,1,120,146.0806,9B,6A,1,0.026999999999986812,,,,
024,1,120,146.1076,6A,5B,1,0.06230000000002178,,,,
024,1,120,146.1699,5B,2B,1,0.022599999999982856,,,,
024,1,120,146.3474,2B,2A,1,0.04420000000001778,,,,
024,1,120,146.4591,2A,7A,1,0.04540000000000077,,,,
024,1,120,146.6364,7A,2A,1,0.0660999999999774,,,,
024,1,120,147.0023,2A,4B,1,0.033299999999997,,,,
024,1,120,147.0356,4B,1A,1,0.34490000000002397,,,,
024,1,120,147.3805,1A,4B,1,0.03159999999999741,,,,
024,1,120,147.4121,4B,7B,1,0.3837999999999795,,,,
024,1,120,147.7959,7B,2A,1,0.020800000000008367,,,,
024,1,120,147.8627,2A,7B,1,0.021700000000009823,,,,
024,1,120,148.4685,7B,2A,1,0.03350000000000364,,,,
024,1,120,148.502,2A,7B,1,0.03340000000000032,,,,
024,1,120,149.2596,7B,2A,1,0.026799999999980173,,,,
024,1,120,149.2864,2A,PB,1,0.3716000000000008,,,,
