ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,active_disruption,passive_disruption,duration_time_until_first_fixation
032,1,1,360,360.0093,8B,0.299699999999973,0,0.16685590636147818,0.100399999999979,6.600281094499767,3.0,0.0,1,0,0.00929999999999609
032,1,1,360,361.6428,7B,0.4658999999999764,0,0.08272942421862094,0.0,7.670868219724595,3.0,-1.0,0,0,1.6428000000000225
032,1,1,360,362.3427,8B,1.2655000000000314,1,0.11418086030884655,1.1659999999999957,6.439881057632743,3.0,0.0,1,0,2.3426999999999794
032,1,1,360,363.6082,5B,0.3994000000000142,0,0.11034461469481144,0.0,5.338121616709749,2.0,0.0,1,0,3.6082000000000107
032,1,1,360,364.7755,1B,0.0655999999999608,0,0.0241182813614782,0.0,5.332431921971709,1.0,-1.0,0,1,4.775500000000022
032,1,1,360,365.5578,2A,0.2825000000000273,0,0.0963945313614781,0.0,3.8675112126609164,1.0,0.0,1,0,5.557799999999986
032,1,1,360,365.8753,2B,0.3650000000000091,0,0.1616810086342054,0.0,3.445126554327848,1.0,0.0,1,0,5.8752999999999815
032,1,1,360,366.2403,7B,0.2331000000000358,0,0.1927900670757638,0.0,7.285049592535811,3.0,-1.0,0,0,6.240299999999991
032,1,1,360,367.2224,8B,0.053100000000029,0,0.26693928136147804,0.0,6.8468869431992765,3.0,0.0,1,0,7.222399999999993
032,1,1,360,367.5952,2A,0.0666000000000508,0,0.26739278136147804,0.0,3.9953901407111174,1.0,0.0,1,0,7.595199999999977
032,1,1,360,367.8282,3A,0.333500000000015,0,0.3839812812311953,0.0,2.85711041594,1.0,1.0,0,0,7.828199999999981
032,1,1,360,368.728,7B,0.166499999999985,0,0.3482851813614781,0.0,7.511437636584245,3.0,-1.0,0,0,8.728000000000009
032,1,1,360,368.9613,7A,0.5661999999999807,0,0.28196669312618394,0.0,7.770561898400782,3.0,-1.0,0,0,8.961299999999994
032,1,1,360,370.1277,4A,0.0663000000000124,0,0.2842652813614781,0.0,5.7825582284911405,2.0,-1.0,0,0,10.127700000000004
032,1,1,360,370.2604,7B,1.733000000000004,1,0.3398451755922474,1.0667000000000244,6.4808699561381085,3.0,-1.0,0,0,10.260400000000004
032,1,1,360,372.0262,5A,0.3336999999999648,0,0.2730647313614781,0.0,4.251304542094334,2.0,0.0,1,0,12.026200000000017
032,1,1,360,372.3933,2B,0.2328999999999723,0,0.41088399564719247,0.0,2.6009743460582504,1.0,0.0,1,0,12.39330000000001
032,1,1,360,372.6595,6A,0.2664000000000328,0,0.3388919688614781,0.0,5.05286186465686,2.0,1.0,0,0,12.65949999999998
032,1,1,360,372.9259,3A,0.1000999999999976,0,0.3033161146948114,0.0,3.644926613324548,1.0,1.0,0,0,12.925900000000013
032,1,1,360,374.143,PB,0.2197000000000457,0,0.010135336917033635,0.0,1.303417944023183,0.0,0.0,0,0,14.142999999999972
032,1,1,360,375.2056,6B,0.2103999999999928,0,0.03307721886147813,0.0,5.491522962169709,2.0,1.0,0,0,15.205600000000004
032,1,1,360,375.5821,2B,0.0663999999999873,0,0.06485178136147796,0.0,2.9946529881975237,1.0,0.0,1,0,15.582100000000025
032,1,1,360,375.8151,8A,0.2347000000000321,0,0.15364035279004953,0.0,6.522936412827032,3.0,0.0,1,0,15.815099999999973
032,1,1,360,376.4151,7B,0.1653999999999769,0,0.08788028136147816,0.0,7.20354021018417,3.0,-1.0,0,0,16.415099999999995
032,1,1,360,376.6482,8A,0.0996000000000094,0,0.19714011469481138,0.0,6.465246701206095,3.0,0.0,1,0,16.648199999999974
032,1,1,360,376.7478,2B,0.2343000000000188,0,0.12594685279004958,0.0,2.9497392930310977,1.0,0.0,1,0,16.747799999999984
032,1,1,360,376.9821,8A,0.0658000000000242,0,0.11327528136147813,0.0,6.365965554774663,3.0,0.0,1,0,16.982100000000003
032,1,1,360,377.0479,5B,0.4320999999999912,0,0.11888358905378582,0.0,4.891441765829839,2.0,0.0,1,0,17.047900000000027
032,1,1,360,377.5138,9A,0.4655999999999949,0,0.2831574956471924,0.0,6.173596073463171,3.0,1.0,0,0,17.513800000000003
032,1,1,360,378.0127,6A,0.0677999999999769,0,0.31860153136147806,0.0,4.405283403116112,2.0,1.0,0,0,18.012699999999995
032,1,1,360,378.3471,5A,0.065999999999974,0,0.2746827813614785,0.0,4.791466476338398,2.0,0.0,1,0,18.34710000000001
032,1,1,360,379.0451,PB,2.395500000000027,1,-0.3942018126234843,0.0,2.792309097974011,0.0,0.0,0,0,19.04509999999999
032,1,1,360,383.8106,2A,0.299099999999953,0,0.10517467025036696,0.0,3.2126641726157117,1.0,0.0,1,0,23.810600000000022
032,1,1,360,384.1442,4B,0.3326000000000135,0,0.19858883136147812,0.0,5.6218176378077525,2.0,-1.0,0,0,24.144200000000012
032,1,1,360,384.5105,5A,0.1335000000000263,0,0.20506853136147812,0.0,4.6138638703986645,2.0,0.0,1,0,24.51049999999998
032,1,1,360,384.7434,4A,0.0674999999999954,0,0.32637978136147816,0.0,6.187855569098841,2.0,-1.0,0,0,24.74340000000001
032,1,1,360,384.9434,1B,0.2660000000000195,0,0.33245259386147813,0.0,4.443217325454335,1.0,-1.0,0,1,24.943399999999997
032,1,1,360,385.2763,5A,0.0670999999999821,0,0.5015620313614784,0.0,4.848129460379649,2.0,0.0,1,0,25.276299999999992
032,1,1,360,385.3434,2B,0.0665000000000191,0,0.5331437813614781,0.0,2.9621394060499613,1.0,0.0,1,0,25.343399999999974
032,1,1,360,385.4099,5A,0.1995000000000004,0,0.5278796146948115,0.0,4.652866297291876,2.0,0.0,1,0,25.409899999999993
032,1,1,360,385.777,5B,0.6333000000000197,0,0.506650991887794,0.0,4.867290071312295,2.0,0.0,1,0,25.776999999999987
032,1,1,360,386.5093,9A,0.2671000000000276,0,0.488778906361478,0.0,6.514553558500486,3.0,1.0,0,0,26.509299999999996
032,1,1,360,386.7764,6A,0.0994000000000028,0,0.48966128136147824,0.0,4.813280569560752,2.0,1.0,0,0,26.776400000000024
032,1,1,360,386.8758,9A,0.2001999999999952,0,0.49146194802814475,0.0,6.4788973291377525,3.0,1.0,0,0,26.875800000000027
032,1,1,360,387.1092,8B,0.266900000000021,0,0.36570453136147807,0.0,6.647389743410379,3.0,0.0,1,0,27.109199999999987
032,1,1,360,387.3761,5B,1.4658999999999764,1,0.39230329272511444,0.9001000000000079,4.904553012115794,2.0,0.0,1,0,27.376100000000008
032,1,1,360,389.2086,3A,0.1997000000000071,0,0.7989494480281448,0.0,2.6534682840245942,1.0,1.0,0,0,29.20859999999999
032,1,1,360,389.5092,7B,0.0654999999999859,0,0.47818753136147807,0.0,7.580764349445169,3.0,-1.0,0,0,29.50920000000002
032,1,1,360,389.8086,2B,0.132599999999968,0,0.4081610313614781,0.0,3.2277974342366678,1.0,0.0,1,0,29.808600000000013
