ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
015,C,330,330.0491,PB,3.484100000000012,,,,
015,C,330,330.7108,1A,0.050799999999981,,,,
015,C,330,331.4762,5A,0.0339000000000169,,,,
015,C,330,331.7777,8A,0.2998000000000047,,,,
015,C,330,332.176,9A,0.332300000000032,,,,
015,C,330,332.3429,6A,0.1666999999999916,,,,
015,C,330,332.6092,8B,0.0334000000000287,,,,
015,C,330,333.1093,7B,0.2998999999999796,,,,
015,C,330,333.1432,2A,0.0330000000000154,,,,
015,C,330,333.3428,5A,0.0335999999999785,,,,
015,C,330,333.5768,2B,0.233600000000024,,,,
015,C,330,333.6433,6A,0.0331999999999652,,,,
015,C,330,333.709,3A,0.0663000000000124,,,,
015,C,330,333.7758,6B,0.0661000000000058,,,,
015,C,330,333.842,3A,0.0668000000000006,,,,
015,C,330,333.942,6B,0.1005000000000109,,,,
015,C,330,334.2433,3B,0.2337999999999738,,,,
015,C,330,334.4419,3A,0.1996000000000322,,,,
015,C,330,334.4755,6A,0.033299999999997,,,,
015,C,330,339.7037,PB,2.487700000000018,,,,
015,C,330,340.6515,7A,0.330600000000004,,,,
015,C,330,340.8515,7B,0.1667999999999665,,,,
015,C,330,340.8853,5A,0.0327000000000339,,,,
015,C,330,341.1849,8A,0.1992999999999938,,,,
015,C,330,341.4844,5B,0.2672999999999774,,,,
015,C,330,341.5518,9A,0.0330999999999903,,,,
015,C,330,342.4509,5B,0.4669000000000096,,,,
015,C,330,342.8175,8A,0.3665000000000304,,,,
015,C,330,343.0843,2B,0.2663000000000011,,,,
015,C,330,343.1172,5B,0.0334999999999467,,,,
015,C,330,343.4844,2B,0.3663000000000238,,,,
015,C,330,343.517,8A,0.0335999999999785,,,,
015,C,330,343.5838,2B,0.0673000000000456,,,,
015,C,330,343.6513,8A,0.0663999999999873,,,,
015,C,330,343.6843,2B,0.0326000000000021,,,,
015,C,330,343.7507,8A,0.0670999999999821,,,,
015,C,330,343.784,5B,0.0334000000000287,,,,
015,C,330,343.8174,2B,0.033299999999997,,,,
015,C,330,343.9173,8A,0.0996000000000094,,,,
015,C,330,344.1171,5B,0.2000999999999635,,,,
015,C,330,344.1504,8A,0.0337999999999851,,,,
015,C,330,344.2104,5B,0.052500000000009,,,,
015,C,330,344.2636,8A,0.0545000000000186,,,,
015,C,330,344.372,5B,0.1094999999999686,,,,
015,C,330,344.4279,2B,0.0602000000000089,,,,
015,C,330,344.5935,7A,0.032699999999977,,,,
015,C,330,349.5751,PB,4.341200000000015,,,,
015,C,330,351.1802,2B,0.9147000000000388,,,,
015,C,330,351.2144,8A,0.0330999999999903,,,,
015,C,330,351.2475,2B,0.0344999999999799,,,,
015,C,330,351.282,8A,0.0330999999999903,,,,
015,C,330,352.614,5B,1.332400000000007,,,,
015,C,330,352.9782,5A,0.1323999999999614,,,,
015,C,330,353.5113,7B,0.1994000000000255,,,,
015,C,330,353.7115,7A,0.199799999999982,,,,
015,C,330,353.7444,4B,0.0332000000000221,,,,
015,C,330,354.1774,1A,0.1665999999999599,,,,
015,C,330,355.9692,PB,1.615600000000029,,,,
015,C,330,357.0764,4A,0.5346000000000117,,,,
015,C,330,357.4761,1B,0.0668999999999755,,,,
015,C,330,357.6426,1A,0.1001999999999725,,,,
015,C,330,357.6762,1B,0.0335999999999785,,,,
015,C,330,357.7098,4B,0.0328000000000088,,,,
015,C,330,358.3095,8A,0.3000999999999862,,,,
015,C,330,358.3433,5A,0.0335000000000036,,,,
015,C,330,358.3768,8A,0.033299999999997,,,,
015,C,330,359.1426,6A,0.165899999999965,,,,
015,C,330,359.4423,6B,0.0336000000000353,,,,
015,C,330,359.6421,3A,0.1657999999999901,,,,
015,C,330,359.675,6B,0.0335000000000036,,,,
015,C,330,359.8419,6A,0.1669999999999731,,,,
015,C,330,359.9756,5B,0.0668999999999755,,,,
