ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
019,0,180,181.0373,PB,5B,1,0.7302000000000248,,,,
019,0,180,181.7675,5B,9A,1,0.13349999999999795,,,,
019,0,180,182.1333,9A,6A,1,0.03460000000001173,,,,
019,0,180,182.3995,6A,9B,1,0.034000000000020236,,,,
019,0,180,182.4335,9B,6B,1,0.033299999999997,,,,
019,0,180,182.6334,6B,3B,1,0.032299999999992224,,,,
019,0,180,183.0314,3B,6B,1,0.06630000000001246,,,,
019,0,180,183.2654,6B,6A,1,0.03249999999999886,,,,
019,0,180,183.2979,6A,8B,1,0.09979999999998768,,,,
019,0,180,183.4982,8B,5B,1,0.033299999999997,,,,
019,0,180,183.7316,5B,2B,1,0.0327000000000055,,,,
019,0,180,184.298,2B,8A,1,0.03299999999998704,,,,
019,0,180,184.5311,8A,5A,1,0.03350000000000364,,,,
019,0,180,184.5976,5A,2B,1,0.03350000000000364,,,,
019,0,180,184.8311,2B,5A,1,0.034000000000020236,,,,
019,0,180,184.8651,5A,7B,1,0.06589999999999918,,,,
019,0,180,185.4307,7B,4B,1,0.06700000000000728,,,,
019,0,180,185.6307,4B,7A,1,0.033299999999997,,,,
019,0,180,185.664,7A,4B,1,0.03390000000001692,,,,
019,0,180,185.7312,4B,7A,1,0.03340000000000032,,,,
019,0,180,185.7981,7A,4B,1,0.032299999999992224,,,,
019,0,180,186.0975,4B,4A,1,0.0671000000000106,,,,
019,0,180,186.4637,4A,1B,1,0.03340000000000032,,,,
019,0,180,186.4971,1B,1A,1,0.16680000000002337,,,,
019,0,180,187.0965,1A,2A,1,0.10020000000000095,,,,
019,0,180,187.4967,2A,5A,1,0.03319999999999368,,,,
019,0,180,187.5299,5A,2B,1,0.033299999999997,,,,
019,0,180,187.7968,2B,5B,1,0.03350000000000364,,,,
019,0,180,187.8303,5B,9B,1,0.1664000000000101,,,,
019,0,180,188.1289,9B,6A,1,0.16790000000000305,,,,
019,0,180,188.529,6A,PB,1,0.5322000000000173,,,,
019,0,180,191.3936,PB,7B,1,0.5343000000000018,,,,
019,0,180,192.1281,7B,8A,1,0.033299999999997,,,,
019,0,180,192.2942,8A,2B,1,0.03290000000001214,,,,
019,0,180,192.4609,2B,8B,1,0.033799999999985175,,,,
019,0,180,192.4947,8B,5B,1,0.03300000000001546,,,,
019,0,180,192.7274,5B,8A,1,0.0332000000000221,,,,
019,0,180,193.1939,8A,2B,1,0.033699999999981856,,,,
019,0,180,194.1937,2B,8A,1,0.034099999999995134,,,,
019,0,180,195.6267,8A,5B,1,0.03350000000000364,,,,
019,0,180,195.6933,5B,8A,1,0.03310000000001878,,,,
019,0,180,196.1267,8A,5B,1,0.03319999999999368,,,,
019,0,180,196.1599,5B,8A,1,0.03340000000000032,,,,
019,0,180,197.5924,8A,8B,1,0.03360000000000696,,,,
019,0,180,200.1253,8B,6A,1,0.06739999999999213,,,,
019,0,180,200.3573,6A,9A,1,0.033899999999988495,,,,
019,0,180,200.3912,9A,6A,1,0.03309999999999036,,,,
019,0,180,200.4906,6A,9B,1,0.033299999999997,,,,
019,0,180,200.8247,9B,PB,1,0.5313999999999908,,,,
019,0,180,205.0338,PB,8A,1,0.6764999999999759,,,,
019,0,180,205.7103,8A,2B,1,0.03370000000001028,,,,
019,0,180,205.7773,2B,8A,1,0.03350000000000364,,,,
019,0,180,206.0104,8A,5B,1,0.03299999999998704,,,,
019,0,180,206.0434,5B,8A,1,0.034099999999995134,,,,
019,0,180,206.2436,8A,5B,1,0.03310000000001878,,,,
019,0,180,206.2767,5B,8B,1,0.1004000000000076,,,,
019,0,180,206.3771,8B,5B,1,0.03309999999999036,,,,
019,0,180,206.5098,5B,8B,1,0.034099999999995134,,,,
019,0,180,206.6769,8B,5B,1,0.06660000000002242,,,,
019,0,180,207.0765,5B,4B,1,0.06759999999999877,,,,
019,0,180,207.3093,4B,4A,1,0.06709999999998217,,,,
019,0,180,207.4766,4A,1B,1,0.03310000000001878,,,,
019,0,180,207.9758,1B,PB,1,0.3662999999999954,,,,
