ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
031,0,1,150,150.0107,PB,4.888499999999993,0,-0.40295160293159704,,,,,
031,0,1,150,153.1986,4B,0.0663000000000124,0,-0.13793810293159692,,,,,
031,0,1,150,153.3654,2A,0.1332000000000164,0,-0.07074422793159696,,,,,
031,0,1,150,153.4986,5A,0.0673999999999921,0,-0.055575102931596954,,,,,
031,0,1,150,153.566,8A,0.1330999999999846,0,-0.024754227931596873,,,,,
031,0,1,150,153.6991,5B,0.3327000000000168,0,0.018407797068402943,,,,,
031,0,1,150,154.3988,9A,0.3329999999999984,0,0.33698704706840293,,,,,
031,0,1,150,154.8314,9B,0.2667999999999892,0,0.24414370956840287,,,,,
031,0,1,150,155.5316,7B,0.6995000000000005,1,0.37846046135411715,,,,,
031,0,1,150,159.4972,4B,0.2326000000000192,0,0.4043792899255458,,,,,
031,0,1,150,159.7298,4A,0.1325999999999965,0,0.46163302206840284,,,,,
031,0,1,150,160.4277,PB,3.3130000000000166,0,-0.3213314667247006,,,,,
031,0,1,150,164.1611,4B,0.0886999999999886,0,-0.3735961862649304,,,,,
031,0,1,150,164.2833,5A,0.1993999999999971,0,-0.14685701959826378,,,,,
031,0,1,150,164.4827,2B,0.2668000000000177,0,-0.17757879043159708,,,,,
031,0,1,150,165.3489,8A,0.3013000000000261,0,-0.013287964042708255,,,,,
031,0,1,150,165.6502,2B,0.198599999999999,0,0.006781063735069444,,,,,
031,0,1,150,166.0155,3A,0.2997000000000014,0,0.3117378692906252,,,,,
031,0,1,150,166.415,6A,0.4005999999999972,0,0.44119381373506955,,,,,
031,0,1,150,166.8156,9B,0.1665000000000134,0,0.4467504470684028,,,,,
031,0,1,150,167.0485,9A,0.2343000000000188,0,0.42919657563983155,,,,,
031,0,1,150,167.4816,3A,0.0663000000000124,0,0.430184647068403,,,,,
031,0,1,150,167.5479,3B,0.3334000000000117,0,0.5262288470684029,,,,,
031,0,1,150,169.5804,9B,0.0668000000000006,0,0.5951436470684028,,,,,
031,0,1,150,169.6472,6A,0.1668999999999982,0,0.6586504470684028,,,,,
031,0,1,150,171.0787,PB,1.6576000000000022,0,0.08107052563983146,,,,,
031,0,1,150,173.0122,1B,0.066599999999994,0,0.1264051470684029,,,,,
031,0,1,150,173.2788,4A,0.1336000000000012,0,0.25570977206840284,,,,,
031,0,1,150,173.8449,1A,0.0668000000000006,0,0.4425705518303077,,,,,
031,0,1,150,175.078,4A,0.0888999999999953,0,0.5855418970684028,,,,,
031,0,1,150,175.1894,7A,0.3549999999999897,0,0.5381951016138573,,,,,
031,0,1,150,176.2663,1A,0.0681999999999902,1,0.6186863359572918,,,,,
031,0,1,150,178.9429,1B,0.0460999999999955,0,0.4972773970684029,,,,,
031,0,1,150,179.4549,1A,0.6016999999999939,0,0.6319386270684029,,,,,
