ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption
022,0,420,420.0401,4B,0.266900000000021,0,-0.23169619001666897,,
022,0,420,420.4727,2A,0.4322999999999979,0,-0.18345844001666906,,
022,0,420,420.907,4A,0.2769000000000119,0,-0.1342128566833357,,
022,0,420,421.6387,9B,0.1007999999999924,0,0.06313265998333106,,
022,0,420,423.2717,3A,1.5994000000000028,0,0.09269242456666427,,
022,0,420,423.7048,6A,0.4325000000000045,0,0.21925390613717713,,
022,0,420,424.0048,9B,0.3004000000000246,0,0.23734467109444202,,
022,0,420,424.2312,6B,0.2192000000000007,0,0.07203520284047382,,
022,0,420,427.1901,2A,0.1136000000000194,0,0.21898114331666427,,
022,0,420,427.2968,7B,0.0262999999999919,0,-0.18234894001666913,,
022,0,420,427.7922,8A,0.0326000000000021,0,-0.7217934400166688,,
022,0,420,427.9913,5B,0.0337999999999851,0,-0.5389135400166689,,
022,0,420,428.4903,8B,0.4986999999999852,0,-0.12321194001666909,,
022,0,420,428.8232,9A,0.0663999999999873,0,0.028945059983330967,,
022,0,420,429.4895,6A,0.6333999999999946,0,0.20379721787806776,,
022,0,420,429.7797,9A,0.2810999999999808,0,0.26585550998333096,,
022,0,420,430.4116,5B,0.3000000000000113,0,0.2535582418015129,,
022,0,420,430.4451,8A,0.0329999999999586,0,0.2517250599833307,,
022,0,420,431.0789,5A,0.6340000000000146,0,0.1630523231412257,,
022,0,420,432.8723,PB,1.1610000000000014,0,-0.6438289111705153,,
022,0,420,433.2704,7A,0.025100000000009,0,-0.6900549400166691,,
022,0,420,433.5432,2A,0.133199999999988,0,-0.42060969001666904,,
022,0,420,433.8101,4B,0.2336999999999989,0,-0.36065265430238336,,
022,0,420,434.1477,4A,0.3301999999999907,0,-0.29398321274394185,,
022,0,420,434.946,4B,0.0475000000000136,0,-0.07361472573095483,,
022,0,420,435.4995,5A,0.2995999999999981,0,0.08446524180151278,,
022,0,420,435.9327,7B,0.3992999999999824,0,0.15247430998333092,,
022,0,420,435.9977,5A,0.0335999999999785,0,0.25352555998333104,,
022,0,420,436.7886,5B,0.790300000000002,0,0.2877722907525617,,
022,0,420,437.02,4B,0.0332000000000221,0,0.32884305998333074,,
022,0,420,437.7868,1B,0.0333999999999719,0,-0.022399712743941903,,
022,0,420,438.2335,1A,0.0925999999999476,0,0.07513945284047382,,
022,0,420,439.214,1B,0.0215000000000031,0,0.007814226649997499,,
022,0,420,441.3962,2A,0.0337999999999851,1,0.17288361083078857,,
022,0,420,447.7809,PB,3.387900000000002,0,-0.5213663821219322,,
022,0,420,448.2818,4B,0.0332000000000221,0,-0.4745217733500026,,
022,0,420,448.5348,7A,0.0264999999999986,0,-0.369524940016669,,
022,0,420,448.7225,2A,0.188099999999963,0,-0.32961187751666915,,
022,0,420,448.9943,2B,0.2769000000000119,0,-0.3075933036530327,,
022,0,420,449.4257,5B,0.4329999999999927,0,-0.11548878617051515,,
022,0,420,449.626,8B,0.2001999999999952,0,-0.10395985668333574,,
022,0,420,449.9918,6A,0.432200000000023,0,0.0037608933166644043,,
