ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,click_duration?,distance_to_aoi,controller_direction(pointing)_angle,controller_duration_on_AOI,duration_time_until_first fixation
037,1,0,90,91.18433,8A,0.066670000000002,0,0.17901727646935317,,,,,
037,1,0,90,91.31615,5A,0.3329200000000014,0,0.15721397646935303,,,,,
037,1,0,90,91.64907,5B,0.3333200000000005,0,-0.029824373530646976,,,,,
037,1,0,90,92.11563,5A,0.5666099999999972,0,0.07566932879493443,,,,,
037,1,0,90,93.88175,8B,0.1998800000000073,0,0.19502119313601976,,,,,
037,1,0,90,94.11452,7A,0.2005599999999958,0,0.24094110980268635,,,,,
037,1,0,90,94.98103,4B,0.4327199999999891,0,0.09050102646935304,,,,,
037,1,0,90,95.48063,7A,0.0672599999999903,0,-0.20914722353064685,,,,,
037,1,0,90,95.54789,2A,0.0990500000000054,0,0.02904632058700008,,,,,
037,1,0,90,96.68005,6B,0.1334400000000073,0,0.07922076176347066,,,,,
037,1,0,90,97.91347,6A,0.5324600000000004,0,0.09146090146935307,,,,,
037,1,0,90,98.4793,5B,0.2334800000000001,0,0.37283331218363863,,,,,
037,1,0,90,98.71278,2B,0.1663700000000005,0,0.4336422264693532,,,,,
037,1,0,90,98.87915,5A,0.1338400000000064,0,0.260465026469353,,,,,
037,1,0,90,99.04565,2A,0.7003500000000003,0,0.15436776456459114,,,,,
037,1,0,90,99.84515,4B,0.0668799999999976,0,-0.1572177235306469,,,,,
037,1,0,90,99.97866,2A,0.3996399999999909,0,-0.0431252651973136,,,,,
037,1,0,90,100.744,PB,1.7553999999999943,0,-0.4181888156359101,,,,,
037,1,0,90,102.9891,2B,0.1777000000000015,0,-0.08559947353064694,,,,,
037,1,0,90,103.1668,5A,0.199300000000008,0,-0.0448938901973136,,,,,
037,1,0,90,103.3661,5B,0.8336000000000041,0,0.02584036646935304,,,,,
037,1,0,90,104.5652,5A,0.1336000000000012,0,0.01937027646935313,,,,,
037,1,0,90,104.7327,7B,0.1998999999999995,0,0.15688565146935304,,,,,
037,1,0,90,105.8991,4B,0.0655000000000001,0,0.02028965146935302,,,,,
037,1,0,90,107.2215,5B,0.2997999999999905,0,0.020078526469353108,,,,,
037,1,0,90,107.654,6A,0.1998000000000104,0,0.005749943136019731,,,,,
037,1,0,90,108.0214,6B,0.132000000000005,0,-0.1554132235306469,,,,,
037,1,0,90,108.3202,6A,0.4003000000000014,0,0.049210693136019744,,,,,
037,1,0,90,108.9215,8B,0.232600000000005,0,0.19822152646935298,,,,,
037,1,0,90,109.1541,5B,0.2001000000000061,0,0.13655594313601974,,,,,
037,1,0,90,109.3542,5A,0.3660999999999887,0,0.10017993556026213,,,,,
037,1,0,90,110.0874,7B,0.1661000000000001,0,0.12198762646935304,,,,,
037,1,0,90,110.5203,5A,0.6329999999999956,0,0.01343092120619518,,,,,
037,1,0,90,111.4867,4B,0.1334999999999979,0,0.069810276469353,,,,,
037,1,0,90,111.753,1A,0.6000999999999976,0,0.05054080424713081,,,,,
037,1,0,90,113.0193,6A,0.2664999999999935,0,0.06629208896935307,,,,,
037,1,0,90,113.2858,6B,0.3663000000000096,0,-0.09971301898519239,,,,,
037,1,0,90,113.6521,3A,0.5,0,-0.11388387353064693,,,,,
037,1,0,90,114.3522,9B,0.1677999999999997,0,0.07926132646935309,,,,,
037,1,0,90,114.52,6A,0.0649000000000086,0,0.1048480264693531,,,,,
037,1,0,90,114.7509,9A,0.1337000000000046,0,0.09151952646935313,,,,,
037,1,0,90,114.8846,6A,0.4334999999999951,0,0.11022244954627611,,,,,
037,1,0,90,115.4838,5B,0.1683999999999912,0,0.22886902646935314,,,,,
037,1,0,90,115.852,5A,0.0664000000000015,0,0.2526587957001223,,,,,
037,1,0,90,118.4153,2B,0.0665000000000048,0,0.02957277646935308,,,,,
037,1,0,90,118.4818,5A,0.1667999999999949,0,0.09476292646935307,,,,,
037,1,0,90,119.0485,1B,0.2663000000000011,0,0.2118875264693531,,,,,
