ID,condition,start_interval,start_transition,Node,AOI_duration,pupil_diameter,active_disruption,passive_disruption,number_clicked
010,C,330,330.629,PB,0.4098000000000183,,,,
010,C,330,331.1383,1B,0.0247999999999706,,,,
010,C,330,331.2932,4A,0.1290000000000191,,,,
010,C,330,331.4232,7B,0.0262999999999919,,,,
010,C,330,332.1431,2B,0.6471000000000231,,,,
010,C,330,333.2756,5B,0.8337000000000216,,,,
010,C,330,333.4755,2B,0.1329000000000064,,,,
010,C,330,333.7758,7A,0.066599999999994,,,,
010,C,330,334.3419,2A,0.0668000000000006,,,,
010,C,330,337.0625,1A,0.099899999999991,,,,
010,C,330,337.5294,1B,0.1001999999999725,,,,
010,C,330,337.6956,4A,0.1005000000000109,,,,
010,C,330,337.9623,4B,0.0333999999999719,,,,
010,C,330,338.2953,7B,0.0339000000000169,,,,
010,C,330,339.1619,5A,0.6326999999999998,,,,
010,C,330,339.7616,5B,0.066599999999994,,,,
010,C,330,340.2949,6A,0.0330000000000154,,,,
010,C,330,340.3279,9B,0.0334000000000287,,,,
010,C,330,340.3946,3A,0.0669999999999504,,,,
010,C,330,340.4283,9B,0.0332000000000221,,,,
010,C,330,340.7609,3A,0.0665000000000191,,,,
010,C,330,340.9282,9B,0.1001999999999725,,,,
010,C,330,341.2939,6B,0.2667000000000143,,,,
010,C,330,341.4939,6A,0.1671999999999798,,,,
010,C,330,341.8943,5B,0.0334000000000287,,,,
010,C,330,341.9277,8A,0.0328000000000088,,,,
010,C,330,342.3606,2A,0.1997000000000071,,,,
010,C,330,342.6607,4B,0.0327999999999519,,,,
010,C,330,342.6935,4A,0.0340000000000486,,,,
010,C,330,343.0268,1B,0.0337000000000102,,,,
010,C,330,343.7686,1A,0.053699999999992,,,,
010,C,330,343.821,1B,0.0255999999999971,,,,
010,C,330,344.2385,4A,0.066599999999994,,,,
010,C,330,344.4048,4B,0.0333999999999719,,,,
010,C,330,344.6384,2A,0.2332999999999856,,,,
010,C,330,345.3595,1B,0.1330999999999562,,,,
010,C,330,346.5902,PB,0.4667999999999779,,,,
010,C,330,348.6704,4A,0.0672000000000139,,,,
010,C,330,349.02,1B,0.1812999999999647,,,,
010,C,330,349.0449,4A,0.0260000000000104,,,,
010,C,330,349.259,7B,0.0561999999999898,,,,
010,C,330,350.0243,5A,0.0332000000000221,,,,
010,C,330,350.6235,8A,0.4998999999999682,,,,
010,C,330,350.8573,5A,0.0666999999999689,,,,
010,C,330,351.09,2B,0.0665000000000191,,,,
010,C,330,351.2566,5B,0.1666000000000167,,,,
010,C,330,352.7115,4B,0.1336000000000012,,,,
010,C,330,352.8448,7A,0.0991999999999961,,,,
010,C,330,353.2115,2A,0.3672000000000253,,,,
010,C,330,353.6111,4B,0.3328000000000202,,,,
010,C,330,353.8443,4A,0.1661999999999466,,,,
010,C,330,356.5464,PB,1.4618000000000393,,,,
010,C,330,356.8249,1A,0.0542000000000371,,,,
010,C,330,356.9867,4A,0.0273000000000251,,,,
010,C,330,357.014,2A,0.0255999999999971,,,,
010,C,330,357.0643,7A,0.0260000000000104,,,,
010,C,330,357.0903,2A,0.0295999999999594,,,,
010,C,330,357.1989,7B,0.105700000000013,,,,
010,C,330,357.5554,8A,0.1327999999999747,,,,
010,C,330,357.6216,8B,0.0669000000000323,,,,
010,C,330,357.6551,5B,0.0328000000000088,,,,
010,C,330,357.7215,8B,0.0672000000000139,,,,
010,C,330,357.8219,5B,0.0997999999999592,,,,
010,C,330,358.088,8A,0.0330999999999903,,,,
010,C,330,358.3211,2B,0.2001999999999952,,,,
010,C,330,358.3554,7B,0.0332000000000221,,,,
010,C,330,358.555,2A,0.1992000000000189,,,,
010,C,330,358.621,5B,0.0341000000000235,,,,
010,C,330,359.5545,9A,0.1997000000000071,,,,
010,C,330,359.9871,6A,0.3994000000000142,,,,
