ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
023,0,180,180.022,2B,5B,1,0.03540000000000987,,,,
023,0,180,180.2216,5B,9A,1,0.1337000000000046,,,,
023,0,180,180.8214,9A,6A,1,0.09969999999998436,,,,
023,0,180,181.1875,6A,9A,1,0.5005999999999915,,,,
023,0,180,181.6881,9A,6A,1,0.0332000000000221,,,,
023,0,180,182.5872,6A,5B,1,0.06680000000000064,,,,
023,0,180,182.654,5B,8B,1,0.03300000000001546,,,,
023,0,180,182.687,8B,5A,1,0.43379999999999086,,,,
023,0,180,183.4209,5A,4B,1,0.06589999999999918,,,,
023,0,180,183.5201,4B,7A,1,0.06709999999998217,,,,
023,0,180,183.9534,7A,PB,1,0.5327000000000055,,,,
023,0,180,189.3306,PB,4A,1,0.426400000000001,,,,
023,0,180,189.9088,4A,2A,1,0.06399999999999295,,,,
023,0,180,190.14,2A,2B,1,0.03360000000000696,,,,
023,0,180,190.474,2B,9A,1,0.13320000000001642,,,,
023,0,180,190.7741,9A,6A,1,0.032399999999995543,,,,
023,0,180,191.8387,6A,9B,1,0.03350000000000364,,,,
023,0,180,191.8722,9B,5B,1,0.06759999999999877,,,,
023,0,180,192.6388,5B,8A,1,0.03370000000001028,,,,
023,0,180,192.6725,8A,2B,1,0.03299999999998704,,,,
023,0,180,192.7055,2B,8A,1,0.033299999999997,,,,
023,0,180,192.872,8A,2B,1,0.29999999999998295,,,,
023,0,180,193.2385,2B,5A,1,0.03390000000001692,,,,
023,0,180,193.5388,5A,8A,1,0.033599999999978536,,,,
023,0,180,193.5724,8A,5B,1,0.0332000000000221,,,,
023,0,180,193.7389,5B,2B,1,0.03280000000000882,,,,
023,0,180,193.7717,2B,5B,1,0.034099999999995134,,,,
023,0,180,194.0385,5B,2B,1,0.033299999999997,,,,
023,0,180,194.1712,2B,5B,1,0.034300000000001774,,,,
023,0,180,194.2722,5B,8A,1,0.03309999999999036,,,,
023,0,180,194.3053,8A,5A,1,0.0332000000000221,,,,
023,0,180,194.5381,5A,7A,1,0.06680000000000064,,,,
023,0,180,194.805,7A,4B,1,0.034199999999998454,,,,
023,0,180,194.8392,4B,4A,1,0.032099999999985585,,,,
023,0,180,195.0372,4A,1A,1,0.10029999999997585,,,,
023,0,180,195.6033,1A,PB,1,0.7227000000000032,,,,
023,0,180,197.5495,PB,1B,1,0.24170000000000869,,,,
023,0,180,197.8816,1B,4A,1,0.043300000000016325,,,,
023,0,180,197.9249,4A,7B,1,0.10179999999999723,,,,
023,0,180,198.2248,7B,7A,1,0.03330000000002542,,,,
023,0,180,198.2581,7A,1B,1,0.099899999999991,,,,
023,0,180,198.5252,1B,4B,1,0.03340000000000032,,,,
023,0,180,198.5586,4B,7B,1,0.03299999999998704,,,,
023,0,180,198.7916,7B,5A,1,0.06630000000001246,,,,
023,0,180,199.0246,5A,2B,1,0.03300000000001546,,,,
023,0,180,199.0576,2B,5A,1,0.033699999999981856,,,,
023,0,180,199.0913,5A,2B,1,0.03370000000001028,,,,
023,0,180,199.125,2B,2A,1,0.03280000000000882,,,,
023,0,180,199.1578,2A,PB,1,0.4321999999999946,,,,
023,0,180,204.8986,PB,2A,1,0.46910000000002583,,,,
023,0,180,205.555,2A,5A,1,0.033999999999991815,,,,
023,0,180,205.589,5A,2B,1,0.032399999999995543,,,,
023,0,180,205.9218,2B,5B,1,0.03300000000001546,,,,
023,0,180,206.5211,5B,7A,1,0.2668000000000177,,,,
023,0,180,206.954,7A,4B,1,0.0671999999999855,,,,
023,0,180,207.454,4B,7B,1,0.09999999999999432,,,,
023,0,180,207.8873,7B,PB,1,0.5319999999999823,,,,
