ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption
011,C,480,480.0889,3B,0.3001000000000431,0,0.2883542654366174,,
011,C,480,480.2226,3A,0.133199999999988,0,0.14891822376995073,,
011,C,480,480.7554,3B,0.1992000000000189,0,0.4014918487699506,,
011,C,480,480.9227,3A,0.0322999999999638,0,0.4560852237699506,,
011,C,480,481.1562,5B,0.0661000000000058,0,0.15588384876995065,,
011,C,480,481.3559,5A,0.0653999999999541,0,0.40081009876995066,,
011,C,480,481.7223,7B,0.2672999999999774,0,0.15748703626995067,,
011,C,480,481.9217,7A,0.0998000000000161,0,-0.020721276230049324,,
011,C,480,487.054,3B,0.0195000000000504,0,0.18706768210328406,,
011,C,480,487.519,6B,0.2075000000000386,0,0.3221699737699507,,
011,C,480,487.6576,9B,0.0714000000000396,0,0.20728322376995073,,
011,C,480,489.631,6A,1.9787999999999784,1,0.44902199559534756,,
011,C,480,489.9647,9A,0.1990000000000122,0,0.5153574559128078,,
011,C,480,490.2638,8B,0.0997000000000412,0,0.40755409876995063,,
011,C,480,490.4637,8A,0.2002999999999701,0,0.33241268210328395,,
011,C,480,490.8633,5A,0.3670999999999935,0,0.4041342805881325,,
011,C,480,490.8974,8A,0.0330000000000154,0,0.5307580987699505,,
011,C,480,491.3967,8B,0.0663999999999873,0,0.49981576543661715,,
011,C,480,491.664,8A,0.266900000000021,0,0.34393616126995075,,
011,C,480,492.6297,7A,0.5663999999999874,0,0.039635451711127166,,
011,C,480,492.9698,7B,0.1788000000000238,0,-0.09292290123004938,,
011,C,480,493.2837,7A,0.0867999999999824,0,-0.19716335123004936,,
011,C,480,493.5833,4A,0.1332999999999629,0,-0.11868877623004931,,
011,C,480,493.916,1A,0.0343000000000301,0,-0.15905390123004937,,
011,C,480,499.7363,PB,0.8282999999999561,0,-0.2420208432590348,,
011,C,480,500.1342,7A,0.0243999999999573,0,-0.014197901230049381,,
011,C,480,500.2598,7B,0.0518999999999891,0,-0.033203151230049244,,
011,C,480,500.4693,5A,0.0334000000000287,0,-0.06022265123004922,,
011,C,480,500.9356,5B,0.4002999999999588,0,0.08759697376995068,,
011,C,480,501.1359,8B,0.1003000000000042,0,0.12513343210328398,,
011,C,480,501.6022,5B,0.266399999999976,0,0.1937152237699507,,
011,C,480,501.6355,8A,0.0335000000000036,0,0.1987570987699505,,
011,C,480,502.1813,5B,0.5454000000000292,0,0.2808834425199507,,
011,C,480,502.2144,8A,0.0328000000000088,0,0.33575859876995073,,
011,C,480,506.1133,5B,0.0995000000000345,0,0.491597120509081,,
011,C,480,506.1464,8A,0.0334999999999467,0,0.6078225987699508,,
011,C,480,506.1799,5B,0.0332000000000221,0,0.5901070987699508,,
011,C,480,506.2468,8A,0.0667000000000257,0,0.6012000987699507,,
011,C,480,506.7121,5B,0.4659999999999513,0,0.608821920198522,,
011,C,480,506.7792,8A,0.0666000000000508,0,0.5823935987699508,,
011,C,480,507.6124,5B,0.8340999999999781,1,0.5810115987699507,,
011,C,480,507.6465,8A,0.0330999999999903,1,0.43446759876995067,,
011,C,480,508.1118,5B,0.4655999999999949,0,0.5041248844842364,,
011,C,480,509.9785,8B,1.5331999999999653,1,0.6630405987699507,,
