ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption
003,C,120,120.0846,5B,0.1280000000000001,0,-0.1416842723367532,,
003,C,120,120.9491,8B,0.8654000000000082,0,-0.06908498387521476,,
003,C,120,120.9822,2B,0.0323999999999955,0,0.11396922766324691,,
003,C,120,121.3471,4B,0.033299999999997,0,0.1928238943299135,,
003,C,120,121.8136,7B,0.0335000000000036,0,0.09372822766324695,,
003,C,120,121.9137,2A,0.0996000000000094,0,0.02149572766324666,,
003,C,120,121.9799,7B,0.066999999999993,0,-0.010184022336753418,,
003,C,120,122.0466,2A,0.0665000000000048,0,0.05678672766324666,,
003,C,120,122.2133,7B,0.1661999999999892,0,-0.028358772336753234,,
003,C,120,122.2799,2A,0.0669000000000039,0,-0.02512627233675324,,
003,C,120,122.3133,7B,0.033299999999997,0,0.060792227663246656,,
003,C,120,122.3466,2A,0.0332000000000078,0,0.016701727663246846,,
003,C,120,122.3798,7B,0.0335000000000036,0,0.03825472766324678,,
003,C,120,122.5798,2A,0.1997999999999962,0,0.14650606099658006,,
003,C,120,122.7466,7B,0.1664999999999992,0,0.23148302766324674,,
003,C,120,123.2129,2A,0.0665000000000048,0,0.30120597766324675,,
003,C,120,123.646,4B,0.0331000000000045,0,0.18383012766324666,,
003,C,120,124.6788,2A,0.0333000000000112,0,0.12278197766324674,,
003,C,120,124.812,7B,0.0998000000000018,0,0.2298012276632467,,
003,C,120,125.2449,1B,0.0994999999999919,0,-0.04711782789230886,,
003,C,120,125.6123,1A,0.3667999999999978,0,0.0013828185723376246,,
003,C,120,127.9772,1B,0.599899999999991,0,0.26647141813943714,,
003,C,120,128.011,7A,0.0330000000000154,0,0.2190567276632469,,
003,C,120,128.3441,5A,0.3332999999999799,0,0.20306282766324674,,
003,C,120,128.9788,2A,0.5670000000000073,0,0.05680840413383502,,
003,C,120,129.0105,4B,0.0335999999999785,0,0.09788622766324662,,
003,C,120,131.8429,1B,0.0332000000000221,1,0.32411029288063803,,
003,C,120,132.5754,5A,0.3329999999999984,0,0.4167622276632468,,
003,C,120,132.8094,7A,0.2006000000000085,0,0.40946314432991343,,
003,C,120,133.0418,2A,0.233099999999979,0,0.38156137052038963,,
003,C,120,133.1086,7B,0.0662000000000091,0,0.32492947766324676,,
003,C,120,133.1751,2A,0.0663000000000124,0,0.3167279776632468,,
003,C,120,133.4089,7B,0.233099999999979,0,0.3859318705203895,,
003,C,120,134.1746,2A,0.0335000000000036,0,0.3330474776632466,,
003,C,120,136.6402,7B,0.6665999999999883,0,-0.02364524292498857,,
003,C,120,137.5944,PB,0.2456999999999993,0,-0.11893647233675324,,
003,C,120,138.1525,5A,0.136099999999999,0,-0.31928260567008665,,
003,C,120,138.3623,2B,0.1939999999999884,0,-0.13917418900341993,,
003,C,120,138.3955,8B,0.0336000000000069,0,0.01274222766324673,,
003,C,120,138.4291,9A,0.0331999999999936,0,0.2037972276632467,,
003,C,120,142.0942,6A,3.666300000000007,1,0.35812890493597394,,
003,C,120,142.4941,7B,0.167900000000003,0,0.3248639276632467,,
003,C,120,142.5281,2A,0.0319000000000073,0,0.27246972766324706,,
003,C,120,142.56,7B,0.034400000000005,0,0.21270122766324673,,
003,C,120,142.6271,2A,0.0655999999999892,0,0.26274972766324667,,
003,C,120,142.6937,7A,0.0668000000000006,0,0.20344297766324693,,
003,C,120,143.06,4B,0.3001999999999896,0,0.0569379776632468,,
003,C,120,143.0931,4A,0.0335000000000036,0,-0.023154272336753268,,
003,C,120,145.2591,PB,1.655600000000021,0,-0.4297138140034199,,
003,C,120,146.2827,2B,0.4677000000000078,0,-0.22958562947961036,,
003,C,120,146.315,5B,0.0338000000000136,0,-0.2340912723367532,,
003,C,120,149.9929,PB,4.132000000000005,0,-0.42261691063462564,,
