ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
017,E,570,570.106,9B,3A,1,0.03300000000001546,,,,
017,E,570,570.4354,3A,5B,1,0.07609999999999673,,,,
017,E,570,570.7962,5B,8A,1,0.03170000000000073,,,,
017,E,570,571.0278,8A,5B,1,0.0665000000000191,,,,
017,E,570,571.1943,5B,8A,1,0.033699999999953434,,,,
017,E,570,571.2949,8A,5B,1,0.03290000000004056,,,,
017,E,570,571.4609,5B,5A,1,0.03339999999991505,,,,
017,E,570,571.4943,5A,7B,1,0.09960000000000946,,,,
017,E,570,571.6279,7B,7A,1,0.3994000000000142,,,,
017,E,570,572.1938,7A,5B,1,0.16660000000001673,,,,
017,E,570,572.3935,5B,8A,1,0.033599999999978536,,,,
017,E,570,572.6935,8A,5B,1,0.0665000000000191,,,,
017,E,570,572.793,5B,8A,1,0.03409999999996671,,,,
017,E,570,572.8271,8A,2B,1,0.032500000000027285,,,,
017,E,570,572.927,2B,5B,1,0.09960000000000946,,,,
017,E,570,573.1265,5B,8A,1,0.03360000000009222,,,,
017,E,570,573.1601,8A,5B,1,0.033299999999940155,,,,
017,E,570,573.2938,5B,8A,1,0.03300000000001546,,,,
017,E,570,573.3268,8A,PB,1,1.2676999999999907,,,,
017,E,570,575.3795,PB,4B,1,0.40380000000004657,,,,
017,E,570,575.855,4B,7A,1,0.028900000000021464,,,,
017,E,570,576.2042,7A,5A,1,0.09960000000000946,,,,
017,E,570,576.5377,5A,2A,1,0.06560000000001764,,,,
017,E,570,576.6033,2A,7B,1,0.033699999999953434,,,,
017,E,570,576.7706,7B,5B,1,0.16640000000006694,,,,
017,E,570,577.2039,5B,8A,1,0.03290000000004056,,,,
017,E,570,577.303,8A,5B,1,0.0342000000000553,,,,
017,E,570,577.4033,5B,2B,1,0.03330000000005384,,,,
017,E,570,577.4701,2B,8A,1,0.03319999999996526,,,,
017,E,570,577.5033,8A,2B,1,0.033599999999978536,,,,
