ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
020,E,30,30.08677,8A,5B,1,0.03486999999999796,,,,
020,E,30,30.22014,5B,8B,1,0.03470000000000084,,,,
020,E,30,30.48663,8B,5B,1,0.06693999999999889,,,,
020,E,30,31.05389,5B,8B,1,0.03294999999999959,,,,
020,E,30,31.18687,8B,5B,1,0.03288000000000224,,,,
020,E,30,31.21975,5B,4B,1,0.06641999999999726,,,,
020,E,30,31.45256,4B,PB,1,0.16591000000000022,,,,
020,E,30,33.88643,PB,1B,1,0.15785999999999945,,,,
020,E,30,34.04429,1B,2A,1,0.04057000000000244,,,,
020,E,30,34.08486,2A,7B,1,0.09132999999999925,,,,
020,E,30,34.17619,7B,5B,1,0.17681000000000324,,,,
020,E,30,34.353,5B,9B,1,0.33156999999999925,,,,
020,E,30,35.05202,9B,6B,1,0.06681999999999988,,,,
020,E,30,35.15155,6B,6A,1,0.03363000000000227,,,,
020,E,30,35.18518,6A,PB,1,0.4650399999999948,,,,
020,E,30,36.32971,PB,1B,1,0.18017000000000394,,,,
020,E,30,36.79494,1B,4A,1,0.02242999999999995,,,,
020,E,30,36.81737,4A,2A,1,0.023620000000001085,,,,
020,E,30,36.84099,2A,8A,1,0.043060000000004095,,,,
020,E,30,36.88405,8A,2B,1,0.02366999999999564,,,,
020,E,30,36.97448,2B,8A,1,0.03341999999999956,,,,
020,E,30,37.0079,8A,5A,1,0.033560000000001367,,,,
020,E,30,37.04146,5A,5B,1,0.06642000000000081,,,,
020,E,30,37.10788,5B,9B,1,0.2665000000000006,,,,
020,E,30,37.47397,9B,6B,1,0.1673100000000005,,,,
020,E,30,37.64128,6B,9B,1,0.09910999999999603,,,,
020,E,30,37.77463,9B,6B,1,0.0323099999999954,,,,
020,E,30,37.87349,6B,PB,1,0.8661600000000007,,,,
020,E,30,41.14872,PB,1B,1,0.1779200000000003,,,,
020,E,30,41.37161,1B,7B,1,0.30046000000000106,,,,
020,E,30,41.67207,7B,4B,1,0.6651300000000049,,,,
020,E,30,44.33597,4B,PB,1,0.23297999999999774,,,,
020,E,30,46.32452,PB,1A,1,0.134050000000002,,,,
020,E,30,46.45857,1A,4B,1,0.10987999999999687,,,,
020,E,30,46.70221,4B,7A,1,0.06662000000000035,,,,
020,E,30,46.76883,7A,2A,1,0.03282000000000096,,,,
020,E,30,46.80165,2A,8A,1,0.033380000000001075,,,,
020,E,30,46.83503,8A,8B,1,0.03334999999999866,,,,
020,E,30,46.90211,8B,5B,1,0.033039999999999736,,,,
020,E,30,46.93515,5B,8B,1,0.03347000000000122,,,,
020,E,30,47.03591,8B,6A,1,0.06625999999999976,,,,
020,E,30,47.5679,6A,9B,1,0.06682999999999595,,,,
020,E,30,50.66676,9B,5B,1,0.13417000000000456,,,,
020,E,30,50.83386,5B,8A,1,0.0327699999999993,,,,
020,E,30,50.96711,8A,4B,1,0.0999000000000052,,,,
020,E,30,51.36659,4B,PB,1,0.1657200000000003,,,,
020,E,30,55.07618,PB,1B,1,0.15496999999999872,,,,
020,E,30,55.23115,1B,4B,1,0.023339999999997474,,,,
020,E,30,55.25449,4B,2B,1,0.043820000000003745,,,,
020,E,30,55.55679,2B,8B,1,0.13074000000000296,,,,
020,E,30,55.68753,8B,9A,1,0.03496999999999417,,,,
020,E,30,55.7225,9A,3A,1,0.030500000000003524,,,,
020,E,30,55.9197,3A,6B,1,0.06674999999999898,,,,
020,E,30,56.11965,6B,9A,1,0.03392999999999802,,,,
020,E,30,56.15358,9A,4B,1,0.13275000000000148,,,,
020,E,30,56.31953,4B,4A,1,0.03678000000000026,,,,
020,E,30,56.45298,4A,1B,1,0.13323000000000462,,,,
020,E,30,57.85252,1B,1A,1,0.03329000000000093,,,,
020,E,30,57.88581,1A,PB,1,0.1989200000000011,,,,
020,E,30,59.64133,PB,1A,1,0.13364999999999583,,,,
020,E,30,59.77498,1A,2B,1,0.08807999999999794,,,,
020,E,30,59.86306,2B,5B,1,0.12226000000000425,,,,
