ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption,number_clicked
042,C,420,426.8541,PB,0.3043999999999869,0,-0.21129850906542363,,,
042,C,420,427.2927,7A,0.0276999999999816,0,-0.16407867573209023,,,
042,C,420,427.6724,5B,0.3546000000000049,0,-0.09621163727055183,,,
042,C,420,427.7563,9A,0.0636999999999829,0,0.0693998242679097,,,
042,C,420,427.7897,6A,0.0335000000000036,0,0.01756932426790958,,,
042,C,420,427.8564,9A,0.067100000000039,0,0.06114107426790982,,,
042,C,420,427.9234,6A,0.0675999999999703,0,0.1332310742679098,,,
042,C,420,427.9579,9A,0.0316000000000258,0,0.01792832426790958,,,
042,C,420,428.0894,6A,0.1334999999999695,0,0.032229199267909736,,,
042,C,420,428.4226,5B,0.2332999999999856,0,0.14534453855362403,,,
042,C,420,428.4561,8A,0.0337000000000102,0,0.1190253242679098,,,
042,C,420,428.4898,5B,0.0330000000000154,0,0.18570632426790978,,,
042,C,420,428.5561,8A,0.0668000000000006,0,0.13404007426790976,,,
042,C,420,428.6227,5B,0.0666999999999689,0,0.16913507426790975,,,
042,C,420,428.6895,8A,0.0665000000000191,0,0.16092207426790972,,,
042,C,420,429.269,5B,0.5790999999999826,0,0.13322708742580447,,,
042,C,420,429.8693,8A,0.3996000000000208,0,0.17155414569648117,,,
042,C,420,429.9695,5B,0.0319000000000073,0,0.13333782426790974,,,
042,C,420,430.135,8B,0.033299999999997,0,0.1503748242679097,,,
042,C,420,430.2018,2B,0.0330000000000154,0,0.17996132426790967,,,
042,C,420,430.2682,5A,0.066599999999994,0,0.16808207426790978,,,
042,C,420,430.3014,2B,0.0337000000000102,0,0.21044032426790982,,,
042,C,420,430.7684,7B,0.4329000000000178,0,0.13532759349867896,,,
042,C,420,431.0335,4B,0.0664000000000442,0,0.10236515760124305,,,
042,C,420,438.1956,PB,1.303799999999967,0,-0.21778418818022308,,,
042,C,420,438.5644,4A,0.052500000000009,0,-0.3481988423987569,,,
042,C,420,439.0867,7B,0.2004000000000019,0,-0.1512969257320903,,,
042,C,420,439.353,5A,0.2001999999999952,0,-0.07151250906542361,,,
042,C,420,439.4864,8A,0.1332000000000448,0,-0.053221675732090246,,,
042,C,420,439.6863,6A,0.0997000000000412,0,0.033039324267909675,,,
042,C,420,439.8857,9B,0.1999999999999886,0,0.03761324093457644,,,
042,C,420,440.4854,3A,0.5996000000000095,0,0.0915784631567986,,,
042,C,420,440.6862,6A,0.2002999999999701,0,0.2415214909345764,,,
042,C,420,441.2517,3B,0.5331999999999653,0,0.21337323051790974,,,
042,C,420,441.5185,9B,0.0329999999999586,0,0.30358207426790973,,,
042,C,420,441.8188,6B,0.0269000000000119,0,0.18758002426790976,,,
042,C,420,442.2615,6A,0.4491999999999621,0,0.26439365760124306,,,
042,C,420,442.4614,9A,0.2006000000000085,0,0.30549399093457635,,,
042,C,420,442.4955,6A,0.033299999999997,0,0.32528582426790975,,,
042,C,420,442.5942,9B,0.0996000000000094,0,0.2790799909345764,,,
042,C,420,442.9278,7B,0.0666999999999689,0,0.2106048242679096,,,
042,C,420,444.4616,2A,1.4331999999999994,1,0.20389973124465396,,,
042,C,420,444.4943,7B,0.0330000000000154,0,0.2517998242679096,,,
042,C,420,445.0266,2A,0.5331999999999653,0,0.2489234180179097,,,
042,C,420,445.3264,2B,0.2995000000000232,0,0.2600842687123542,,,
042,C,420,445.7597,4B,0.132599999999968,0,0.22678932426790974,,,
042,C,420,448.1122,PB,1.1476999999999862,0,-0.2209947211866357,,,
042,C,420,448.5107,1A,0.243599999999958,0,-0.25282723128764584,,,
042,C,420,448.9499,1B,0.1634999999999991,0,0.024828824267909704,,,
042,C,420,449.358,7B,0.0670000000000072,0,0.09816649093457645,,,
042,C,420,449.8246,5A,0.466700000000003,0,0.17965550283933832,,,
042,C,420,449.9911,8A,0.2330000000000041,0,0.26438044926790966,,,
