ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
029,C,120,127.8558,PB,4A,1,0.2662999999999869,,,,
029,C,120,128.278,4A,7B,1,0.0998000000000161,,,,
029,C,120,128.3778,7B,2A,1,0.03340000000000032,,,,
029,C,120,128.7112,2A,2B,1,0.06690000000000396,,,,
029,C,120,129.1776,2B,7B,1,0.2997999999999763,,,,
029,C,120,129.9106,7B,4A,1,0.0665000000000191,,,,
029,C,120,129.9771,4A,PB,1,0.36539999999999395,,,,
029,C,120,133.942,PB,1A,1,0.24500000000000455,,,,
029,C,120,134.364,1A,2A,1,0.34489999999999554,,,,
029,C,120,134.9417,2A,5A,1,0.03309999999999036,,,,
029,C,120,134.9748,5A,2B,1,0.03370000000001028,,,,
029,C,120,135.3752,2B,5A,1,0.03260000000000218,,,,
029,C,120,135.4078,5A,2A,1,0.033999999999991815,,,,
029,C,120,135.8414,2A,5A,1,0.03319999999999368,,,,
029,C,120,135.8746,5A,5B,1,0.03340000000000032,,,,
029,C,120,135.908,5B,6A,1,0.06740000000002055,,,,
029,C,120,136.1748,6A,3A,1,0.06610000000000582,,,,
029,C,120,136.5074,3A,6B,1,0.03300000000001546,,,,
029,C,120,136.5404,6B,6A,1,0.20050000000000523,,,,
029,C,120,136.9405,6A,6B,1,0.5001000000000033,,,,
029,C,120,137.5292,6B,9B,1,0.02359999999998763,,,,
029,C,120,137.5528,9B,6A,1,0.021299999999996544,,,,
029,C,120,138.9288,6A,6B,1,0.06690000000000396,,,,
029,C,120,139.2622,6B,9B,1,0.06629999999998404,,,,
029,C,120,139.3285,9B,6A,1,0.034199999999998454,,,,
029,C,120,140.4618,6A,6B,1,0.03469999999998663,,,,
029,C,120,140.9619,6B,6A,1,0.03319999999999368,,,,
029,C,120,140.9951,6A,2A,1,0.19929999999999382,,,,
029,C,120,141.1944,2A,7B,1,0.10020000000000095,,,,
029,C,120,141.2946,7B,7A,1,0.03360000000000696,,,,
029,C,120,141.5276,7A,7B,1,0.13329999999999131,,,,
029,C,120,145.7592,7B,4B,1,0.066599999999994,,,,
029,C,120,146.9471,4B,4A,1,0.06690000000000396,,,,
029,C,120,147.1135,4A,PB,1,0.800200000000018,,,,
029,C,120,149.4725,PB,1A,1,0.2195000000000107,,,,
