ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
039,E,30,30.1086,3A,3B,1,0.06613000000000113,,,,
039,E,30,30.30788,3B,6B,1,0.06684999999999874,,,,
039,E,30,30.37473,6B,3A,1,0.033540000000002124,,,,
039,E,30,30.40827,3A,6B,1,0.03340999999999994,,,,
039,E,30,30.5082,6B,8B,1,0.2997600000000027,,,,
039,E,30,30.87497,8B,5B,1,0.03358000000000061,,,,
039,E,30,31.19687,5B,5A,1,0.03352999999999895,,,,
039,E,30,31.33034,5A,2A,1,0.0339899999999993,,,,
039,E,30,31.63042,2A,5A,1,0.06728000000000023,,,,
039,E,30,31.73009,5A,8A,1,0.2004400000000004,,,,
039,E,30,32.22996,8A,5A,1,0.03363999999999834,,,,
039,E,30,32.42989,5A,4B,1,0.06683000000000305,,,,
039,E,30,32.96343,4B,2A,1,0.2997699999999952,,,,
039,E,30,33.2632,2A,8A,1,0.06657000000000579,,,,
039,E,30,33.46359,8A,2B,1,0.06646999999999537,,,,
039,E,30,34.02902,2B,9A,1,0.2331399999999988,,,,
039,E,30,34.26216,9A,6A,1,0.03331999999999624,,,,
039,E,30,34.46195,6A,6B,1,0.06660999999999717,,,,
039,E,30,34.76186,6B,3A,1,0.03352000000000288,,,,
039,E,30,34.79538,3A,6B,1,0.03318999999999761,,,,
039,E,30,34.82857,6B,3A,1,0.03312999999999988,,,,
039,E,30,35.16226,3A,3B,1,0.03259999999999508,,,,
039,E,30,35.59459,3B,6B,1,0.0332300000000032,,,,
039,E,30,35.62782,6B,6A,1,0.20013000000000147,,,,
039,E,30,35.99487,6A,5A,1,0.06623000000000445,,,,
039,E,30,36.0611,5A,2A,1,0.40025999999999584,,,,
039,E,30,36.62739,2A,8A,1,0.033540000000002124,,,,
039,E,30,36.66093,8A,2B,1,0.03416999999999604,,,,
039,E,30,36.6951,2B,8A,1,0.03289000000000186,,,,
039,E,30,36.8278,8A,2B,1,0.03363999999999834,,,,
039,E,30,37.09401,2B,6A,1,0.06683000000000305,,,,
039,E,30,37.36056,6A,9B,1,0.033329999999999416,,,,
039,E,30,37.39389,9B,3A,1,0.03327000000000169,,,,
039,E,30,37.86055,3A,6A,1,0.033289999999993825,,,,
039,E,30,38.39345,6A,2A,1,0.40010999999999797,,,,
039,E,30,38.92682,2A,4B,1,0.26776000000000266,,,,
039,E,30,39.32675,4B,1B,1,0.1997700000000009,,,,
039,E,30,39.55984,1B,4A,1,0.133269999999996,,,,
039,E,30,39.69311,4A,4B,1,1.2560800000000043,,,,
039,E,30,41.71563,4B,2A,1,0.0667800000000014,,,,
039,E,30,41.94872,2A,4B,1,0.066989999999997,,,,
039,E,30,42.94876,4B,2A,1,0.16658999999999935,,,,
039,E,30,43.21471,2A,5A,1,0.06628000000000611,,,,
039,E,30,43.31471,5A,8A,1,0.03352000000000288,,,,
039,E,30,43.38127,8A,5A,1,0.033099999999997465,,,,
039,E,30,43.41437,5A,8A,1,0.03307000000000215,,,,
039,E,30,43.48036,8A,2B,1,0.0332300000000032,,,,
039,E,30,43.64704,2B,6A,1,0.23306000000000182,,,,
039,E,30,43.8801,6A,9A,1,0.06665999999999883,,,,
039,E,30,44.01363,9A,4B,1,0.36688000000000187,,,,
039,E,30,44.64621,4B,4A,1,0.1335899999999981,,,,
039,E,30,44.7798,4A,7B,1,0.0338300000000018,,,,
039,E,30,44.81363,7B,2B,1,0.032989999999998076,,,,
039,E,30,45.11322,2B,8A,1,0.03318000000000154,,,,
039,E,30,45.17948,8A,2B,1,0.033480000000004395,,,,
039,E,30,45.21296,2B,8A,1,0.033749999999997726,,,,
039,E,30,45.41298,8A,2B,1,0.033850000000001046,,,,
039,E,30,45.44683,2B,PB,1,0.7311699999999988,,,,
039,E,30,50.31317,PB,2A,1,0.4441399999999973,,,,
039,E,30,50.75731,2A,5A,1,0.019710000000003447,,,,
039,E,30,50.8995,5A,2B,1,0.03307999999999822,,,,
039,E,30,50.99955,2B,PB,1,0.299430000000001,,,,
039,E,30,56.20818,PB,4A,1,0.4004100000000008,,,,
039,E,30,56.76372,4A,4B,1,0.09000999999999948,,,,
039,E,30,56.96404,4B,4A,1,0.025820000000003063,,,,
039,E,30,56.98986,4A,1A,1,0.19733999999999696,,,,
039,E,30,57.52349,1A,1B,1,0.02190999999999832,,,,
039,E,30,57.72036,1B,5A,1,0.19932000000000016,,,,
039,E,30,58.02026,5A,8A,1,0.03293000000000035,,,,
039,E,30,58.05319,8A,2B,1,0.033619999999999095,,,,
039,E,30,58.21958,2B,6A,1,0.2988900000000001,,,,
039,E,30,58.5857,6A,1B,1,0.2988599999999977,,,,
039,E,30,58.88456,1B,1A,1,0.2679600000000022,,,,
