ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched
003,C,360,360.9056,PB,2A,1,0.329400000000021,,,,
003,C,360,361.3691,2A,PB,1,0.77049999999997,,,,
003,C,360,363.9904,PB,2B,1,0.5494999999999663,,,,
003,C,360,364.74,2B,5A,1,0.03319999999996526,,,,
003,C,360,364.7732,5A,8A,1,0.16660000000001673,,,,
003,C,360,365.0071,8A,PB,1,0.4316000000000031,,,,
003,C,360,369.7977,PB,2A,1,0.5615999999999985,,,,
003,C,360,370.3593,2A,2B,1,0.03299999999995862,,,,
003,C,360,370.8268,2B,5B,1,0.26600000000001955,,,,
003,C,360,371.0928,5B,PB,1,0.3983000000000061,,,,
003,C,360,375.4612,PB,2B,1,0.5754999999999768,,,,
003,C,360,376.1024,2B,5B,1,0.03340000000002874,,,,
003,C,360,376.536,5B,8B,1,0.03300000000001546,,,,
003,C,360,376.9024,8B,5B,1,0.03300000000001546,,,,
003,C,360,376.9354,5B,7B,1,0.03309999999999036,,,,
003,C,360,376.9685,7B,4B,1,0.033299999999997,,,,
003,C,360,377.3022,4B,7B,1,0.13349999999996953,,,,
003,C,360,377.4357,7B,7A,1,0.16610000000002856,,,,
003,C,360,379.0013,7A,7B,1,0.03309999999999036,,,,
003,C,360,379.3679,7B,7A,1,0.033799999999985175,,,,
003,C,360,380.501,7A,7B,1,0.03290000000004056,,,,
003,C,360,381.0339,7B,7A,1,0.033599999999978536,,,,
003,C,360,381.9431,7A,7B,1,0.10050000000001091,,,,
003,C,360,382.5765,7B,PB,1,0.831799999999987,,,,
003,C,360,384.3786,PB,2A,1,0.39620000000002165,,,,
003,C,360,384.8865,2A,7B,1,0.16620000000000346,,,,
003,C,360,385.1196,7B,7A,1,0.5665000000000191,,,,
003,C,360,386.153,7A,PB,1,0.4870999999999981,,,,
003,C,360,388.7667,PB,2B,1,0.41749999999996135,,,,
003,C,360,389.3956,2B,5B,1,0.0333999999999719,,,,
003,C,360,389.429,5B,8B,1,0.2673000000000343,,,,
003,C,360,389.7615,8B,7A,1,0.06720000000001392,,,,
