ID,condition,start_interval,start_transition,Node,AOI_duration,clicked,pupil_diameter,active_disruption,passive_disruption
013,E,570,572.845,PB,3.525099999999952,0,-0.2823569485349009,,
013,E,570,573.0123,1A,0.0262999999999919,0,-0.1911737712621735,,
013,E,570,573.0672,1B,0.0283000000000583,0,-0.030597771262173667,,
013,E,570,573.3543,7B,0.0632000000000516,0,-0.1898457712621735,,
013,E,570,573.3857,2A,0.0272999999999683,0,-0.23465377126217346,,
013,E,570,573.4418,7B,0.0293000000000347,0,-0.17007827126217356,,
013,E,570,573.5605,5A,0.0272999999999683,0,-0.007831271262173534,,
013,E,570,573.7153,5B,0.1608999999999696,0,-0.010602771262173549,,
013,E,570,573.7824,6A,0.0330999999999903,0,0.18236922873782668,,
013,E,570,573.8155,9A,0.033399999999915,0,0.17148972873782653,,
013,E,570,574.083,6A,0.2664000000000897,0,0.23847104123782642,,
013,E,570,574.1153,9A,0.0340999999999667,0,0.2850682287378261,,
013,E,570,574.1494,6A,0.0335999999999785,0,0.21119322873782642,,
013,E,570,574.183,9A,0.0327999999999519,0,0.16195322873782647,,
013,E,570,574.2158,8B,0.0328000000000656,0,0.1713372287378263,,
013,E,570,574.4154,5B,0.2006999999999834,0,0.26532872873782637,,
013,E,570,575.2148,2B,0.7993999999999915,0,0.5166148954044931,,
013,E,570,575.2487,8A,0.0335999999999785,0,0.5202602287378264,,
013,E,570,575.6483,2B,0.1662000000000034,0,0.6068840287378264,,
013,E,570,578.1815,8A,1.4330999999999676,1,0.6577939420711597,,
013,E,570,585.9462,PB,1.6181000000000267,0,-0.09050275989853722,,
013,E,570,586.0845,1A,0.0283999999999196,0,-0.06456377126217361,,
013,E,570,586.334,1B,0.0307999999999992,0,-0.09253319983360216,,
013,E,570,586.3648,4B,0.0289000000000214,0,0.010303228737826409,,
013,E,570,586.6477,7A,0.1469999999999345,0,-0.04487012840503067,,
013,E,570,586.6809,5A,0.0271999999999934,0,-0.008045271262173692,,
013,E,570,586.8318,8A,0.1574000000000524,0,0.06947402873782652,,
013,E,570,587.1651,6A,0.1666999999999916,0,0.21453622873782652,,
013,E,570,587.4319,6B,0.0664000000000442,0,0.3508318537378265,,
013,E,570,587.465,6A,0.0336999999999534,0,0.27569172873782644,,
013,E,570,588.1987,8B,0.066599999999994,0,0.4360866870711599,,
013,E,570,590.3947,PB,1.0915999999999713,0,0.05780575096004862,,
013,E,570,590.8123,1B,0.0277999999999565,0,0.12099072873782646,,
013,E,570,590.8401,4A,0.0273999999999432,0,0.0879022287378266,,
013,E,570,591.2997,7B,0.2257000000000744,0,0.12244316623782642,,
013,E,570,591.6771,5B,0.3535999999999148,0,0.16743581964691742,,
013,E,570,591.8746,8B,0.0997999999999592,0,0.22278210373782636,,
013,E,570,592.1412,6A,0.2334000000000742,0,0.38807830016639777,,
013,E,570,592.374,6B,0.1663999999999532,0,0.39881381207115973,,
013,E,570,592.7071,3B,0.3333000000000083,0,0.4239395287378264,,
013,E,570,593.0408,9B,0.3000000000000682,0,0.3342008954044932,,
013,E,570,598.1968,PB,1.159799999999905,1,-0.09793244828080712,,
013,E,570,598.3329,1A,0.0293000000000347,0,0.0753902287378263,,
013,E,570,598.39,1B,0.0566999999999779,0,0.030780728737826446,,
013,E,570,598.7464,4B,0.0279000000000451,0,-0.09247602126217358,,
013,E,570,598.8315,7A,0.088799999999992,0,-0.051057104595506976,,
013,E,570,598.8631,5A,0.0294000000000096,0,0.007907728737826414,,
013,E,570,598.8925,8A,0.0288999999999077,0,0.08551372873782626,,
013,E,570,599.0117,5B,0.1183000000000902,0,0.01778597873782639,,
013,E,570,599.4489,6A,0.2665000000000646,0,0.2814102287378264,,
013,E,570,599.4822,9A,0.033399999999915,0,0.3539157287378265,,
013,E,570,599.5822,6A,0.0999000000000478,0,0.2748907287378264,,
013,E,570,599.9824,5B,0.3662000000000489,0,0.3831100787378264,,
