ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
031,C,330,332.0994,PB,5A,1,0.5781000000000063,,,,,,,,,,,,,,
031,C,330,332.7298,5A,2B,1,0.02729999999996835,,,,,,,,,,,,,,
031,C,330,332.7571,2B,5B,1,0.02580000000000382,,,,,,,,,,,,,,
031,C,330,332.9648,5B,6A,1,0.099899999999991,,,,,,,,,,,,,,
031,C,330,333.5642,6A,9B,1,0.03279999999995198,,,,,,,,,,,,,,
031,C,330,333.8646,9B,6B,1,0.032199999999988904,,,,,,,,,,,,,,
031,C,330,334.1315,6B,3A,1,0.03280000000000882,,,,,,,,,,,,,,
031,C,330,334.6632,3A,3B,1,0.03299999999995862,,,,,,,,,,,,,,
031,C,330,335.2627,3B,6B,1,0.4995999999999867,,,,,,,,,,,,,,
031,C,330,335.996,6B,6A,1,0.0665000000000191,,,,,,,,,,,,,,
031,C,330,336.0961,6A,9B,1,0.03300000000001546,,,,,,,,,,,,,,
031,C,330,336.1291,9B,6A,1,0.033599999999978536,,,,,,,,,,,,,,
031,C,330,336.1627,6A,9B,1,0.0332000000000221,,,,,,,,,,,,,,
031,C,330,336.1959,9B,6A,1,0.06700000000000728,,,,,,,,,,,,,,
031,C,330,336.4962,6A,9B,1,0.09969999999998436,,,,,,,,,,,,,,
031,C,330,336.7293,9B,9A,1,0.03309999999999036,,,,,,,,,,,,,,
031,C,330,337.0289,9A,8B,1,0.10079999999999245,,,,,,,,,,,,,,
031,C,330,337.1297,8B,5A,1,0.03269999999997708,,,,,,,,,,,,,,
031,C,330,337.1624,5A,8A,1,0.03360000000003538,,,,,,,,,,,,,,
031,C,330,337.229,8A,5B,1,0.034300000000030195,,,,,,,,,,,,,,
031,C,330,337.3295,5B,PB,1,0.49869999999998527,,,,,,,,,,,,,,
031,C,330,342.3341,PB,2A,1,0.2766000000000304,,,,,,,,,,,,,,
031,C,330,342.721,2A,2B,1,0.1039000000000101,,,,,,,,,,,,,,
031,C,330,342.9074,2B,8A,1,0.02960000000001628,,,,,,,,,,,,,,
