ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
015,E,60,60.03078,7A,4B,1,0.033329999999999416,,,,,,,,,,,,,,
015,E,60,60.06411,4B,4A,1,0.09960000000000235,,,,,,,,,,,,,,
015,E,60,60.16371,4A,4B,1,0.13425000000000153,,,,,,,,,,,,,,
015,E,60,60.29796,4B,7A,1,0.03302999999999656,,,,,,,,,,,,,,
015,E,60,60.76299,7A,5A,1,0.06587999999999994,,,,,,,,,,,,,,
015,E,60,61.03064,5A,5B,1,0.032280000000000086,,,,,,,,,,,,,,
015,E,60,61.06292,5B,9A,1,0.5985900000000015,,,,,,,,,,,,,,
015,E,60,61.66151,9A,6A,1,0.06725999999999743,,,,,,,,,,,,,,
015,E,60,61.72877,6A,9B,1,0.03302000000000049,,,,,,,,,,,,,,
015,E,60,61.76179,9B,6A,1,0.03318000000000154,,,,,,,,,,,,,,
015,E,60,61.89526,6A,9B,1,0.03311999999999671,,,,,,,,,,,,,,
015,E,60,61.99516,9B,6B,1,0.06662000000000035,,,,,,,,,,,,,,
015,E,60,62.32843,6B,3A,1,0.43271000000000015,,,,,,,,,,,,,,
015,E,60,62.89464,3A,9B,1,0.03325999999999851,,,,,,,,,,,,,,
015,E,60,62.9279,9B,8B,1,0.06683999999999912,,,,,,,,,,,,,,
015,E,60,62.99474,8B,5B,1,0.03359999999999985,,,,,,,,,,,,,,
015,E,60,63.22811,5B,5A,1,0.0338300000000018,,,,,,,,,,,,,,
015,E,60,63.26194,5A,7B,1,0.0661399999999972,,,,,,,,,,,,,,
015,E,60,63.52805,7B,7A,1,0.06665999999999883,,,,,,,,,,,,,,
015,E,60,63.82756,7A,4B,1,0.03332000000000335,,,,,,,,,,,,,,
015,E,60,63.89426,4B,1B,1,0.39976000000000056,,,,,,,,,,,,,,
015,E,60,64.36063,1B,1A,1,0.03310000000000457,,,,,,,,,,,,,,
015,E,60,64.46064,1A,4A,1,0.033470000000008326,,,,,,,,,,,,,,
015,E,60,64.49411,4A,5A,1,0.0664899999999875,,,,,,,,,,,,,,
015,E,60,64.79391,5A,2B,1,0.033590000000003783,,,,,,,,,,,,,,
015,E,60,64.8275,2B,5B,1,0.033749999999997726,,,,,,,,,,,,,,
