ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
019,C,150,150.3571,5B,7B,1,0.06700000000000728,,,,,,,,,,,,,,
019,C,150,150.5236,7B,PB,1,0.2991000000000099,,,,,,,,,,,,,,
019,C,150,156.0434,PB,4A,1,0.4341000000000008,,,,,,,,,,,,,,
019,C,150,156.4775,4A,4B,1,0.1325000000000216,,,,,,,,,,,,,,
019,C,150,156.61,4B,7A,1,0.03340000000000032,,,,,,,,,,,,,,
019,C,150,156.8427,7A,4B,1,0.033799999999985175,,,,,,,,,,,,,,
019,C,150,157.4762,4B,1B,1,0.433400000000006,,,,,,,,,,,,,,
019,C,150,157.9754,1B,1A,1,0.06690000000000396,,,,,,,,,,,,,,
019,C,150,160.4635,1A,1B,1,0.36650000000000205,,,,,,,,,,,,,,
019,C,150,160.8972,1B,1A,1,0.13300000000000978,,,,,,,,,,,,,,
019,C,150,162.0959,1A,5A,1,0.10030000000000427,,,,,,,,,,,,,,
019,C,150,162.4296,5A,8A,1,0.034199999999998454,,,,,,,,,,,,,,
019,C,150,162.5298,8A,5A,1,0.033999999999991815,,,,,,,,,,,,,,
019,C,150,162.7964,5A,5B,1,0.034199999999998454,,,,,,,,,,,,,,
019,C,150,163.0639,5B,6A,1,0.1998000000000104,,,,,,,,,,,,,,
019,C,150,163.5287,6A,9B,1,0.03360000000000696,,,,,,,,,,,,,,
019,C,150,163.6628,9B,PB,1,0.36549999999999727,,,,,,,,,,,,,,
019,C,150,167.4411,PB,7A,1,0.5432999999999879,,,,,,,,,,,,,,
019,C,150,168.0511,7A,7B,1,0.03350000000000364,,,,,,,,,,,,,,
019,C,150,168.0846,7B,5A,1,0.032100000000014006,,,,,,,,,,,,,,
019,C,150,168.3844,5A,2A,1,0.033299999999997,,,,,,,,,,,,,,
019,C,150,168.7511,2A,7B,1,0.033599999999978536,,,,,,,,,,,,,,
019,C,150,168.9164,7B,2A,1,0.033599999999978536,,,,,,,,,,,,,,
019,C,150,169.0512,2A,7B,1,0.033299999999997,,,,,,,,,,,,,,
019,C,150,169.5844,7B,2A,1,0.03310000000001878,,,,,,,,,,,,,,
019,C,150,169.6175,2A,7B,1,0.031999999999982265,,,,,,,,,,,,,,
019,C,150,172.4825,7B,PB,1,0.3972000000000264,,,,,,,,,,,,,,
019,C,150,174.9467,PB,7B,1,0.38040000000000873,,,,,,,,,,,,,,
019,C,150,175.3793,7B,5B,1,0.033899999999988495,,,,,,,,,,,,,,
019,C,150,175.5134,5B,8A,1,0.0665000000000191,,,,,,,,,,,,,,
019,C,150,175.5799,8A,9B,1,0.26609999999999445,,,,,,,,,,,,,,
019,C,150,175.8798,9B,6A,1,0.03260000000000218,,,,,,,,,,,,,,
019,C,150,175.9793,6A,9B,1,0.033299999999997,,,,,,,,,,,,,,
019,C,150,176.3463,9B,9A,1,0.066599999999994,,,,,,,,,,,,,,
019,C,150,176.4129,9A,5B,1,0.06629999999998404,,,,,,,,,,,,,,
019,C,150,176.7457,5B,8A,1,0.0338000000000136,,,,,,,,,,,,,,
019,C,150,176.7795,8A,5A,1,0.03289999999998372,,,,,,,,,,,,,,
019,C,150,177.1126,5A,5B,1,0.20070000000001187,,,,,,,,,,,,,,
019,C,150,177.6125,5B,5A,1,0.03289999999998372,,,,,,,,,,,,,,
019,C,150,177.6454,5A,7A,1,0.033999999999991815,,,,,,,,,,,,,,
019,C,150,177.8453,7A,1B,1,0.09949999999997772,,,,,,,,,,,,,,
019,C,150,177.9448,1B,PB,1,0.2991000000000099,,,,,,,,,,,,,,
