ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
041,E,510,510.3323,5B,8A,1,0.0332000000000221,,,,,,,,,,,,,,
041,E,510,510.3655,8A,5B,1,0.03340000000002874,,,,,,,,,,,,,,
041,E,510,510.5987,5B,8B,1,0.033599999999978536,,,,,,,,,,,,,,
041,E,510,510.8652,8B,7B,1,0.4329999999999927,,,,,,,,,,,,,,
041,E,510,511.4324,7B,8B,1,0.06560000000001764,,,,,,,,,,,,,,
041,E,510,511.498,8B,5B,1,0.03370000000001028,,,,,,,,,,,,,,
041,E,510,511.5317,5B,8B,1,0.033599999999978536,,,,,,,,,,,,,,
041,E,510,513.6317,8B,5B,1,0.16700000000003,,,,,,,,,,,,,,
041,E,510,514.131,5B,5A,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,514.1639,5A,4B,1,0.33339999999998327,,,,,,,,,,,,,,
041,E,510,514.7973,4B,7A,1,0.03450000000009368,,,,,,,,,,,,,,
041,E,510,514.8318,7A,7B,1,0.031799999999975626,,,,,,,,,,,,,,
041,E,510,514.9307,7B,2A,1,0.03340000000002874,,,,,,,,,,,,,,
041,E,510,515.097,2A,5B,1,0.16669999999999163,,,,,,,,,,,,,,
041,E,510,515.5306,5B,6A,1,0.29980000000000473,,,,,,,,,,,,,,
041,E,510,516.0966,6A,3A,1,0.033200000000078944,,,,,,,,,,,,,,
041,E,510,516.7963,3A,2B,1,0.20000000000004547,,,,,,,,,,,,,,
041,E,510,517.2298,2B,2A,1,0.03270000000009077,,,,,,,,,,,,,,
041,E,510,517.2625,2A,7A,1,0.03350000000000364,,,,,,,,,,,,,,
041,E,510,517.3961,7A,4B,1,0.13360000000000127,,,,,,,,,,,,,,
041,E,510,517.7629,4B,4A,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,518.0297,4A,7A,1,0.7754999999999654,,,,,,,,,,,,,,
041,E,510,519.1714,7A,5A,1,0.16660000000001673,,,,,,,,,,,,,,
041,E,510,519.6045,5A,2A,1,0.10029999999994743,,,,,,,,,,,,,,
041,E,510,520.2382,2A,5A,1,0.033299999999940155,,,,,,,,,,,,,,
041,E,510,520.2715,5A,2B,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,520.6378,2B,5A,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,521.1373,5A,2B,1,0.03380000000004202,,,,,,,,,,,,,,
041,E,510,521.1711,2B,5B,1,0.03279999999995198,,,,,,,,,,,,,,
041,E,510,521.2712,5B,6A,1,0.13289999999994961,,,,,,,,,,,,,,
041,E,510,522.0034,6A,3A,1,0.033999999999991815,,,,,,,,,,,,,,
041,E,510,522.4033,3A,8B,1,0.33330000000000837,,,,,,,,,,,,,,
041,E,510,522.9365,8B,5A,1,0.16679999999996653,,,,,,,,,,,,,,
041,E,510,523.4702,5A,2A,1,0.29949999999996635,,,,,,,,,,,,,,
041,E,510,524.0696,2A,2B,1,0.03319999999996526,,,,,,,,,,,,,,
041,E,510,524.436,2B,5B,1,0.03390000000001692,,,,,,,,,,,,,,
041,E,510,524.7026,5B,6A,1,0.06709999999998217,,,,,,,,,,,,,,
041,E,510,525.3355,6A,3A,1,0.03379999999992833,,,,,,,,,,,,,,
041,E,510,525.6693,3A,2A,1,0.1673999999999296,,,,,,,,,,,,,,
041,E,510,525.8367,2A,7A,1,0.26539999999999964,,,,,,,,,,,,,,
041,E,510,526.2684,7A,4B,1,0.033299999999940155,,,,,,,,,,,,,,
041,E,510,526.3017,4B,1B,1,0.0664000000000442,,,,,,,,,,,,,,
041,E,510,526.8346,1B,4B,1,0.033699999999953434,,,,,,,,,,,,,,
041,E,510,526.8683,4B,2A,1,0.03330000000005384,,,,,,,,,,,,,,
041,E,510,527.2678,2A,4B,1,0.06670000000008258,,,,,,,,,,,,,,
041,E,510,527.6346,4B,7A,1,0.03380000000004202,,,,,,,,,,,,,,
041,E,510,527.6684,7A,5A,1,0.066599999999994,,,,,,,,,,,,,,
041,E,510,527.8343,5A,2B,1,0.03390000000001692,,,,,,,,,,,,,,
041,E,510,528.2681,2B,5B,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,528.301,5B,6A,1,0.7994999999999663,,,,,,,,,,,,,,
041,E,510,529.2339,6A,8B,1,0.1006000000000995,,,,,,,,,,,,,,
041,E,510,530.1666,8B,2B,1,0.06799999999998363,,,,,,,,,,,,,,
041,E,510,530.267,2B,5B,1,0.033999999999991815,,,,,,,,,,,,,,
041,E,510,530.301,5B,2B,1,0.03289999999992688,,,,,,,,,,,,,,
041,E,510,530.467,2B,5B,1,0.20010000000002037,,,,,,,,,,,,,,
041,E,510,531.1674,5B,8B,1,0.03309999999999036,,,,,,,,,,,,,,
041,E,510,533.5335,8B,5B,1,0.09990000000004784,,,,,,,,,,,,,,
041,E,510,533.9673,5B,7B,1,0.09849999999994452,,,,,,,,,,,,,,
041,E,510,534.0658,7B,2A,1,0.0342000000000553,,,,,,,,,,,,,,
041,E,510,534.666,2A,7B,1,0.0324999999999136,,,,,,,,,,,,,,
041,E,510,534.6985,7B,7A,1,0.13350000000002638,,,,,,,,,,,,,,
041,E,510,534.832,7A,2A,1,0.4013999999999669,,,,,,,,,,,,,,
041,E,510,535.2334,2A,2B,1,0.027300000000082036,,,,,,,,,,,,,,
041,E,510,535.2607,2B,5B,1,0.022399999999947795,,,,,,,,,,,,,,
041,E,510,535.5762,5B,8B,1,0.03290000000004056,,,,,,,,,,,,,,
041,E,510,535.6752,8B,5B,1,0.03350000000000364,,,,,,,,,,,,,,
041,E,510,535.7087,5B,8B,1,0.03350000000000364,,,,,,,,,,,,,,
041,E,510,535.9757,8B,5B,1,0.033200000000078944,,,,,,,,,,,,,,
041,E,510,536.0089,5B,2B,1,0.033299999999940155,,,,,,,,,,,,,,
041,E,510,536.275,2B,8A,1,0.03330000000005384,,,,,,,,,,,,,,
041,E,510,536.3083,8A,4B,1,0.1998999999999569,,,,,,,,,,,,,,
041,E,510,536.5082,4B,PB,1,0.499300000000062,,,,,,,,,,,,,,
