ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
009,C,150,150.357,4B,2A,1,0.069500000000005,,,,,,,,,,,,,,
009,C,150,150.5243,2A,2B,1,0.033999999999991815,,,,,,,,,,,,,,
009,C,150,151.0563,2B,2A,1,0.066599999999994,,,,,,,,,,,,,,
009,C,150,151.323,2A,1B,1,0.2658999999999878,,,,,,,,,,,,,,
009,C,150,152.0894,1B,4A,1,0.09999999999999432,,,,,,,,,,,,,,
009,C,150,153.089,4A,4B,1,0.03309999999999036,,,,,,,,,,,,,,
009,C,150,153.1221,4B,2B,1,0.0665000000000191,,,,,,,,,,,,,,
009,C,150,153.6222,2B,2A,1,0.03290000000001214,,,,,,,,,,,,,,
009,C,150,154.155,2A,4B,1,0.03309999999999036,,,,,,,,,,,,,,
009,C,150,154.1881,4B,4A,1,0.0665000000000191,,,,,,,,,,,,,,
009,C,150,154.2546,4A,PB,1,0.5658999999999992,,,,,,,,,,,,,,
009,C,150,156.3691,PB,4A,1,0.3085999999999842,,,,,,,,,,,,,,
009,C,150,156.7868,4A,4B,1,0.533299999999997,,,,,,,,,,,,,,
009,C,150,157.4536,4B,2A,1,0.03340000000000032,,,,,,,,,,,,,,
009,C,150,157.487,2A,2B,1,0.033999999999991815,,,,,,,,,,,,,,
009,C,150,158.0203,2B,2A,1,0.10050000000001091,,,,,,,,,,,,,,
009,C,150,158.1208,2A,7A,1,0.03340000000000032,,,,,,,,,,,,,,
009,C,150,158.2206,7A,4B,1,0.03280000000000882,,,,,,,,,,,,,,
009,C,150,158.4202,4B,7A,1,0.16630000000000678,,,,,,,,,,,,,,
009,C,150,158.6868,7A,2A,1,0.06649999999999068,,,,,,,,,,,,,,
009,C,150,158.7533,2A,2B,1,0.03350000000000364,,,,,,,,,,,,,,
009,C,150,158.7868,2B,9A,1,0.4333000000000027,,,,,,,,,,,,,,
009,C,150,159.2201,9A,6A,1,0.13329999999999131,,,,,,,,,,,,,,
009,C,150,159.4533,6A,5B,1,0.099899999999991,,,,,,,,,,,,,,
009,C,150,159.7533,5B,2B,1,0.1664000000000101,,,,,,,,,,,,,,
009,C,150,160.0858,2B,5A,1,0.03350000000000364,,,,,,,,,,,,,,
009,C,150,160.1193,5A,7A,1,0.06729999999998881,,,,,,,,,,,,,,
009,C,150,160.2855,7A,4B,1,0.09949999999997772,,,,,,,,,,,,,,
009,C,150,160.4186,4B,PB,1,1.2998000000000047,,,,,,,,,,,,,,
009,C,150,165.9045,PB,1A,1,0.24499999999997613,,,,,,,,,,,,,,
009,C,150,166.2838,1A,1B,1,0.02559999999999718,,,,,,,,,,,,,,
009,C,150,166.3094,1B,4A,1,0.030900000000002592,,,,,,,,,,,,,,
009,C,150,166.4051,4A,4B,1,0.19999999999998863,,,,,,,,,,,,,,
009,C,150,167.0051,4B,5B,1,0.26650000000000773,,,,,,,,,,,,,,
009,C,150,167.5717,5B,2B,1,0.06700000000000728,,,,,,,,,,,,,,
009,C,150,167.6387,2B,8A,1,0.066599999999994,,,,,,,,,,,,,,
009,C,150,167.772,8A,5B,1,0.033299999999997,,,,,,,,,,,,,,
009,C,150,167.8719,5B,8A,1,0.033299999999997,,,,,,,,,,,,,,
009,C,150,168.1717,8A,5B,1,0.03280000000000882,,,,,,,,,,,,,,
009,C,150,168.9717,5B,9A,1,0.26660000000001105,,,,,,,,,,,,,,
009,C,150,169.4381,9A,6A,1,0.03340000000000032,,,,,,,,,,,,,,
009,C,150,169.6709,6A,3A,1,0.03370000000001028,,,,,,,,,,,,,,
009,C,150,171.1707,3A,PB,1,0.5648999999999944,,,,,,,,,,,,,,
009,C,150,176.4458,PB,1A,1,0.537700000000001,,,,,,,,,,,,,,
009,C,150,177.2891,1A,1B,1,0.10009999999999764,,,,,,,,,,,,,,
009,C,150,177.489,1B,4A,1,0.033799999999985175,,,,,,,,,,,,,,
009,C,150,177.689,4A,4B,1,0.033299999999997,,,,,,,,,,,,,,
009,C,150,177.8563,4B,2A,1,0.19960000000000377,,,,,,,,,,,,,,
009,C,150,178.8553,2A,4B,1,0.099899999999991,,,,,,,,,,,,,,
009,C,150,179.1883,4B,4A,1,0.066599999999994,,,,,,,,,,,,,,
