ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
013,E,90,90.07323,5B,2B,1,0.03254000000001156,,,,,,,,,,,,,,
013,E,90,90.4727,2B,7A,1,0.20053000000000054,,,,,,,,,,,,,,
013,E,90,90.67323,7A,1B,1,0.032330000000001746,,,,,,,,,,,,,,
013,E,90,90.93908,1B,6A,1,0.09986999999999568,,,,,,,,,,,,,,
013,E,90,91.3721,6A,9B,1,0.06660999999999717,,,,,,,,,,,,,,
013,E,90,91.47209,9B,6A,1,0.0336900000000071,,,,,,,,,,,,,,
013,E,90,91.50578,6A,1B,1,0.29922000000000537,,,,,,,,,,,,,,
013,E,90,91.83855,1B,PB,1,0.4992299999999972,,,,,,,,,,,,,,
013,E,90,94.89251,PB,4A,1,0.20335000000000036,,,,,,,,,,,,,,
013,E,90,95.31516,4A,2A,1,0.022039999999989845,,,,,,,,,,,,,,
013,E,90,95.3372,2A,5A,1,0.023989999999997735,,,,,,,,,,,,,,
013,E,90,95.36119,5A,8A,1,0.06736000000000786,,,,,,,,,,,,,,
013,E,90,95.6591,8A,8B,1,0.09972000000000492,,,,,,,,,,,,,,
013,E,90,95.75882,8B,5B,1,0.20015999999999678,,,,,,,,,,,,,,
013,E,90,95.95898,5B,8A,1,0.034610000000000696,,,,,,,,,,,,,,
013,E,90,96.22595,8A,8B,1,0.033160000000009404,,,,,,,,,,,,,,
013,E,90,96.32558,8B,5B,1,0.03555000000000064,,,,,,,,,,,,,,
013,E,90,96.36113,5B,8B,1,0.031289999999998486,,,,,,,,,,,,,,
013,E,90,96.42568,8B,5B,1,0.032730000000000814,,,,,,,,,,,,,,
013,E,90,96.45841,5B,2A,1,0.1349000000000018,,,,,,,,,,,,,,
013,E,90,96.59331,2A,7B,1,0.03435000000000343,,,,,,,,,,,,,,
013,E,90,96.72697,7B,8B,1,0.06546000000000163,,,,,,,,,,,,,,
013,E,90,96.79243,8B,5B,1,0.03334999999999866,,,,,,,,,,,,,,
013,E,90,97.32553,5B,8B,1,0.03301999999999339,,,,,,,,,,,,,,
013,E,90,97.45823,8B,5B,1,0.033039999999999736,,,,,,,,,,,,,,
013,E,90,97.49127,5B,8B,1,0.03387999999999636,,,,,,,,,,,,,,
013,E,90,98.658,8B,9B,1,0.13313999999999737,,,,,,,,,,,,,,
013,E,90,98.99068,9B,9A,1,0.06642999999999688,,,,,,,,,,,,,,
013,E,90,99.25741,9A,8B,1,0.13355000000001382,,,,,,,,,,,,,,
013,E,90,100.1575,8B,5B,1,0.09959999999999525,,,,,,,,,,,,,,
013,E,90,100.6915,5B,8A,1,0.0344999999999942,,,,,,,,,,,,,,
013,E,90,100.726,8A,2B,1,0.09829999999999472,,,,,,,,,,,,,,
013,E,90,100.8243,2B,7A,1,0.0671999999999997,,,,,,,,,,,,,,
013,E,90,101.1242,7A,4A,1,0.03300000000000125,,,,,,,,,,,,,,
013,E,90,101.3578,4A,PB,1,0.5644000000000062,,,,,,,,,,,,,,
013,E,90,111.5852,PB,4A,1,0.20019999999999527,,,,,,,,,,,,,,
013,E,90,112.0979,4A,2B,1,0.11060000000000514,,,,,,,,,,,,,,
013,E,90,112.2085,2B,5B,1,0.03289999999999793,,,,,,,,,,,,,,
013,E,90,112.4074,5B,6A,1,0.06670000000001153,,,,,,,,,,,,,,
013,E,90,112.6741,6A,8B,1,0.36710000000000775,,,,,,,,,,,,,,
013,E,90,113.3408,8B,5B,1,0.033299999999997,,,,,,,,,,,,,,
013,E,90,113.3741,5B,8B,1,0.03300000000000125,,,,,,,,,,,,,,
013,E,90,113.4071,8B,5B,1,0.034000000000006025,,,,,,,,,,,,,,
013,E,90,113.4411,5B,8B,1,0.032299999999992224,,,,,,,,,,,,,,
013,E,90,113.6073,8B,5B,1,0.034300000000001774,,,,,,,,,,,,,,
013,E,90,113.8075,5B,8B,1,0.033699999999996066,,,,,,,,,,,,,,
013,E,90,114.707,8B,9B,1,0.1004000000000076,,,,,,,,,,,,,,
013,E,90,114.9403,9B,8B,1,0.43370000000000175,,,,,,,,,,,,,,
