ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
038,C,300,300.0812,7B,PB,1,0.4642999999999802,,,,,,,,,,,,,,
038,C,300,301.2044,PB,7A,1,0.4312999999999647,,,,,,,,,,,,,,
038,C,300,301.6357,7A,9A,1,0.5660000000000309,,,,,,,,,,,,,,
038,C,300,302.4344,9A,5B,1,0.10009999999999764,,,,,,,,,,,,,,
038,C,300,303.1019,5B,8B,1,0.06599999999997408,,,,,,,,,,,,,,
038,C,300,303.5689,8B,6A,1,0.299000000000035,,,,,,,,,,,,,,
038,C,300,303.9013,6A,9A,1,0.0332000000000221,,,,,,,,,,,,,,
038,C,300,303.9345,9A,6A,1,0.03350000000000364,,,,,,,,,,,,,,
038,C,300,303.968,6A,9A,1,0.03299999999995862,,,,,,,,,,,,,,
038,C,300,304.1677,9A,6A,1,0.03319999999996526,,,,,,,,,,,,,,
038,C,300,304.2009,6A,8B,1,0.06729999999998881,,,,,,,,,,,,,,
038,C,300,304.4676,8B,5B,1,0.03370000000001028,,,,,,,,,,,,,,
038,C,300,304.8348,5B,5A,1,0.06610000000000582,,,,,,,,,,,,,,
038,C,300,305.0007,5A,5B,1,0.10009999999999764,,,,,,,,,,,,,,
038,C,300,305.2675,5B,5A,1,0.5436000000000263,,,,,,,,,,,,,,
038,C,300,305.8777,5A,5B,1,0.0665000000000191,,,,,,,,,,,,,,
038,C,300,307.2116,5B,PB,1,0.5307999999999993,,,,,,,,,,,,,,
038,C,300,311.2395,PB,5B,1,0.4778999999999769,,,,,,,,,,,,,,
038,C,300,311.7939,5B,7A,1,0.42559999999997444,,,,,,,,,,,,,,
038,C,300,312.452,7A,4A,1,0.033799999999985175,,,,,,,,,,,,,,
038,C,300,312.4858,4A,PB,1,0.5323000000000206,,,,,,,,,,,,,,
038,C,300,314.4911,PB,4A,1,0.40159999999997353,,,,,,,,,,,,,,
038,C,300,315.0447,4A,7A,1,0.024699999999995725,,,,,,,,,,,,,,
038,C,300,315.1691,7A,5A,1,0.3558999999999628,,,,,,,,,,,,,,
038,C,300,315.6052,5A,5B,1,0.3564999999999827,,,,,,,,,,,,,,
038,C,300,316.0613,5B,8B,1,0.7335999999999672,,,,,,,,,,,,,,
038,C,300,319.6606,8B,5B,1,0.034100000000023556,,,,,,,,,,,,,,
038,C,300,319.8603,5B,8A,1,0.034100000000023556,,,,,,,,,,,,,,
038,C,300,320.1602,8A,8B,1,0.5330000000000155,,,,,,,,,,,,,,
038,C,300,320.6932,8B,5B,1,0.03350000000000364,,,,,,,,,,,,,,
038,C,300,320.7599,5B,8A,1,0.03299999999995862,,,,,,,,,,,,,,
038,C,300,320.7929,8A,5B,1,0.03340000000002874,,,,,,,,,,,,,,
038,C,300,320.8263,5B,8A,1,0.03309999999999036,,,,,,,,,,,,,,
038,C,300,320.8594,8A,5B,1,0.03390000000001692,,,,,,,,,,,,,,
038,C,300,320.9265,5B,8A,1,0.03340000000002874,,,,,,,,,,,,,,
038,C,300,321.0594,8A,5B,1,0.03350000000000364,,,,,,,,,,,,,,
038,C,300,321.0929,5B,8A,1,0.03260000000000218,,,,,,,,,,,,,,
038,C,300,321.1255,8A,5B,1,0.03390000000001692,,,,,,,,,,,,,,
038,C,300,321.1594,5B,PB,1,0.5323999999999955,,,,,,,,,,,,,,
038,C,300,328.1222,PB,7A,1,0.379099999999994,,,,,,,,,,,,,,
038,C,300,328.5254,7A,8B,1,0.20910000000003492,,,,,,,,,,,,,,
038,C,300,328.7651,8B,9A,1,0.08150000000000546,,,,,,,,,,,,,,
038,C,300,329.3778,9A,9B,1,0.36709999999999354,,,,,,,,,,,,,,
