ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
017,E,90,90.69497,6A,3A,1,0.0330200000000076,,,,,,,,,,,,,,
017,E,90,90.96144,3A,9B,1,0.033340000000009695,,,,,,,,,,,,,,
017,E,90,91.22821,9B,9A,1,0.03311999999999671,,,,,,,,,,,,,,
017,E,90,91.26133,9A,5B,1,0.033140000000003056,,,,,,,,,,,,,,
017,E,90,91.36143,5B,8B,1,0.03381000000000256,,,,,,,,,,,,,,
017,E,90,91.42828,8B,5B,1,0.032859999999999445,,,,,,,,,,,,,,
017,E,90,91.72845,5B,5A,1,0.03285000000001048,,,,,,,,,,,,,,
017,E,90,91.7613,5A,8A,1,0.032709999999994466,,,,,,,,,,,,,,
017,E,90,91.82822,8A,5A,1,0.03306999999999505,,,,,,,,,,,,,,
017,E,90,92.29401,5A,5B,1,0.034080000000003,,,,,,,,,,,,,,
017,E,90,92.32809,5B,8A,1,0.032659999999992806,,,,,,,,,,,,,,
017,E,90,92.4281,8A,5B,1,0.099969999999999,,,,,,,,,,,,,,
017,E,90,92.66136,5B,8A,1,0.03288999999999476,,,,,,,,,,,,,,
017,E,90,92.69425,8A,2B,1,0.09963000000000477,,,,,,,,,,,,,,
017,E,90,92.82746,2B,5B,1,0.033670000000000755,,,,,,,,,,,,,,
017,E,90,92.86113,5B,2B,1,0.033469999999994116,,,,,,,,,,,,,,
017,E,90,92.92802,2B,5B,1,0.03365999999999758,,,,,,,,,,,,,,
017,E,90,93.02726,5B,8A,1,0.03352999999999895,,,,,,,,,,,,,,
017,E,90,93.16113,8A,5A,1,0.06610000000000582,,,,,,,,,,,,,,
017,E,90,93.22723,5A,8A,1,0.03347999999999729,,,,,,,,,,,,,,
017,E,90,93.26071,8A,5A,1,0.032529999999994175,,,,,,,,,,,,,,
017,E,90,93.36,5A,8A,1,0.03328000000000486,,,,,,,,,,,,,,
017,E,90,93.39328,8A,2B,1,0.03307999999999822,,,,,,,,,,,,,,
017,E,90,93.42636,2B,8A,1,0.03609999999999047,,,,,,,,,,,,,,
017,E,90,93.46246,8A,5B,1,0.03241000000001293,,,,,,,,,,,,,,
017,E,90,94.96073,5B,5A,1,0.03251000000000204,,,,,,,,,,,,,,
017,E,90,95.32559,5A,8A,1,0.03337999999999397,,,,,,,,,,,,,,
017,E,90,95.35897,8A,5B,1,0.03310000000000457,,,,,,,,,,,,,,
017,E,90,95.49232,5B,8A,1,0.033319999999989136,,,,,,,,,,,,,,
017,E,90,95.52564,8A,5B,1,0.06619000000000597,,,,,,,,,,,,,,
017,E,90,95.75901,5B,8A,1,0.03423999999999694,,,,,,,,,,,,,,
017,E,90,95.79325,8A,2B,1,0.0324499999999972,,,,,,,,,,,,,,
017,E,90,95.8257,2B,5A,1,0.03342999999999563,,,,,,,,,,,,,,
017,E,90,96.22555,5A,PB,1,0.6985800000000069,,,,,,,,,,,,,,
017,E,90,98.12507,PB,7A,1,0.24528000000000816,,,,,,,,,,,,,,
017,E,90,98.44675,7A,7B,1,0.2330700000000121,,,,,,,,,,,,,,
017,E,90,98.67982,7B,4B,1,0.49944999999999595,,,,,,,,,,,,,,
017,E,90,99.37986,4B,4A,1,0.03262000000000853,,,,,,,,,,,,,,
017,E,90,99.41248,4A,1B,1,0.033419999999992456,,,,,,,,,,,,,,
017,E,90,99.71242,1B,1A,1,0.10047000000000139,,,,,,,,,,,,,,
017,E,90,99.94566,1A,PB,1,0.7657399999999939,,,,,,,,,,,,,,
017,E,90,102.9367,PB,5A,1,0.2856000000000023,,,,,,,,,,,,,,
