ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
022,E,0,2.823454,PB,1B,1,2.1313760000000004,,,,,,,,,,,,,,
022,E,0,5.08832,1B,2A,1,0.06619799999999998,,,,,,,,,,,,,,
022,E,0,5.421227,2A,2B,1,0.035798999999999914,,,,,,,,,,,,,,
022,E,0,5.754278,2B,5B,1,0.033176999999999346,,,,,,,,,,,,,,
022,E,0,6.575905,5B,2B,1,0.022391999999999967,,,,,,,,,,,,,,
022,E,0,6.953415,2B,3A,1,0.33324200000000026,,,,,,,,,,,,,,
022,E,0,8.208439,3A,8B,1,0.08922600000000003,,,,,,,,,,,,,,
022,E,0,8.342304,8B,5B,1,0.08847999999999878,,,,,,,,,,,,,,
022,E,0,8.430784,5B,2B,1,0.04423400000000122,,,,,,,,,,,,,,
022,E,0,8.65312,2B,2A,1,0.06664699999999968,,,,,,,,,,,,,,
022,E,0,8.919659,2A,7A,1,0.06650300000000087,,,,,,,,,,,,,,
022,E,0,9.085913,7A,4B,1,0.03344900000000095,,,,,,,,,,,,,,
022,E,0,9.75218,4B,2A,1,0.023255999999999943,,,,,,,,,,,,,,
022,E,0,9.775436,2A,2B,1,0.043738000000001165,,,,,,,,,,,,,,
022,E,0,9.841135,2B,5A,1,0.044643000000000654,,,,,,,,,,,,,,
022,E,0,9.952648,5A,2B,1,0.022854000000000596,,,,,,,,,,,,,,
022,E,0,11.29641,2B,5B,1,0.022410000000000707,,,,,,,,,,,,,,
022,E,0,11.88465,5B,6A,1,0.2330799999999993,,,,,,,,,,,,,,
022,E,0,12.48434,6A,9B,1,0.02261000000000024,,,,,,,,,,,,,,
022,E,0,12.5513,9B,3A,1,0.022230000000000416,,,,,,,,,,,,,,
022,E,0,13.09306,3A,3B,1,0.0352800000000002,,,,,,,,,,,,,,
022,E,0,14.21667,3B,3A,1,0.02332999999999963,,,,,,,,,,,,,,
022,E,0,14.63882,3A,6A,1,0.04482999999999926,,,,,,,,,,,,,,
022,E,0,15.29462,6A,2B,1,0.10022999999999982,,,,,,,,,,,,,,
022,E,0,15.69913,2B,2A,1,0.06239000000000061,,,,,,,,,,,,,,
022,E,0,16.42726,2A,4B,1,0.03304999999999936,,,,,,,,,,,,,,
022,E,0,16.96139,4B,1B,1,0.03258999999999901,,,,,,,,,,,,,,
022,E,0,17.54859,1B,4B,1,0.044549999999997425,,,,,,,,,,,,,,
022,E,0,18.1632,4B,7A,1,0.018149999999998556,,,,,,,,,,,,,,
022,E,0,18.18135,7A,2A,1,0.017840000000003187,,,,,,,,,,,,,,
022,E,0,18.59328,2A,2B,1,0.13315000000000055,,,,,,,,,,,,,,
022,E,0,18.85956,2B,5B,1,0.03298000000000201,,,,,,,,,,,,,,
022,E,0,19.22604,5B,3B,1,0.43256999999999834,,,,,,,,,,,,,,
022,E,0,20.15884,3B,3A,1,0.06662000000000035,,,,,,,,,,,,,,
022,E,0,20.65847,3A,6A,1,0.03325999999999851,,,,,,,,,,,,,,
022,E,0,21.19236,6A,9B,1,0.03277999999999892,,,,,,,,,,,,,,
022,E,0,21.22514,9B,3A,1,0.03340000000000032,,,,,,,,,,,,,,
022,E,0,21.95757,3A,9A,1,0.06686999999999799,,,,,,,,,,,,,,
022,E,0,22.5799,9A,5B,1,0.06691000000000003,,,,,,,,,,,,,,
022,E,0,22.84759,5B,2B,1,0.03359999999999985,,,,,,,,,,,,,,
022,E,0,22.88119,2B,5A,1,0.03193999999999875,,,,,,,,,,,,,,
022,E,0,22.91313,5A,2B,1,0.034259999999999735,,,,,,,,,,,,,,
022,E,0,23.54702,2B,5B,1,0.03350999999999971,,,,,,,,,,,,,,
022,E,0,24.08005,5B,5A,1,0.06651000000000096,,,,,,,,,,,,,,
022,E,0,24.44672,5A,2A,1,0.03306000000000253,,,,,,,,,,,,,,
022,E,0,24.97883,2A,2B,1,0.06668000000000163,,,,,,,,,,,,,,
022,E,0,26.14518,2B,5B,1,0.03323999999999927,,,,,,,,,,,,,,
022,E,0,26.61183,5B,6A,1,0.16713000000000022,,,,,,,,,,,,,,
022,E,0,26.77896,6A,3A,1,0.06552999999999898,,,,,,,,,,,,,,
022,E,0,27.17744,3A,3B,1,0.03359999999999985,,,,,,,,,,,,,,
022,E,0,28.09959,3B,6B,1,0.066670000000002,,,,,,,,,,,,,,
022,E,0,28.53259,6B,9B,1,0.034020000000001716,,,,,,,,,,,,,,
022,E,0,28.66631,9B,6A,1,0.03345000000000198,,,,,,,,,,,,,,
022,E,0,28.93311,6A,5A,1,0.1330600000000004,,,,,,,,,,,,,,
022,E,0,29.29965,5A,7B,1,0.06652000000000058,,,,,,,,,,,,,,
022,E,0,29.53243,7B,7A,1,0.03322000000000003,,,,,,,,,,,,,,
022,E,0,29.56565,7A,4B,1,0.03342999999999918,,,,,,,,,,,,,,
022,E,0,29.79928,4B,4A,1,0.03307000000000215,,,,,,,,,,,,,,
022,E,0,29.83235,4A,1B,1,0.03307999999999822,,,,,,,,,,,,,,
