ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
015,C,450,450.324,1A,PB,1,0.7135000000000105,,,,,,,,,,,,,,
015,C,450,453.8382,PB,5A,1,0.6636000000000308,,,,,,,,,,,,,,
015,C,450,454.6985,5A,5B,1,0.02719999999999345,,,,,,,,,,,,,,
015,C,450,454.9466,5B,6A,1,0.0654999999999859,,,,,,,,,,,,,,
015,C,450,455.3106,6A,4A,1,0.26729999999997744,,,,,,,,,,,,,,
015,C,450,455.5779,4A,1A,1,0.39980000000002747,,,,,,,,,,,,,,
015,C,450,456.0441,1A,4A,1,0.0333999999999719,,,,,,,,,,,,,,
015,C,450,456.0775,4A,4B,1,0.282100000000014,,,,,,,,,,,,,,
015,C,450,456.3596,4B,7A,1,0.026099999999985357,,,,,,,,,,,,,,
015,C,450,456.568,7A,5A,1,0.05480000000000018,,,,,,,,,,,,,,
015,C,450,456.6228,5A,5B,1,0.054100000000005366,,,,,,,,,,,,,,
015,C,450,456.9772,5B,6A,1,0.06670000000002574,,,,,,,,,,,,,,
015,C,450,457.51,6A,6B,1,0.23390000000000555,,,,,,,,,,,,,,
015,C,450,457.7439,6B,3B,1,0.03269999999997708,,,,,,,,,,,,,,
015,C,450,458.1762,3B,6B,1,0.06639999999998736,,,,,,,,,,,,,,
015,C,450,458.2426,6B,5B,1,0.2336999999999989,,,,,,,,,,,,,,
015,C,450,458.7433,5B,8A,1,0.03340000000002874,,,,,,,,,,,,,,
015,C,450,458.9099,8A,5B,1,0.03449999999997999,,,,,,,,,,,,,,
015,C,450,459.41,5B,7B,1,0.06699999999995043,,,,,,,,,,,,,,
015,C,450,459.7093,7B,1A,1,0.4999000000000251,,,,,,,,,,,,,,
015,C,450,460.3422,1A,PB,1,0.3321000000000254,,,,,,,,,,,,,,
015,C,450,463.7924,PB,1A,1,0.441599999999994,,,,,,,,,,,,,,
015,C,450,464.8073,1A,1B,1,0.16610000000002856,,,,,,,,,,,,,,
015,C,450,465.1068,1B,4B,1,0.9000999999999522,,,,,,,,,,,,,,
015,C,450,466.0069,4B,PB,1,0.7319000000000528,,,,,,,,,,,,,,
015,C,450,470.0937,PB,1A,1,0.4211999999999989,,,,,,,,,,,,,,
015,C,450,470.5149,1A,4A,1,0.46839999999997417,,,,,,,,,,,,,,
015,C,450,470.9833,4A,4B,1,0.20019999999999527,,,,,,,,,,,,,,
015,C,450,471.1835,4B,5B,1,0.2995999999999981,,,,,,,,,,,,,,
015,C,450,471.9826,5B,3A,1,0.3672000000000253,,,,,,,,,,,,,,
015,C,450,472.4833,3A,6B,1,0.0332000000000221,,,,,,,,,,,,,,
015,C,450,472.7827,6B,9B,1,0.033299999999997,,,,,,,,,,,,,,
015,C,450,473.1495,9B,9A,1,0.0665000000000191,,,,,,,,,,,,,,
015,C,450,473.8591,9A,8B,1,0.4330999999999676,,,,,,,,,,,,,,
015,C,450,474.2922,8B,5B,1,0.03340000000002874,,,,,,,,,,,,,,
015,C,450,474.3256,5B,8A,1,0.0999999999999659,,,,,,,,,,,,,,
015,C,450,474.5258,8A,5B,1,0.13360000000000127,,,,,,,,,,,,,,
015,C,450,474.6594,5B,8A,1,0.06630000000001246,,,,,,,,,,,,,,
015,C,450,474.7257,8A,PB,1,0.5980999999999881,,,,,,,,,,,,,,
015,C,450,477.7215,PB,1A,1,0.41840000000001965,,,,,,,,,,,,,,
015,C,450,478.2271,1A,4A,1,0.10669999999998936,,,,,,,,,,,,,,
015,C,450,478.5228,4A,1B,1,0.8671999999999684,,,,,,,,,,,,,,
