ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
017,E,60,60.06313,1B,1A,1,0.03352999999999895,,,,,,,,,,,,,,
017,E,60,60.4962,1A,1B,1,0.13318999999999903,,,,,,,,,,,,,,
017,E,60,60.82956,1B,PB,1,0.43262,,,,,,,,,,,,,,
017,E,60,64.07232,PB,4A,1,0.2002600000000001,,,,,,,,,,,,,,
017,E,60,64.42796,4A,8A,1,0.06700999999999624,,,,,,,,,,,,,,
017,E,60,64.72803,8A,5A,1,0.03316999999999837,,,,,,,,,,,,,,
017,E,60,64.7612,5A,8B,1,0.03404000000000451,,,,,,,,,,,,,,
017,E,60,64.79524,8B,9A,1,0.03302999999999656,,,,,,,,,,,,,,
017,E,60,64.82827,9A,9B,1,0.0335099999999926,,,,,,,,,,,,,,
017,E,60,65.72776,9B,9A,1,0.06709999999999638,,,,,,,,,,,,,,
017,E,60,65.86099,9A,6A,1,0.033670000000000755,,,,,,,,,,,,,,
017,E,60,65.89466,6A,9A,1,0.03332999999999231,,,,,,,,,,,,,,
017,E,60,65.96081,9A,PB,1,0.4658100000000047,,,,,,,,,,,,,,
017,E,60,67.7481,PB,4B,1,0.2232699999999994,,,,,,,,,,,,,,
017,E,60,68.56012,4B,7A,1,0.03320000000000789,,,,,,,,,,,,,,
017,E,60,68.82614,7A,4B,1,0.1665800000000104,,,,,,,,,,,,,,
017,E,60,69.75903,4B,PB,1,0.3988999999999976,,,,,,,,,,,,,,
017,E,60,77.24372,PB,7A,1,0.23599000000000103,,,,,,,,,,,,,,
017,E,60,77.47971,7A,7B,1,0.2320399999999978,,,,,,,,,,,,,,
017,E,60,77.71175,7B,4B,1,0.03345000000000198,,,,,,,,,,,,,,
017,E,60,77.97884,4B,5B,1,0.06622000000000128,,,,,,,,,,,,,,
017,E,60,78.11204,5B,2B,1,0.03303000000001077,,,,,,,,,,,,,,
017,E,60,78.14507,2B,5B,1,0.0329799999999949,,,,,,,,,,,,,,
017,E,60,78.21199,5B,2B,1,0.03368999999999289,,,,,,,,,,,,,,
017,E,60,78.24568,2B,5B,1,0.03277000000001351,,,,,,,,,,,,,,
017,E,60,78.37778,5B,9A,1,0.034179999999992106,,,,,,,,,,,,,,
017,E,60,78.41196,9A,9B,1,0.03284000000000731,,,,,,,,,,,,,,
017,E,60,78.4448,9B,6A,1,0.03368999999999289,,,,,,,,,,,,,,
017,E,60,78.87919,6A,5B,1,0.03265000000000384,,,,,,,,,,,,,,
017,E,60,79.21172,5B,8A,1,0.03249999999999886,,,,,,,,,,,,,,
017,E,60,79.6441,8A,2B,1,0.03351000000000681,,,,,,,,,,,,,,
017,E,60,79.8448,2B,2A,1,0.066599999999994,,,,,,,,,,,,,,
017,E,60,80.01159,2A,7B,1,0.03279000000000565,,,,,,,,,,,,,,
017,E,60,80.0781,7B,4B,1,0.09954999999999359,,,,,,,,,,,,,,
017,E,60,84.14161,4B,PB,1,0.3996000000000066,,,,,,,,,,,,,,
017,E,60,86.77327,PB,4A,1,0.26731000000000904,,,,,,,,,,,,,,
017,E,60,87.08615,4A,4B,1,0.07656000000000063,,,,,,,,,,,,,,
017,E,60,87.32977,4B,4A,1,0.16651000000000238,,,,,,,,,,,,,,
017,E,60,87.69646,4A,7A,1,0.09955999999999676,,,,,,,,,,,,,,
017,E,60,87.79602,7A,7B,1,0.06735000000000468,,,,,,,,,,,,,,
017,E,60,87.86337,7B,2A,1,0.03249999999999886,,,,,,,,,,,,,,
017,E,60,87.93003,2A,7B,1,0.0347500000000025,,,,,,,,,,,,,,
017,E,60,87.96478,7B,2A,1,0.031899999999993156,,,,,,,,,,,,,,
017,E,60,88.09675,2A,2B,1,0.06588999999999601,,,,,,,,,,,,,,
017,E,60,88.16264,2B,5A,1,0.033540000000002124,,,,,,,,,,,,,,
017,E,60,88.29692,5A,8A,1,0.03261999999999432,,,,,,,,,,,,,,
017,E,60,88.32954,8A,2B,1,0.03294999999999959,,,,,,,,,,,,,,
017,E,60,88.62996,2B,5A,1,0.03320000000000789,,,,,,,,,,,,,,
017,E,60,88.72935,5A,2B,1,0.03562999999999761,,,,,,,,,,,,,,
017,E,60,88.76498,2B,7B,1,0.06464000000001136,,,,,,,,,,,,,,
017,E,60,89.96168,7B,8A,1,0.03412000000000148,,,,,,,,,,,,,,
