ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
017,C,360,361.7331,PB,7B,1,0.25950000000000273,,,,,,,,,,,,,,
017,C,360,362.3094,7B,7A,1,0.2989000000000033,,,,,,,,,,,,,,
017,C,360,362.8081,7A,7B,1,0.03279999999995198,,,,,,,,,,,,,,
017,C,360,363.2743,7B,7A,1,0.03350000000000364,,,,,,,,,,,,,,
017,C,360,363.3409,7A,4B,1,0.06680000000000064,,,,,,,,,,,,,,
017,C,360,363.4077,4B,7A,1,0.03370000000001028,,,,,,,,,,,,,,
017,C,360,363.5076,7A,4B,1,0.022899999999992815,,,,,,,,,,,,,,
017,C,360,363.5594,4B,7A,1,0.020200000000045293,,,,,,,,,,,,,,
017,C,360,363.8416,7A,4B,1,0.02019999999998845,,,,,,,,,,,,,,
017,C,360,363.8618,4B,7A,1,0.02580000000000382,,,,,,,,,,,,,,
017,C,360,364.3868,7A,7B,1,0.10009999999999764,,,,,,,,,,,,,,
017,C,360,366.6186,7B,7A,1,0.03440000000000509,,,,,,,,,,,,,,
017,C,360,367.3191,7A,4B,1,0.033299999999997,,,,,,,,,,,,,,
017,C,360,367.3524,4B,8A,1,0.10009999999999764,,,,,,,,,,,,,,
017,C,360,367.4525,8A,5A,1,0.03280000000000882,,,,,,,,,,,,,,
017,C,360,367.7708,5A,8A,1,0.02539999999999054,,,,,,,,,,,,,,
017,C,360,367.7962,8A,2B,1,0.022800000000017917,,,,,,,,,,,,,,
017,C,360,367.819,2B,8A,1,0.06739999999996371,,,,,,,,,,,,,,
017,C,360,368.1858,8A,5B,1,0.0665000000000191,,,,,,,,,,,,,,
017,C,360,368.5848,5B,8B,1,0.03360000000003538,,,,,,,,,,,,,,
017,C,360,368.6184,8B,5B,1,0.0333999999999719,,,,,,,,,,,,,,
017,C,360,368.6848,5B,9A,1,0.03340000000002874,,,,,,,,,,,,,,
017,C,360,368.7182,9A,6A,1,0.033799999999985175,,,,,,,,,,,,,,
017,C,360,368.9178,6A,9A,1,0.0333999999999719,,,,,,,,,,,,,,
017,C,360,368.9512,9A,5B,1,0.03340000000002874,,,,,,,,,,,,,,
017,C,360,369.0182,5B,8B,1,0.03340000000002874,,,,,,,,,,,,,,
017,C,360,369.0516,8B,5B,1,0.199799999999982,,,,,,,,,,,,,,
017,C,360,369.3179,5B,8B,1,0.13299999999998136,,,,,,,,,,,,,,
017,C,360,369.4509,8B,5B,1,0.03460000000001173,,,,,,,,,,,,,,
017,C,360,369.4855,5B,PB,1,0.5312000000000126,,,,,,,,,,,,,,
017,C,360,371.7007,PB,5A,1,0.5498000000000047,,,,,,,,,,,,,,
