ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
020,E,540,540.1512,4B,7A,1,0.033699999999953434,,,,,,,,,,,,,,
020,E,540,540.451,7A,5B,1,0.066599999999994,,,,,,,,,,,,,,
020,E,540,540.651,5B,8B,1,0.03550000000007003,,,,,,,,,,,,,,
020,E,540,540.6865,8B,5B,1,0.031899999999950523,,,,,,,,,,,,,,
020,E,540,540.8185,5B,6A,1,0.06770000000005894,,,,,,,,,,,,,,
020,E,540,540.9179,6A,9B,1,0.033699999999953434,,,,,,,,,,,,,,
020,E,540,540.9516,9B,6A,1,0.03330000000005384,,,,,,,,,,,,,,
020,E,540,541.018,6A,9B,1,0.03379999999992833,,,,,,,,,,,,,,
020,E,540,541.0845,9B,6A,1,0.03309999999999036,,,,,,,,,,,,,,
020,E,540,541.1176,6A,9B,1,0.03419999999994161,,,,,,,,,,,,,,
020,E,540,541.2522,9B,5B,1,0.06569999999999254,,,,,,,,,,,,,,
020,E,540,541.3179,5B,PB,1,1.0012000000000398,,,,,,,,,,,,,,
020,E,540,543.0283,PB,8B,1,1.0224000000000615,,,,,,,,,,,,,,
020,E,540,544.0507,8B,5B,1,0.03279999999995198,,,,,,,,,,,,,,
020,E,540,544.1506,5B,8B,1,0.03309999999999036,,,,,,,,,,,,,,
020,E,540,544.25,8B,5B,1,0.03380000000004202,,,,,,,,,,,,,,
020,E,540,544.7164,5B,8A,1,0.033599999999978536,,,,,,,,,,,,,,
020,E,540,544.9498,8A,5B,1,0.06730000000004566,,,,,,,,,,,,,,
020,E,540,545.0171,5B,8A,1,0.0665000000000191,,,,,,,,,,,,,,
020,E,540,545.0836,8A,5B,1,0.03350000000000364,,,,,,,,,,,,,,
020,E,540,545.1171,5B,8A,1,0.03339999999991505,,,,,,,,,,,,,,
020,E,540,545.2171,8A,5B,1,0.03270000000009077,,,,,,,,,,,,,,
020,E,540,545.2498,5B,8A,1,0.033999999999991815,,,,,,,,,,,,,,
020,E,540,545.3836,8A,5B,1,0.03330000000005384,,,,,,,,,,,,,,
020,E,540,545.5165,5B,8A,1,0.03350000000000364,,,,,,,,,,,,,,
020,E,540,545.5827,8A,5B,1,0.032999999999901775,,,,,,,,,,,,,,
020,E,540,545.6157,5B,8A,1,0.03350000000000364,,,,,,,,,,,,,,
020,E,540,545.8491,8A,5B,1,0.03289999999992688,,,,,,,,,,,,,,
020,E,540,545.882,5B,8A,1,0.03380000000004202,,,,,,,,,,,,,,
020,E,540,546.0834,8A,5B,1,0.034300000000030195,,,,,,,,,,,,,,
020,E,540,546.1177,5B,8A,1,0.032500000000027285,,,,,,,,,,,,,,
020,E,540,546.183,8A,5B,1,0.033599999999978536,,,,,,,,,,,,,,
020,E,540,546.5162,5B,8A,1,0.03379999999992833,,,,,,,,,,,,,,
