ID,condition,start_interval,start_transition,Source,Target,Weight,trans_duration,trans_amplitude,head_rotation,table_switched,row_switched,AOI_duration_Source,pupil Diameter_Source,active_disruption_Source,passive_disruption_Source,clicked_Source,AOI_duration_Target,pupil Diameter_Target,active_disruption_Target,passive_disruptionTarget,clicked_Target
014,C,330,330.8334,2B,6A,1,0.06690000000003238,,,,,,,,,,,,,,
014,C,330,331.666,6A,3A,1,0.0332000000000221,,,,,,,,,,,,,,
014,C,330,331.6992,3A,3B,1,0.033299999999997,,,,,,,,,,,,,,
014,C,330,332.6987,3B,3A,1,0.06670000000002574,,,,,,,,,,,,,,
014,C,330,333.6317,3A,2B,1,0.8002999999999929,,,,,,,,,,,,,,
014,C,330,334.5982,2B,5A,1,0.033699999999953434,,,,,,,,,,,,,,
014,C,330,334.6319,5A,7A,1,0.0665000000000191,,,,,,,,,,,,,,
014,C,330,334.7982,7A,PB,1,0.5319999999999823,,,,,,,,,,,,,,
014,C,330,336.7112,PB,1A,1,0.32450000000000045,,,,,,,,,,,,,,
014,C,330,337.2153,1A,7A,1,0.3935999999999922,,,,,,,,,,,,,,
014,C,330,337.8092,7A,4B,1,0.03340000000002874,,,,,,,,,,,,,,
014,C,330,338.0423,4B,7A,1,0.06689999999997553,,,,,,,,,,,,,,
014,C,330,338.1424,7A,4B,1,0.03300000000001546,,,,,,,,,,,,,,
014,C,330,338.209,4B,7A,1,0.03390000000001692,,,,,,,,,,,,,,
014,C,330,338.2429,7A,4B,1,0.03269999999997708,,,,,,,,,,,,,,
014,C,330,338.4425,4B,2A,1,0.7660000000000196,,,,,,,,,,,,,,
014,C,330,340.0752,2A,7B,1,0.0332000000000221,,,,,,,,,,,,,,
014,C,330,340.1084,7B,2A,1,0.033299999999997,,,,,,,,,,,,,,
014,C,330,341.6411,2A,5A,1,0.03390000000001692,,,,,,,,,,,,,,
014,C,330,341.675,5A,2B,1,0.03260000000000218,,,,,,,,,,,,,,
014,C,330,341.7413,2B,8A,1,0.03429999999997335,,,,,,,,,,,,,,
014,C,330,341.7756,8A,2B,1,0.031799999999975626,,,,,,,,,,,,,,
014,C,330,342.1413,2B,4B,1,0.39929999999998245,,,,,,,,,,,,,,
014,C,330,342.5406,4B,7A,1,0.03360000000003538,,,,,,,,,,,,,,
014,C,330,342.6741,7A,4B,1,0.033599999999978536,,,,,,,,,,,,,,
014,C,330,342.8739,4B,4A,1,0.13339999999999463,,,,,,,,,,,,,,
014,C,330,343.1743,4A,5A,1,0.4663999999999646,,,,,,,,,,,,,,
014,C,330,343.8406,5A,8A,1,0.033299999999997,,,,,,,,,,,,,,
014,C,330,343.9071,8A,2B,1,0.03289999999998372,,,,,,,,,,,,,,
014,C,330,344.6065,2B,2A,1,0.16660000000001673,,,,,,,,,,,,,,
014,C,330,344.7731,2A,7B,1,0.033599999999978536,,,,,,,,,,,,,,
014,C,330,344.8397,7B,5A,1,0.33370000000002165,,,,,,,,,,,,,,
014,C,330,345.1734,5A,8A,1,0.0333999999999719,,,,,,,,,,,,,,
014,C,330,345.2392,8A,5A,1,0.033999999999991815,,,,,,,,,,,,,,
014,C,330,345.2732,5A,8A,1,0.03300000000001546,,,,,,,,,,,,,,
014,C,330,345.3732,8A,5A,1,0.03309999999999036,,,,,,,,,,,,,,
014,C,330,345.4063,5A,8A,1,0.03360000000003538,,,,,,,,,,,,,,
014,C,330,345.4399,8A,2B,1,0.03299999999995862,,,,,,,,,,,,,,
014,C,330,346.438,2B,9A,1,0.06670000000002574,,,,,,,,,,,,,,
014,C,330,346.8043,9A,2B,1,0.06739999999996371,,,,,,,,,,,,,,
014,C,330,346.9378,2B,5B,1,0.034199999999998454,,,,,,,,,,,,,,
014,C,330,347.1718,5B,2B,1,0.03350000000000364,,,,,,,,,,,,,,
014,C,330,347.2717,2B,5B,1,0.03300000000001546,,,,,,,,,,,,,,
014,C,330,347.3047,5B,9A,1,0.4660999999999831,,,,,,,,,,,,,,
014,C,330,347.8034,9A,6A,1,0.06680000000000064,,,,,,,,,,,,,,
014,C,330,348.1032,6A,6B,1,0.06729999999998881,,,,,,,,,,,,,,
014,C,330,348.4367,6B,9B,1,0.03340000000002874,,,,,,,,,,,,,,
014,C,330,348.4701,9B,6A,1,0.03269999999997708,,,,,,,,,,,,,,
014,C,330,348.5369,6A,9B,1,0.03280000000000882,,,,,,,,,,,,,,
014,C,330,348.9359,9B,6A,1,0.06819999999999027,,,,,,,,,,,,,,
014,C,330,349.0041,6A,5B,1,0.09910000000002128,,,,,,,,,,,,,,
014,C,330,349.5029,5B,8A,1,0.03309999999999036,,,,,,,,,,,,,,
014,C,330,350.1028,8A,4B,1,0.4999000000000251,,,,,,,,,,,,,,
014,C,330,352.1684,4B,2A,1,0.3003999999999678,,,,,,,,,,,,,,
